codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado
PROD000082,NOM_PROD82,DES_PROD82,2,3,141,4,3177,0,2767,14.85,S,133,169,A
PROD000083,NOM_PROD83,DES_PROD83,4,3,196,2,3974,0,3536,12.41,N,186,235,A
PROD000084,NOM_PROD84,DES_PROD84,3,3,101,2,3207,0,2723,17.79,S,95,121,A
PROD000085,NOM_PROD85,DES_PROD85,3,1,165,3,2230,0,1996,11.73,S,156,198,A
PROD000086,NOM_PROD86,DES_PROD86,3,1,402,4,2172,0,1908,13.87,S,381,482,A
PROD000087,NOM_PROD87,DES_PROD87,3,3,221,4,4320,0,3910,10.49,N,209,265,A
PROD000088,NOM_PROD88,DES_PROD88,1,3,453,3,2260,0,1910,18.33,N,430,543,I
PROD000089,NOM_PROD89,DES_PROD89,5,2,186,2,3374,0,3029,11.41,S,176,223,I
PROD000090,NOM_PROD90,DES_PROD90,3,1,99,2,5206,0,4655,11.85,S,94,118,I
PROD000091,NOM_PROD91,DES_PROD91,1,3,491,3,4467,0,3881,15.12,N,466,589,I
PROD000092,NOM_PROD92,DES_PROD92,4,2,345,5,4987,0,4200,18.75,N,327,414,I
PROD000093,NOM_PROD93,DES_PROD93,4,3,101,5,5620,0,4761,18.05,S,95,121,I
PROD000094,NOM_PROD94,DES_PROD94,4,2,228,1,4646,0,4048,14.79,S,216,273,I
PROD000095,NOM_PROD95,DES_PROD95,2,3,74,5,5127,0,4423,15.92,N,70,88,I
PROD000096,NOM_PROD96,DES_PROD96,1,1,120,3,5337,0,4768,11.95,N,114,144,I
PROD000097,NOM_PROD97,DES_PROD97,2,3,239,5,2978,0,2699,10.36,S,227,286,A
PROD000098,NOM_PROD98,DES_PROD98,3,3,469,3,2254,0,1903,18.47,S,445,562,A
PROD000099,NOM_PROD99,DES_PROD99,5,3,34,4,4288,0,3850,11.4,N,32,40,I
PROD000100,NOM_PROD100,DES_PROD100,3,2,41,4,3190,0,2792,14.28,S,38,49,I
PROD000101,NOM_PROD101,DES_PROD101,5,3,122,1,2840,0,2416,17.59,S,115,146,A
PROD000102,NOM_PROD102,DES_PROD102,2,1,327,4,4711,0,4038,16.67,N,310,392,A
PROD000103,NOM_PROD103,DES_PROD103,3,2,410,2,5464,0,4682,16.72,N,389,492,I
PROD000104,NOM_PROD104,DES_PROD104,3,2,251,4,3086,0,2720,13.47,S,238,301,A
PROD000105,NOM_PROD105,DES_PROD105,3,1,140,3,2924,0,2578,13.46,S,133,168,A
PROD000106,NOM_PROD106,DES_PROD106,4,2,118,4,4118,0,3595,14.55,N,112,141,A
PROD000107,NOM_PROD107,DES_PROD107,5,1,497,3,4234,0,3615,17.13,S,472,596,I
PROD000108,NOM_PROD108,DES_PROD108,1,2,28,5,3083,0,2650,16.34,S,26,33,I
PROD000109,NOM_PROD109,DES_PROD109,4,3,22,1,4544,0,3957,14.85,N,20,26,I
PROD000110,NOM_PROD110,DES_PROD110,1,2,242,5,3080,0,2596,18.65,S,229,290,A
PROD000111,NOM_PROD111,DES_PROD111,1,3,397,5,4943,0,4260,16.04,N,377,476,A
PROD000112,NOM_PROD112,DES_PROD112,4,1,96,5,2993,0,2698,10.96,S,91,115,A
PROD000113,NOM_PROD113,DES_PROD113,1,1,11,1,3423,0,3067,11.63,S,10,13,I
PROD000114,NOM_PROD114,DES_PROD114,5,2,145,4,2496,0,2256,10.64,N,137,174,A
PROD000115,NOM_PROD115,DES_PROD115,1,3,407,3,3374,0,2953,14.27,S,386,488,A
PROD000116,NOM_PROD116,DES_PROD116,1,3,464,3,5576,0,4822,15.64,N,440,556,I
PROD000117,NOM_PROD117,DES_PROD117,3,3,475,2,3951,0,3468,13.95,S,451,570,I
PROD000118,NOM_PROD118,DES_PROD118,2,2,16,1,2683,0,2332,15.07,N,15,19,I
PROD000119,NOM_PROD119,DES_PROD119,3,1,303,2,2493,0,2242,11.23,S,287,363,I
PROD000120,NOM_PROD120,DES_PROD120,5,3,430,3,2973,0,2665,11.56,N,408,516,A
PROD000121,NOM_PROD121,DES_PROD121,5,1,156,5,5464,0,4963,10.1,N,148,187,A
PROD000122,NOM_PROD122,DES_PROD122,2,1,257,5,3630,0,3032,19.75,S,244,308,I
PROD000123,NOM_PROD123,DES_PROD123,5,3,26,1,5602,0,4845,15.63,N,24,31,A
PROD000124,NOM_PROD124,DES_PROD124,5,2,430,4,3741,0,3277,14.18,N,408,516,A
PROD000125,NOM_PROD125,DES_PROD125,4,1,376,3,4329,0,3897,11.1,S,357,451,A
PROD000126,NOM_PROD126,DES_PROD126,3,3,446,3,2519,0,2140,17.74,N,423,535,A
PROD000127,NOM_PROD127,DES_PROD127,5,1,20,2,3130,0,2678,16.9,S,19,24,A
PROD000128,NOM_PROD128,DES_PROD128,1,2,365,5,4757,0,4181,13.79,S,346,438,A
PROD000129,NOM_PROD129,DES_PROD129,1,2,122,1,5464,0,4845,12.78,N,115,146,A
PROD000130,NOM_PROD130,DES_PROD130,2,3,320,2,4240,0,3803,11.5,N,304,384,A
PROD000131,NOM_PROD131,DES_PROD131,1,1,279,3,4562,0,4133,10.38,S,265,334,I
PROD000132,NOM_PROD132,DES_PROD132,5,1,231,1,5567,0,4751,17.18,N,219,277,A
PROD000133,NOM_PROD133,DES_PROD133,2,3,393,2,2360,0,2075,13.76,N,373,471,A
PROD000134,NOM_PROD134,DES_PROD134,1,3,108,1,2168,0,1919,12.98,S,102,129,A
PROD000135,NOM_PROD135,DES_PROD135,5,2,303,4,2504,0,2205,13.58,S,287,363,I
PROD000136,NOM_PROD136,DES_PROD136,3,2,182,2,5313,0,4645,14.39,S,172,218,A
PROD000137,NOM_PROD137,DES_PROD137,3,3,429,2,5356,0,4745,12.89,N,407,514,A
PROD000138,NOM_PROD138,DES_PROD138,2,1,12,2,2189,0,1962,11.62,N,11,14,I
PROD000139,NOM_PROD139,DES_PROD139,3,3,208,4,3187,0,2827,12.75,S,197,249,A
PROD000140,NOM_PROD140,DES_PROD140,3,2,467,2,2441,0,2092,16.72,N,443,560,I
PROD000141,NOM_PROD141,DES_PROD141,3,2,168,3,4152,0,3669,13.18,S,159,201,A
PROD000142,NOM_PROD142,DES_PROD142,4,2,360,3,3232,0,2928,10.41,N,342,432,A
PROD000143,NOM_PROD143,DES_PROD143,3,3,406,1,4391,0,3921,12.0,N,385,487,A
PROD000144,NOM_PROD144,DES_PROD144,1,2,131,5,5334,0,4700,13.5,S,124,157,I
PROD000145,NOM_PROD145,DES_PROD145,1,3,378,1,3795,0,3372,12.57,N,359,453,I
PROD000146,NOM_PROD146,DES_PROD146,2,3,258,5,4259,0,3727,14.3,S,245,309,A
PROD000147,NOM_PROD147,DES_PROD147,3,2,114,1,3573,0,3022,18.25,N,108,136,I
PROD000148,NOM_PROD148,DES_PROD148,4,2,261,4,4560,0,3828,19.13,N,247,313,A
PROD000149,NOM_PROD149,DES_PROD149,5,3,41,2,3130,0,2707,15.65,N,38,49,A
PROD000150,NOM_PROD150,DES_PROD150,4,2,266,1,4036,0,3519,14.72,N,252,319,A
PROD000151,NOM_PROD151,DES_PROD151,2,1,230,1,5736,0,4897,17.15,N,218,276,I
PROD000152,NOM_PROD152,DES_PROD152,2,2,11,4,3840,0,3284,16.95,S,10,13,I
PROD000153,NOM_PROD153,DES_PROD153,1,3,136,5,4977,0,4364,14.05,S,129,163,I
PROD000154,NOM_PROD154,DES_PROD154,5,2,443,1,2347,0,2074,13.21,S,420,531,A
PROD000155,NOM_PROD155,DES_PROD155,1,2,85,5,4398,0,3755,17.15,S,80,102,I
PROD000156,NOM_PROD156,DES_PROD156,3,3,375,1,2684,0,2337,14.85,S,356,450,I
PROD000157,NOM_PROD157,DES_PROD157,4,3,144,4,5370,0,4837,11.02,N,136,172,A
PROD000158,NOM_PROD158,DES_PROD158,5,2,147,4,3219,0,2809,14.6,S,139,176,I
PROD000159,NOM_PROD159,DES_PROD159,4,2,213,5,4831,0,4077,18.5,N,202,255,A
PROD000160,NOM_PROD160,DES_PROD160,3,3,413,1,2341,0,2039,14.85,S,392,495,I
PROD000161,NOM_PROD161,DES_PROD161,2,3,100,4,3422,0,3087,10.86,S,95,120,A
PROD000162,NOM_PROD162,DES_PROD162,4,2,168,4,2395,0,2090,14.61,N,159,201,I
PROD000163,NOM_PROD163,DES_PROD163,1,1,339,4,4116,0,3647,12.86,N,322,406,A
PROD000164,NOM_PROD164,DES_PROD164,3,1,204,2,5369,0,4519,18.82,N,193,244,I
PROD000165,NOM_PROD165,DES_PROD165,1,2,309,3,5103,0,4525,12.78,N,293,370,A
PROD000166,NOM_PROD166,DES_PROD166,2,3,244,1,3246,0,2920,11.17,N,231,292,A
PROD000167,NOM_PROD167,DES_PROD167,3,3,394,4,5307,0,4752,11.7,S,374,472,I
PROD000168,NOM_PROD168,DES_PROD168,2,3,128,3,5136,0,4375,17.41,S,121,153,A
PROD000169,NOM_PROD169,DES_PROD169,5,2,166,5,3287,0,2757,19.24,N,157,199,I
PROD000170,NOM_PROD170,DES_PROD170,5,2,312,1,2370,0,1991,19.06,N,296,374,I
PROD000171,NOM_PROD171,DES_PROD171,1,3,223,3,2296,0,1961,17.11,S,211,267,I
PROD000172,NOM_PROD172,DES_PROD172,5,2,119,5,2206,0,1956,12.79,N,113,142,I
PROD000173,NOM_PROD173,DES_PROD173,1,2,270,1,3363,0,2848,18.1,S,256,324,A
PROD000174,NOM_PROD174,DES_PROD174,4,3,97,2,3881,0,3370,15.17,N,92,116,A
PROD000175,NOM_PROD175,DES_PROD175,2,1,214,1,4311,0,3886,10.94,S,203,256,A
PROD000176,NOM_PROD176,DES_PROD176,5,3,393,1,3242,0,2758,17.57,S,373,471,I
PROD000177,NOM_PROD177,DES_PROD177,4,3,199,1,3830,0,3341,14.65,N,189,238,A
PROD000178,NOM_PROD178,DES_PROD178,5,3,28,2,2925,0,2498,17.12,N,26,33,A
PROD000179,NOM_PROD179,DES_PROD179,1,3,194,2,5353,0,4725,13.3,N,184,232,A
PROD000180,NOM_PROD180,DES_PROD180,1,2,178,5,3841,0,3267,17.59,S,169,213,A
PROD000181,NOM_PROD181,DES_PROD181,4,2,74,4,4642,0,3869,20.0,N,70,88,A
PROD000182,NOM_PROD182,DES_PROD182,2,2,300,3,2654,0,2243,18.36,N,285,360,I
PROD000183,NOM_PROD183,DES_PROD183,1,1,128,5,2789,0,2458,13.5,S,121,153,I
PROD000184,NOM_PROD184,DES_PROD184,1,2,38,5,2780,0,2366,17.51,N,36,45,I
PROD000185,NOM_PROD185,DES_PROD185,1,1,134,1,2482,0,2085,19.07,N,127,160,I
PROD000186,NOM_PROD186,DES_PROD186,1,2,134,4,3610,0,3042,18.68,S,127,160,I
PROD000187,NOM_PROD187,DES_PROD187,1,1,354,3,3988,0,3625,10.03,N,336,424,I
PROD000188,NOM_PROD188,DES_PROD188,5,2,127,3,2730,0,2301,18.66,S,120,152,I
PROD000189,NOM_PROD189,DES_PROD189,4,3,182,5,4883,0,4208,16.05,N,172,218,A
PROD000190,NOM_PROD190,DES_PROD190,5,3,393,1,3862,0,3263,18.36,S,373,471,I
PROD000191,NOM_PROD191,DES_PROD191,2,3,50,4,3114,0,2789,11.66,S,47,60,A
PROD000192,NOM_PROD192,DES_PROD192,5,1,35,1,3724,0,3186,16.89,S,33,42,A
PROD000193,NOM_PROD193,DES_PROD193,1,3,174,2,3854,0,3284,17.36,S,165,208,A
PROD000194,NOM_PROD194,DES_PROD194,4,1,85,4,2551,0,2281,11.87,S,80,102,I
PROD000195,NOM_PROD195,DES_PROD195,1,1,422,1,4186,0,3683,13.67,S,400,506,I
PROD000196,NOM_PROD196,DES_PROD196,1,1,406,5,4065,0,3546,14.65,N,385,487,I
PROD000197,NOM_PROD197,DES_PROD197,2,3,465,1,2863,0,2530,13.18,N,441,558,A
PROD000198,NOM_PROD198,DES_PROD198,2,2,277,1,5802,0,4916,18.04,N,263,332,A
PROD000199,NOM_PROD199,DES_PROD199,5,3,118,2,5880,0,4942,18.99,N,112,141,I
PROD000200,NOM_PROD200,DES_PROD200,3,1,313,5,3424,0,2966,15.47,S,297,375,I
PROD000201,NOM_PROD201,DES_PROD201,4,1,186,1,5250,0,4417,18.87,S,176,223,A
PROD000202,NOM_PROD202,DES_PROD202,2,1,262,1,3839,0,3339,15.0,S,248,314,A
PROD000203,NOM_PROD203,DES_PROD203,2,3,123,4,2460,0,2080,18.27,S,116,147,I
PROD000204,NOM_PROD204,DES_PROD204,3,3,115,3,3620,0,3201,13.11,N,109,138,I
PROD000205,NOM_PROD205,DES_PROD205,5,1,402,1,3166,0,2778,13.99,S,381,482,A
PROD000206,NOM_PROD206,DES_PROD206,2,3,480,4,2862,0,2473,15.76,S,456,576,A
PROD000207,NOM_PROD207,DES_PROD207,4,3,420,2,3602,0,3052,18.03,N,399,504,I
PROD000208,NOM_PROD208,DES_PROD208,3,3,421,2,3787,0,3211,17.96,N,399,505,A
PROD000209,NOM_PROD209,DES_PROD209,4,3,105,2,3038,0,2578,17.88,N,99,126,A
PROD000210,NOM_PROD210,DES_PROD210,5,2,324,2,4238,0,3535,19.91,S,307,388,A
PROD000211,NOM_PROD211,DES_PROD211,2,3,45,4,4509,0,3997,12.83,S,42,54,I
PROD000212,NOM_PROD212,DES_PROD212,4,3,434,2,2487,0,2224,11.83,N,412,520,I
PROD000213,NOM_PROD213,DES_PROD213,2,3,450,3,3574,0,3020,18.37,S,427,540,A
PROD000214,NOM_PROD214,DES_PROD214,4,1,475,1,5521,0,4637,19.08,S,451,570,A
PROD000215,NOM_PROD215,DES_PROD215,2,1,239,4,5172,0,4556,13.53,N,227,286,A
PROD000216,NOM_PROD216,DES_PROD216,1,2,67,4,4181,0,3608,15.9,S,63,80,A
PROD000217,NOM_PROD217,DES_PROD217,3,1,120,4,4123,0,3508,17.55,N,114,144,I
PROD000218,NOM_PROD218,DES_PROD218,4,2,354,4,3811,0,3237,17.75,N,336,424,A
PROD000219,NOM_PROD219,DES_PROD219,5,3,477,1,3817,0,3202,19.23,N,453,572,I
PROD000220,NOM_PROD220,DES_PROD220,2,1,257,1,3341,0,2903,15.09,N,244,308,A
PROD000221,NOM_PROD221,DES_PROD221,2,2,483,2,3595,0,3182,13.01,S,458,579,I
PROD000222,NOM_PROD222,DES_PROD222,1,3,71,2,4967,0,4296,15.63,S,67,85,I
PROD000223,NOM_PROD223,DES_PROD223,5,3,176,3,4578,0,3830,19.55,N,167,211,A
PROD000224,NOM_PROD224,DES_PROD224,4,2,286,1,3718,0,3304,12.55,S,271,343,I
PROD000225,NOM_PROD225,DES_PROD225,4,3,88,5,4042,0,3517,14.94,S,83,105,I
PROD000226,NOM_PROD226,DES_PROD226,4,3,52,1,3829,0,3472,10.3,N,49,62,I
PROD000227,NOM_PROD227,DES_PROD227,2,2,211,4,5043,0,4288,17.61,N,200,253,I
PROD000228,NOM_PROD228,DES_PROD228,5,2,240,4,3718,0,3153,17.94,N,228,288,I
PROD000229,NOM_PROD229,DES_PROD229,3,3,447,4,3053,0,2621,16.52,S,424,536,I
PROD000230,NOM_PROD230,DES_PROD230,1,2,53,4,3049,0,2571,18.62,S,50,63,A
PROD000231,NOM_PROD231,DES_PROD231,1,1,68,4,4948,0,4200,17.81,N,64,81,A
PROD000232,NOM_PROD232,DES_PROD232,5,2,212,1,5118,0,4549,12.53,N,201,254,I
PROD000233,NOM_PROD233,DES_PROD233,3,2,103,2,2213,0,1954,13.29,N,97,123,I
PROD000234,NOM_PROD234,DES_PROD234,1,1,323,1,2341,0,1968,18.96,N,306,387,I
PROD000235,NOM_PROD235,DES_PROD235,4,2,115,5,2855,0,2545,12.2,N,109,138,I
PROD000236,NOM_PROD236,DES_PROD236,2,2,74,4,5405,0,4603,17.43,S,70,88,A
PROD000237,NOM_PROD237,DES_PROD237,1,2,435,4,2273,0,2035,11.73,N,413,522,A
PROD000238,NOM_PROD238,DES_PROD238,3,1,306,1,2705,0,2452,10.32,N,290,367,I
PROD000239,NOM_PROD239,DES_PROD239,1,1,432,3,5020,0,4234,18.57,N,410,518,I
PROD000240,NOM_PROD240,DES_PROD240,5,3,38,1,5158,0,4432,16.4,N,36,45,I
PROD000241,NOM_PROD241,DES_PROD241,1,3,178,5,2248,0,2016,11.52,N,169,213,A
PROD000242,NOM_PROD242,DES_PROD242,3,3,121,5,2693,0,2436,10.59,N,114,145,A
PROD000243,NOM_PROD243,DES_PROD243,2,3,111,4,5445,0,4938,10.27,N,105,133,A
PROD000244,NOM_PROD244,DES_PROD244,4,2,18,5,5600,0,4937,13.43,N,17,21,I
PROD000245,NOM_PROD245,DES_PROD245,2,3,291,5,5493,0,4891,12.32,S,276,349,A
PROD000246,NOM_PROD246,DES_PROD246,2,2,59,3,5456,0,4690,16.34,S,56,70,A
PROD000247,NOM_PROD247,DES_PROD247,1,1,450,5,3193,0,2795,14.26,N,427,540,A
PROD000248,NOM_PROD248,DES_PROD248,2,2,441,5,4286,0,3812,12.44,S,418,529,A
PROD000249,NOM_PROD249,DES_PROD249,1,2,203,3,2232,0,1899,17.56,N,192,243,I
PROD000250,NOM_PROD250,DES_PROD250,5,2,111,2,5326,0,4770,11.66,N,105,133,I
PROD000251,NOM_PROD251,DES_PROD251,3,3,159,1,4109,0,3433,19.71,N,151,190,A
PROD000252,NOM_PROD252,DES_PROD252,3,2,295,3,4638,0,4081,13.66,S,280,354,A
PROD000253,NOM_PROD253,DES_PROD253,1,2,277,4,3305,0,2853,15.87,N,263,332,A
PROD000254,NOM_PROD254,DES_PROD254,4,1,390,1,2265,0,1934,17.12,N,370,468,A
PROD000255,NOM_PROD255,DES_PROD255,5,1,185,1,3261,0,2811,16.04,N,175,222,A
PROD000256,NOM_PROD256,DES_PROD256,5,1,115,5,2225,0,2001,11.21,S,109,138,A
PROD000257,NOM_PROD257,DES_PROD257,2,1,216,2,2995,0,2698,11.04,S,205,259,A
PROD000258,NOM_PROD258,DES_PROD258,2,2,342,4,4541,0,3949,15.0,N,324,410,A
PROD000259,NOM_PROD259,DES_PROD259,3,2,339,3,3711,0,3359,10.49,N,322,406,I
PROD000260,NOM_PROD260,DES_PROD260,3,3,298,1,4039,0,3585,12.67,S,283,357,A
PROD000261,NOM_PROD261,DES_PROD261,4,1,382,3,4796,0,4328,10.83,S,362,458,A
PROD000262,NOM_PROD262,DES_PROD262,4,1,217,3,5624,0,4867,15.56,S,206,260,I
PROD000263,NOM_PROD263,DES_PROD263,5,3,419,5,4340,0,3680,17.95,N,398,502,I
PROD000264,NOM_PROD264,DES_PROD264,4,2,105,3,2261,0,1913,18.2,N,99,126,I
PROD000265,NOM_PROD265,DES_PROD265,5,2,323,4,3557,0,3053,16.51,S,306,387,I
PROD000266,NOM_PROD266,DES_PROD266,5,3,384,2,3376,0,2876,17.4,S,364,460,A
PROD000267,NOM_PROD267,DES_PROD267,5,2,121,2,5667,0,4974,13.94,N,114,145,A
PROD000268,NOM_PROD268,DES_PROD268,3,3,445,4,2287,0,2008,13.9,N,422,534,A
PROD000269,NOM_PROD269,DES_PROD269,4,1,434,2,3838,0,3239,18.52,S,412,520,A
