codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado
PROD020072,NOM_PROD20072,DES_PROD20072,2,2,21,5,3655,0,3170,15.33,N,19,25,A
PROD020073,NOM_PROD20073,DES_PROD20073,3,3,453,3,2454,0,2225,10.33,N,430,543,A
PROD020074,NOM_PROD20074,DES_PROD20074,1,1,455,4,3335,0,2994,11.41,S,432,546,A
PROD020075,NOM_PROD20075,DES_PROD20075,3,2,307,4,2515,0,2191,14.82,S,291,368,I
PROD020076,NOM_PROD20076,DES_PROD20076,5,1,402,2,4666,0,3891,19.94,N,381,482,A
PROD020077,NOM_PROD20077,DES_PROD20077,3,3,422,4,2275,0,1907,19.34,N,400,506,A
PROD020078,NOM_PROD20078,DES_PROD20078,2,1,320,5,5863,0,4958,18.27,S,304,384,A
PROD020079,NOM_PROD20079,DES_PROD20079,5,3,207,2,4078,0,3535,15.37,S,196,248,I
PROD020080,NOM_PROD20080,DES_PROD20080,3,2,426,2,4488,0,3743,19.91,N,404,511,A
PROD020081,NOM_PROD20081,DES_PROD20081,3,1,450,4,3517,0,2947,19.35,N,427,540,I
PROD020082,NOM_PROD20082,DES_PROD20082,5,2,385,2,3948,0,3548,11.29,S,365,462,A
PROD020083,NOM_PROD20083,DES_PROD20083,1,1,367,4,4153,0,3730,11.36,S,348,440,I
PROD020084,NOM_PROD20084,DES_PROD20084,4,1,319,3,3453,0,3033,13.85,N,303,382,I
PROD020085,NOM_PROD20085,DES_PROD20085,1,1,63,2,5586,0,4743,17.79,N,59,75,A
PROD020086,NOM_PROD20086,DES_PROD20086,3,3,102,2,3858,0,3462,11.45,N,96,122,A
PROD020087,NOM_PROD20087,DES_PROD20087,3,2,364,4,3003,0,2512,19.56,N,345,436,I
PROD020088,NOM_PROD20088,DES_PROD20088,5,3,371,2,5273,0,4608,14.45,S,352,445,A
PROD020089,NOM_PROD20089,DES_PROD20089,2,3,488,2,3676,0,3149,16.74,N,463,585,I
PROD020090,NOM_PROD20090,DES_PROD20090,4,1,107,5,3503,0,3026,15.77,N,101,128,A
PROD020091,NOM_PROD20091,DES_PROD20091,2,2,486,1,2518,0,2207,14.11,S,461,583,I
PROD020092,NOM_PROD20092,DES_PROD20092,1,1,344,1,3573,0,3227,10.73,S,326,412,A
PROD020093,NOM_PROD20093,DES_PROD20093,5,2,364,3,5293,0,4552,16.28,S,345,436,I
PROD020094,NOM_PROD20094,DES_PROD20094,1,1,244,5,3892,0,3408,14.21,S,231,292,I
PROD020095,NOM_PROD20095,DES_PROD20095,5,2,287,1,5059,0,4340,16.58,N,272,344,I
PROD020096,NOM_PROD20096,DES_PROD20096,4,3,454,3,2328,0,2064,12.81,S,431,544,I
PROD020097,NOM_PROD20097,DES_PROD20097,5,1,460,2,2462,0,2104,17.03,N,437,552,A
PROD020098,NOM_PROD20098,DES_PROD20098,1,2,187,5,4789,0,4215,13.63,S,177,224,I
PROD020099,NOM_PROD20099,DES_PROD20099,3,1,17,4,4807,0,4289,12.08,S,16,20,I
PROD020100,NOM_PROD20100,DES_PROD20100,2,1,440,2,5071,0,4405,15.14,N,418,528,A
PROD020101,NOM_PROD20101,DES_PROD20101,2,3,491,2,4945,0,4312,14.68,S,466,589,I
PROD020102,NOM_PROD20102,DES_PROD20102,4,3,395,4,4143,0,3518,17.79,N,375,474,A
PROD020103,NOM_PROD20103,DES_PROD20103,2,2,354,5,5169,0,4350,18.83,N,336,424,A
PROD020104,NOM_PROD20104,DES_PROD20104,5,1,367,2,4361,0,3825,14.03,S,348,440,I
PROD020105,NOM_PROD20105,DES_PROD20105,3,3,306,4,3681,0,3150,16.87,S,290,367,I
PROD020106,NOM_PROD20106,DES_PROD20106,3,3,111,1,5709,0,4812,18.66,S,105,133,I
PROD020107,NOM_PROD20107,DES_PROD20107,5,1,418,1,2710,0,2417,12.15,N,397,501,A
PROD020108,NOM_PROD20108,DES_PROD20108,3,3,158,2,2665,0,2364,12.74,N,150,189,A
PROD020109,NOM_PROD20109,DES_PROD20109,3,2,76,3,5126,0,4326,18.5,S,72,91,I
PROD020110,NOM_PROD20110,DES_PROD20110,5,3,138,1,5251,0,4555,15.3,S,131,165,I
PROD020111,NOM_PROD20111,DES_PROD20111,1,1,353,5,3640,0,3230,12.71,N,335,423,I
PROD020112,NOM_PROD20112,DES_PROD20112,4,2,123,2,3811,0,3337,14.21,N,116,147,I
PROD020113,NOM_PROD20113,DES_PROD20113,1,3,429,1,3625,0,3064,18.34,N,407,514,A
PROD020114,NOM_PROD20114,DES_PROD20114,5,3,360,3,3516,0,3141,11.94,N,342,432,A
PROD020115,NOM_PROD20115,DES_PROD20115,5,1,274,2,2498,0,2250,11.06,S,260,328,I
PROD020116,NOM_PROD20116,DES_PROD20116,1,1,150,1,5141,0,4394,17.02,N,142,180,A
PROD020117,NOM_PROD20117,DES_PROD20117,5,2,393,3,3570,0,3055,16.87,N,373,471,I
PROD020118,NOM_PROD20118,DES_PROD20118,2,2,240,5,5600,0,4891,14.51,N,228,288,A
PROD020119,NOM_PROD20119,DES_PROD20119,2,3,133,4,5194,0,4430,17.26,N,126,159,I
PROD020120,NOM_PROD20120,DES_PROD20120,1,2,257,3,2262,0,2022,11.88,N,244,308,I
PROD020121,NOM_PROD20121,DES_PROD20121,5,1,163,1,3951,0,3398,16.29,N,154,195,A
PROD020122,NOM_PROD20122,DES_PROD20122,4,2,353,2,2773,0,2464,12.57,N,335,423,A
PROD020123,NOM_PROD20123,DES_PROD20123,1,2,354,1,2910,0,2530,15.05,N,336,424,I
PROD020124,NOM_PROD20124,DES_PROD20124,3,1,194,3,4236,0,3668,15.49,N,184,232,I
PROD020125,NOM_PROD20125,DES_PROD20125,4,3,415,3,3416,0,3090,10.57,S,394,498,A
PROD020126,NOM_PROD20126,DES_PROD20126,3,1,63,2,2892,0,2465,17.33,N,59,75,I
PROD020127,NOM_PROD20127,DES_PROD20127,4,3,372,4,2702,0,2455,10.1,S,353,446,I
PROD020128,NOM_PROD20128,DES_PROD20128,5,1,300,1,4065,0,3693,10.1,S,285,360,I
PROD020129,NOM_PROD20129,DES_PROD20129,2,1,104,4,2543,0,2130,19.39,N,98,124,I
PROD020130,NOM_PROD20130,DES_PROD20130,1,3,444,3,5711,0,4837,18.08,S,421,532,I
PROD020131,NOM_PROD20131,DES_PROD20131,4,1,192,3,2824,0,2517,12.23,N,182,230,A
PROD020132,NOM_PROD20132,DES_PROD20132,5,1,74,5,2690,0,2402,12.0,S,70,88,A
PROD020133,NOM_PROD20133,DES_PROD20133,1,1,472,3,5401,0,4786,12.85,N,448,566,I
PROD020134,NOM_PROD20134,DES_PROD20134,3,1,28,5,5834,0,4897,19.14,S,26,33,A
PROD020135,NOM_PROD20135,DES_PROD20135,3,3,402,4,2693,0,2286,17.81,N,381,482,A
PROD020136,NOM_PROD20136,DES_PROD20136,1,1,82,3,4702,0,4208,11.74,N,77,98,I
PROD020137,NOM_PROD20137,DES_PROD20137,3,2,388,2,5141,0,4494,14.41,S,368,465,A
PROD020138,NOM_PROD20138,DES_PROD20138,4,1,344,1,3840,0,3437,11.74,S,326,412,I
PROD020139,NOM_PROD20139,DES_PROD20139,3,2,241,2,2443,0,2198,11.19,N,228,289,A
PROD020140,NOM_PROD20140,DES_PROD20140,5,3,35,3,4648,0,4084,13.83,S,33,42,I
PROD020141,NOM_PROD20141,DES_PROD20141,2,3,429,1,5240,0,4715,11.14,S,407,514,A
PROD020142,NOM_PROD20142,DES_PROD20142,4,1,444,5,2821,0,2388,18.17,S,421,532,A
PROD020143,NOM_PROD20143,DES_PROD20143,1,3,256,4,5079,0,4437,14.49,S,243,307,A
PROD020144,NOM_PROD20144,DES_PROD20144,1,3,45,1,4209,0,3533,19.16,N,42,54,I
PROD020145,NOM_PROD20145,DES_PROD20145,3,3,426,4,3473,0,3068,13.23,S,404,511,A
PROD020146,NOM_PROD20146,DES_PROD20146,4,3,67,4,3441,0,2964,16.12,S,63,80,I
PROD020147,NOM_PROD20147,DES_PROD20147,3,2,55,4,3628,0,3144,15.42,N,52,66,I
PROD020148,NOM_PROD20148,DES_PROD20148,3,1,53,5,3770,0,3281,14.91,N,50,63,A
PROD020149,NOM_PROD20149,DES_PROD20149,5,2,42,2,2594,0,2245,15.56,S,39,50,A
PROD020150,NOM_PROD20150,DES_PROD20150,5,3,233,2,3292,0,2857,15.25,S,221,279,A
PROD020151,NOM_PROD20151,DES_PROD20151,5,1,14,5,4081,0,3602,13.31,S,13,16,I
PROD020152,NOM_PROD20152,DES_PROD20152,3,1,291,2,2438,0,2056,18.6,S,276,349,A
PROD020153,NOM_PROD20153,DES_PROD20153,3,1,154,2,4997,0,4461,12.02,S,146,184,I
PROD020154,NOM_PROD20154,DES_PROD20154,1,1,127,5,3451,0,2923,18.09,S,120,152,A
PROD020155,NOM_PROD20155,DES_PROD20155,1,2,155,1,3342,0,2949,13.34,N,147,186,I
PROD020156,NOM_PROD20156,DES_PROD20156,3,1,274,2,2898,0,2487,16.55,S,260,328,A
PROD020157,NOM_PROD20157,DES_PROD20157,2,1,421,2,2252,0,1897,18.76,S,399,505,A
PROD020158,NOM_PROD20158,DES_PROD20158,4,3,500,4,3825,0,3467,10.34,S,475,600,I
PROD020159,NOM_PROD20159,DES_PROD20159,2,3,333,4,2472,0,2200,12.4,N,316,399,I
PROD020160,NOM_PROD20160,DES_PROD20160,5,2,499,5,4005,0,3598,11.32,N,474,598,A
PROD020161,NOM_PROD20161,DES_PROD20161,1,2,162,2,4034,0,3592,12.33,S,153,194,I
PROD020162,NOM_PROD20162,DES_PROD20162,1,3,148,3,4829,0,4176,15.64,N,140,177,I
PROD020163,NOM_PROD20163,DES_PROD20163,3,2,407,3,5542,0,4924,12.56,S,386,488,I
PROD020164,NOM_PROD20164,DES_PROD20164,3,2,255,3,4652,0,3982,16.84,S,242,306,A
PROD020165,NOM_PROD20165,DES_PROD20165,2,3,370,3,3837,0,3268,17.42,N,351,444,A
PROD020166,NOM_PROD20166,DES_PROD20166,5,2,445,5,3485,0,2975,17.16,S,422,534,I
PROD020167,NOM_PROD20167,DES_PROD20167,2,2,102,2,2900,0,2624,10.52,N,96,122,I
PROD020168,NOM_PROD20168,DES_PROD20168,1,1,215,1,2237,0,1950,14.75,N,204,258,I
PROD020169,NOM_PROD20169,DES_PROD20169,2,2,143,5,3273,0,2951,10.94,S,135,171,A
PROD020170,NOM_PROD20170,DES_PROD20170,1,3,255,2,4674,0,3920,19.25,N,242,306,A
PROD020171,NOM_PROD20171,DES_PROD20171,5,2,282,2,2805,0,2373,18.21,S,267,338,A
PROD020172,NOM_PROD20172,DES_PROD20172,4,2,404,3,5526,0,4800,15.14,S,383,484,I
PROD020173,NOM_PROD20173,DES_PROD20173,5,3,19,2,2825,0,2414,17.06,N,18,22,I
PROD020174,NOM_PROD20174,DES_PROD20174,5,1,452,4,3906,0,3393,15.12,S,429,542,I
PROD020175,NOM_PROD20175,DES_PROD20175,5,1,401,5,2223,0,1986,11.98,N,380,481,A
PROD020176,NOM_PROD20176,DES_PROD20176,1,1,214,2,2843,0,2509,13.35,N,203,256,A
PROD020177,NOM_PROD20177,DES_PROD20177,3,2,78,1,4860,0,4080,19.12,N,74,93,I
PROD020178,NOM_PROD20178,DES_PROD20178,5,3,199,1,4864,0,4251,14.43,N,189,238,A
PROD020179,NOM_PROD20179,DES_PROD20179,5,2,263,5,4341,0,3867,12.27,N,249,315,A
PROD020180,NOM_PROD20180,DES_PROD20180,5,3,96,2,2969,0,2699,10.01,N,91,115,A
PROD020181,NOM_PROD20181,DES_PROD20181,5,2,374,2,2515,0,2100,19.8,N,355,448,I
PROD020182,NOM_PROD20182,DES_PROD20182,1,2,434,5,2356,0,1980,19.03,N,412,520,I
PROD020183,NOM_PROD20183,DES_PROD20183,4,3,4,5,2527,0,2117,19.39,N,3,4,I
PROD020184,NOM_PROD20184,DES_PROD20184,3,3,240,1,3786,0,3304,14.61,S,228,288,A
PROD020185,NOM_PROD20185,DES_PROD20185,4,3,172,5,4908,0,4165,17.85,N,163,206,I
PROD020186,NOM_PROD20186,DES_PROD20186,4,3,359,4,3773,0,3233,16.72,S,341,430,I
PROD020187,NOM_PROD20187,DES_PROD20187,2,1,145,4,3980,0,3398,17.14,N,137,174,I
PROD020188,NOM_PROD20188,DES_PROD20188,2,3,439,2,2619,0,2344,11.77,S,417,526,A
PROD020189,NOM_PROD20189,DES_PROD20189,3,2,464,1,4156,0,3596,15.59,S,440,556,I
PROD020190,NOM_PROD20190,DES_PROD20190,5,2,348,3,3018,0,2541,18.81,N,330,417,A
PROD020191,NOM_PROD20191,DES_PROD20191,1,3,9,1,2776,0,2433,14.11,S,8,10,A
PROD020192,NOM_PROD20192,DES_PROD20192,2,1,115,1,3958,0,3528,12.21,N,109,138,A
PROD020193,NOM_PROD20193,DES_PROD20193,3,2,477,5,3343,0,2812,18.91,S,453,572,I
PROD020194,NOM_PROD20194,DES_PROD20194,2,3,366,3,2229,0,1961,13.67,S,347,439,A
PROD020195,NOM_PROD20195,DES_PROD20195,2,3,411,1,5449,0,4674,16.6,S,390,493,I
PROD020196,NOM_PROD20196,DES_PROD20196,2,1,27,3,4289,0,3891,10.23,N,25,32,A
PROD020197,NOM_PROD20197,DES_PROD20197,2,2,22,4,4367,0,3769,15.88,N,20,26,A
PROD020198,NOM_PROD20198,DES_PROD20198,5,1,205,3,2816,0,2377,18.48,N,194,246,I
PROD020199,NOM_PROD20199,DES_PROD20199,1,3,126,3,2883,0,2433,18.53,S,119,151,I
PROD020200,NOM_PROD20200,DES_PROD20200,5,3,275,3,3372,0,2857,18.06,N,261,330,I
PROD020201,NOM_PROD20201,DES_PROD20201,1,1,187,5,3716,0,3140,18.37,S,177,224,A
PROD020202,NOM_PROD20202,DES_PROD20202,2,3,264,4,3582,0,3010,19.03,N,250,316,A
PROD020203,NOM_PROD20203,DES_PROD20203,1,3,100,4,2948,0,2573,14.6,N,95,120,A
PROD020204,NOM_PROD20204,DES_PROD20204,1,3,185,4,2573,0,2186,17.72,N,175,222,A
PROD020205,NOM_PROD20205,DES_PROD20205,3,2,142,3,2638,0,2233,18.16,S,134,170,A
PROD020206,NOM_PROD20206,DES_PROD20206,3,2,324,3,5364,0,4607,16.45,S,307,388,A
PROD020207,NOM_PROD20207,DES_PROD20207,3,1,284,2,3034,0,2535,19.72,S,269,340,I
PROD020208,NOM_PROD20208,DES_PROD20208,3,2,423,3,3899,0,3499,11.46,N,401,507,A
PROD020209,NOM_PROD20209,DES_PROD20209,4,2,46,2,5371,0,4664,15.18,S,43,55,A
PROD020210,NOM_PROD20210,DES_PROD20210,5,3,193,5,4275,0,3612,18.37,N,183,231,I
PROD020211,NOM_PROD20211,DES_PROD20211,2,2,473,3,4182,0,3557,17.59,N,449,567,A
PROD020212,NOM_PROD20212,DES_PROD20212,5,3,108,4,5955,0,4987,19.42,S,102,129,I
PROD020213,NOM_PROD20213,DES_PROD20213,1,3,78,1,4532,0,3816,18.78,N,74,93,A
PROD020214,NOM_PROD20214,DES_PROD20214,3,3,413,1,5603,0,4876,14.91,N,392,495,A
PROD020215,NOM_PROD20215,DES_PROD20215,3,1,30,1,2441,0,2192,11.38,N,28,36,I
PROD020216,NOM_PROD20216,DES_PROD20216,3,3,43,5,4420,0,3840,15.12,N,40,51,A
PROD020217,NOM_PROD20217,DES_PROD20217,3,3,6,2,5397,0,4622,16.77,N,5,7,I
PROD020218,NOM_PROD20218,DES_PROD20218,3,1,73,5,3587,0,3022,18.7,S,69,87,I
PROD020219,NOM_PROD20219,DES_PROD20219,5,1,113,3,4751,0,4024,18.07,S,107,135,A
PROD020220,NOM_PROD20220,DES_PROD20220,2,1,63,2,4320,0,3919,10.25,S,59,75,A
PROD020221,NOM_PROD20221,DES_PROD20221,4,2,27,1,5092,0,4248,19.89,N,25,32,I
PROD020222,NOM_PROD20222,DES_PROD20222,1,2,19,2,3190,0,2705,17.96,N,18,22,I
PROD020223,NOM_PROD20223,DES_PROD20223,2,1,23,1,5861,0,4988,17.51,S,21,27,A
PROD020224,NOM_PROD20224,DES_PROD20224,5,1,48,4,3621,0,3053,18.62,N,45,57,I
PROD020225,NOM_PROD20225,DES_PROD20225,3,3,82,5,4201,0,3659,14.83,S,77,98,A
PROD020226,NOM_PROD20226,DES_PROD20226,1,2,457,3,5835,0,4887,19.4,S,434,548,A
PROD020227,NOM_PROD20227,DES_PROD20227,5,1,122,4,5343,0,4512,18.42,S,115,146,A
PROD020228,NOM_PROD20228,DES_PROD20228,2,2,225,2,3449,0,3097,11.37,S,213,270,A
PROD020229,NOM_PROD20229,DES_PROD20229,4,1,12,2,3780,0,3254,16.17,S,11,14,I
PROD020230,NOM_PROD20230,DES_PROD20230,3,1,475,2,2391,0,2005,19.28,S,451,570,I
PROD020231,NOM_PROD20231,DES_PROD20231,4,1,435,5,3373,0,2959,14.02,N,413,522,A
PROD020232,NOM_PROD20232,DES_PROD20232,3,1,418,1,2614,0,2331,12.15,S,397,501,I
PROD020233,NOM_PROD20233,DES_PROD20233,5,1,285,3,4408,0,3783,16.54,N,270,342,A
PROD020234,NOM_PROD20234,DES_PROD20234,4,1,37,4,5209,0,4716,10.46,N,35,44,I
PROD020235,NOM_PROD20235,DES_PROD20235,5,3,356,3,4611,0,4161,10.82,S,338,427,A
PROD020236,NOM_PROD20236,DES_PROD20236,4,3,233,2,2794,0,2483,12.55,S,221,279,A
PROD020237,NOM_PROD20237,DES_PROD20237,2,3,195,3,2266,0,1935,17.15,N,185,234,I
PROD020238,NOM_PROD20238,DES_PROD20238,1,3,190,3,3393,0,3053,11.15,N,180,228,A
PROD020239,NOM_PROD20239,DES_PROD20239,2,1,404,5,2426,0,2101,15.49,S,383,484,A
PROD020240,NOM_PROD20240,DES_PROD20240,1,2,467,1,4349,0,3769,15.39,S,443,560,I
PROD020241,NOM_PROD20241,DES_PROD20241,2,1,394,2,4892,0,4302,13.73,S,374,472,I
PROD020242,NOM_PROD20242,DES_PROD20242,2,1,407,2,3050,0,2758,10.59,N,386,488,I
PROD020243,NOM_PROD20243,DES_PROD20243,1,3,160,3,2944,0,2611,12.77,N,152,192,I
PROD020244,NOM_PROD20244,DES_PROD20244,2,2,336,2,2323,0,2020,15.02,N,319,403,I
PROD020245,NOM_PROD20245,DES_PROD20245,2,1,354,2,5782,0,4907,17.85,S,336,424,A
PROD020246,NOM_PROD20246,DES_PROD20246,4,1,60,5,2907,0,2591,12.23,S,57,72,A
PROD020247,NOM_PROD20247,DES_PROD20247,1,1,405,4,3550,0,3176,11.8,N,384,486,I
PROD020248,NOM_PROD20248,DES_PROD20248,3,2,470,4,2926,0,2458,19.08,N,446,564,I
PROD020249,NOM_PROD20249,DES_PROD20249,4,3,43,1,4453,0,3719,19.75,S,40,51,A
PROD020250,NOM_PROD20250,DES_PROD20250,2,2,299,4,3402,0,2884,17.99,S,284,358,A
PROD020251,NOM_PROD20251,DES_PROD20251,5,1,392,2,3171,0,2806,13.04,S,372,470,I
PROD020252,NOM_PROD20252,DES_PROD20252,4,2,147,1,4895,0,4281,14.35,N,139,176,I
PROD020253,NOM_PROD20253,DES_PROD20253,1,2,64,3,4395,0,3672,19.7,S,60,76,A
PROD020254,NOM_PROD20254,DES_PROD20254,1,2,184,3,3106,0,2603,19.34,N,174,220,I
PROD020255,NOM_PROD20255,DES_PROD20255,5,1,495,5,5484,0,4977,10.19,S,470,594,I
PROD020256,NOM_PROD20256,DES_PROD20256,5,1,402,2,4286,0,3891,10.17,N,381,482,A
PROD020257,NOM_PROD20257,DES_PROD20257,4,3,180,1,2521,0,2104,19.86,N,171,216,A
PROD020258,NOM_PROD20258,DES_PROD20258,2,1,169,1,3987,0,3515,13.45,S,160,202,I
PROD020259,NOM_PROD20259,DES_PROD20259,4,1,74,1,3016,0,2704,11.56,N,70,88,A
