codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado
PROD010033,NOM_PROD10033,DES_PROD10033,1,3,444,3,4253,0,3566,19.28,S,421,532,A
PROD010034,NOM_PROD10034,DES_PROD10034,2,3,348,1,5591,0,4816,16.11,N,330,417,A
PROD010035,NOM_PROD10035,DES_PROD10035,2,1,194,2,4787,0,4014,19.26,S,184,232,I
PROD010036,NOM_PROD10036,DES_PROD10036,3,3,200,5,5560,0,4784,16.24,S,190,240,I
PROD010037,NOM_PROD10037,DES_PROD10037,5,3,130,5,5563,0,4724,17.78,N,123,156,I
PROD010038,NOM_PROD10038,DES_PROD10038,3,2,346,4,2571,0,2194,17.2,S,328,415,I
PROD010039,NOM_PROD10039,DES_PROD10039,5,3,219,4,3581,0,2985,19.99,N,208,262,I
PROD010040,NOM_PROD10040,DES_PROD10040,1,3,334,4,2812,0,2498,12.59,N,317,400,I
PROD010041,NOM_PROD10041,DES_PROD10041,4,2,37,3,2261,0,1981,14.14,S,35,44,I
PROD010042,NOM_PROD10042,DES_PROD10042,4,3,396,2,3112,0,2727,14.13,S,376,475,I
PROD010043,NOM_PROD10043,DES_PROD10043,2,2,6,1,3617,0,3165,14.29,N,5,7,I
PROD010044,NOM_PROD10044,DES_PROD10044,3,3,330,4,4695,0,3920,19.78,S,313,396,I
PROD010045,NOM_PROD10045,DES_PROD10045,5,1,36,4,2172,0,1896,14.6,S,34,43,I
PROD010046,NOM_PROD10046,DES_PROD10046,3,3,96,1,2166,0,1956,10.75,N,91,115,I
PROD010047,NOM_PROD10047,DES_PROD10047,5,1,57,1,2444,0,2162,13.08,N,54,68,I
PROD010048,NOM_PROD10048,DES_PROD10048,4,1,386,2,3662,0,3304,10.84,N,366,463,A
PROD010049,NOM_PROD10049,DES_PROD10049,4,2,340,4,4043,0,3546,14.04,S,323,408,A
PROD010050,NOM_PROD10050,DES_PROD10050,5,3,181,4,2355,0,1963,20.0,S,171,217,A
PROD010051,NOM_PROD10051,DES_PROD10051,5,2,376,2,3123,0,2729,14.47,S,357,451,A
PROD010052,NOM_PROD10052,DES_PROD10052,3,2,423,1,4639,0,3896,19.09,S,401,507,I
PROD010053,NOM_PROD10053,DES_PROD10053,2,1,486,4,3585,0,3094,15.9,N,461,583,A
PROD010054,NOM_PROD10054,DES_PROD10054,5,2,276,4,3639,0,3158,15.25,S,262,331,A
PROD010055,NOM_PROD10055,DES_PROD10055,1,1,279,5,3001,0,2616,14.75,N,265,334,A
PROD010056,NOM_PROD10056,DES_PROD10056,1,3,38,5,5207,0,4520,15.22,S,36,45,A
PROD010057,NOM_PROD10057,DES_PROD10057,3,1,199,5,4761,0,4064,17.16,S,189,238,A
PROD010058,NOM_PROD10058,DES_PROD10058,2,3,292,5,5239,0,4726,10.87,S,277,350,A
PROD010059,NOM_PROD10059,DES_PROD10059,5,1,157,2,3037,0,2600,16.84,N,149,188,I
PROD010060,NOM_PROD10060,DES_PROD10060,3,3,286,4,3162,0,2686,17.75,N,271,343,I
PROD010061,NOM_PROD10061,DES_PROD10061,1,3,126,4,4045,0,3622,11.7,S,119,151,I
PROD010062,NOM_PROD10062,DES_PROD10062,3,3,222,5,5660,0,4794,18.08,N,210,266,A
PROD010063,NOM_PROD10063,DES_PROD10063,2,2,415,4,4558,0,3858,18.15,S,394,498,I
PROD010064,NOM_PROD10064,DES_PROD10064,4,1,456,2,3704,0,3183,16.39,S,433,547,A
PROD010065,NOM_PROD10065,DES_PROD10065,5,3,215,2,2557,0,2290,11.69,S,204,258,A
PROD010066,NOM_PROD10066,DES_PROD10066,1,3,487,1,3655,0,3297,10.88,S,462,584,I
PROD010067,NOM_PROD10067,DES_PROD10067,1,2,321,4,3020,0,2545,18.69,N,304,385,I
PROD010068,NOM_PROD10068,DES_PROD10068,2,1,232,1,2209,0,1890,16.88,S,220,278,A
PROD010069,NOM_PROD10069,DES_PROD10069,3,1,261,2,3747,0,3201,17.07,S,247,313,A
PROD010070,NOM_PROD10070,DES_PROD10070,3,1,60,2,2692,0,2346,14.77,N,57,72,I
PROD010071,NOM_PROD10071,DES_PROD10071,5,1,298,5,2491,0,2131,16.94,S,283,357,A
PROD010072,NOM_PROD10072,DES_PROD10072,3,3,311,4,3057,0,2702,13.17,S,295,373,I
PROD010073,NOM_PROD10073,DES_PROD10073,5,1,375,3,3624,0,3159,14.74,S,356,450,A
PROD010074,NOM_PROD10074,DES_PROD10074,4,3,58,4,3861,0,3440,12.24,S,55,69,I
PROD010075,NOM_PROD10075,DES_PROD10075,1,3,204,5,3517,0,3044,15.56,S,193,244,I
PROD010076,NOM_PROD10076,DES_PROD10076,2,2,127,2,2465,0,2147,14.84,S,120,152,A
PROD010077,NOM_PROD10077,DES_PROD10077,3,1,226,2,2339,0,1982,18.02,S,214,271,A
PROD010078,NOM_PROD10078,DES_PROD10078,1,3,46,2,2566,0,2285,12.34,S,43,55,I
PROD010079,NOM_PROD10079,DES_PROD10079,4,2,443,3,2482,0,2231,11.26,N,420,531,I
PROD010080,NOM_PROD10080,DES_PROD10080,1,1,118,1,4208,0,3743,12.44,S,112,141,I
PROD010081,NOM_PROD10081,DES_PROD10081,1,1,351,1,2951,0,2589,14.0,N,333,421,I
PROD010082,NOM_PROD10082,DES_PROD10082,5,1,172,3,3291,0,2941,11.93,N,163,206,I
PROD010083,NOM_PROD10083,DES_PROD10083,3,3,376,3,5128,0,4295,19.41,S,357,451,A
PROD010084,NOM_PROD10084,DES_PROD10084,1,2,421,5,3761,0,3418,10.05,S,399,505,I
PROD010085,NOM_PROD10085,DES_PROD10085,5,2,392,2,5541,0,4655,19.05,S,372,470,I
PROD010086,NOM_PROD10086,DES_PROD10086,2,2,214,2,3794,0,3336,13.73,S,203,256,A
PROD010087,NOM_PROD10087,DES_PROD10087,1,2,194,4,3706,0,3158,17.38,N,184,232,I
PROD010088,NOM_PROD10088,DES_PROD10088,5,2,217,1,5547,0,4719,17.55,S,206,260,I
PROD010089,NOM_PROD10089,DES_PROD10089,1,3,447,1,4488,0,3795,18.27,N,424,536,I
PROD010090,NOM_PROD10090,DES_PROD10090,2,2,350,3,3029,0,2680,13.04,N,332,420,I
PROD010091,NOM_PROD10091,DES_PROD10091,2,2,469,2,4197,0,3798,10.53,N,445,562,A
PROD010092,NOM_PROD10092,DES_PROD10092,1,1,201,3,4208,0,3633,15.85,S,190,241,A
PROD010093,NOM_PROD10093,DES_PROD10093,5,2,393,2,5246,0,4564,14.96,N,373,471,A
PROD010094,NOM_PROD10094,DES_PROD10094,4,1,54,5,4568,0,3811,19.87,S,51,64,I
PROD010095,NOM_PROD10095,DES_PROD10095,2,1,23,5,2453,0,2100,16.81,S,21,27,I
PROD010096,NOM_PROD10096,DES_PROD10096,4,3,155,4,5550,0,4816,15.26,S,147,186,A
PROD010097,NOM_PROD10097,DES_PROD10097,4,3,15,1,2492,0,2107,18.28,S,14,18,I
PROD010098,NOM_PROD10098,DES_PROD10098,3,3,383,1,5106,0,4438,15.06,N,363,459,A
PROD010099,NOM_PROD10099,DES_PROD10099,5,2,438,5,2772,0,2331,18.96,N,416,525,I
PROD010100,NOM_PROD10100,DES_PROD10100,3,3,236,2,4473,0,3909,14.44,S,224,283,A
PROD010101,NOM_PROD10101,DES_PROD10101,2,2,279,1,4406,0,3743,17.73,N,265,334,I
PROD010102,NOM_PROD10102,DES_PROD10102,2,3,184,5,5405,0,4579,18.04,S,174,220,A
PROD010103,NOM_PROD10103,DES_PROD10103,3,1,247,2,2395,0,2011,19.13,S,234,296,A
PROD010104,NOM_PROD10104,DES_PROD10104,1,1,3,2,4822,0,4250,13.48,N,2,3,A
PROD010105,NOM_PROD10105,DES_PROD10105,2,3,322,3,4379,0,3854,13.64,N,305,386,A
PROD010106,NOM_PROD10106,DES_PROD10106,4,2,283,4,2121,0,1916,10.71,N,268,339,I
PROD010107,NOM_PROD10107,DES_PROD10107,5,1,72,2,3322,0,2964,12.08,N,68,86,I
PROD010108,NOM_PROD10108,DES_PROD10108,4,3,443,4,3911,0,3359,16.45,N,420,531,A
PROD010109,NOM_PROD10109,DES_PROD10109,1,1,98,3,5317,0,4575,16.24,N,93,117,I
PROD010110,NOM_PROD10110,DES_PROD10110,5,2,23,1,2628,0,2343,12.18,S,21,27,I
PROD010111,NOM_PROD10111,DES_PROD10111,1,3,74,3,4284,0,3690,16.12,N,70,88,A
PROD010112,NOM_PROD10112,DES_PROD10112,4,1,154,3,4253,0,3697,15.05,N,146,184,A
PROD010113,NOM_PROD10113,DES_PROD10113,2,2,40,1,3592,0,3016,19.11,N,38,48,I
PROD010114,NOM_PROD10114,DES_PROD10114,4,2,368,5,4128,0,3668,12.55,S,349,441,I
PROD010115,NOM_PROD10115,DES_PROD10115,5,3,427,1,4761,0,4103,16.06,N,405,512,I
PROD010116,NOM_PROD10116,DES_PROD10116,1,2,326,3,3842,0,3257,17.97,S,309,391,I
PROD010117,NOM_PROD10117,DES_PROD10117,5,3,441,3,3018,0,2517,19.94,S,418,529,A
PROD010118,NOM_PROD10118,DES_PROD10118,5,2,373,4,3933,0,3438,14.41,S,354,447,A
PROD010119,NOM_PROD10119,DES_PROD10119,3,3,81,4,5332,0,4843,10.1,N,76,97,I
PROD010120,NOM_PROD10120,DES_PROD10120,1,2,173,1,2485,0,2114,17.56,N,164,207,I
PROD010121,NOM_PROD10121,DES_PROD10121,2,3,313,2,4863,0,4171,16.61,N,297,375,I
PROD010122,NOM_PROD10122,DES_PROD10122,3,1,39,2,3600,0,3267,10.2,N,37,46,I
PROD010123,NOM_PROD10123,DES_PROD10123,4,2,106,2,3159,0,2764,14.3,S,100,127,A
PROD010124,NOM_PROD10124,DES_PROD10124,1,2,164,4,5441,0,4581,18.78,S,155,196,A
PROD010125,NOM_PROD10125,DES_PROD10125,3,1,295,5,2695,0,2384,13.08,S,280,354,A
PROD010126,NOM_PROD10126,DES_PROD10126,4,3,266,4,5713,0,4903,16.53,S,252,319,A
PROD010127,NOM_PROD10127,DES_PROD10127,5,2,469,3,4621,0,3872,19.35,S,445,562,A
PROD010128,NOM_PROD10128,DES_PROD10128,1,1,257,3,3127,0,2819,10.93,N,244,308,A
PROD010129,NOM_PROD10129,DES_PROD10129,2,1,383,3,2200,0,1999,10.07,N,363,459,I
PROD010130,NOM_PROD10130,DES_PROD10130,4,1,65,2,2508,0,2198,14.11,S,61,78,A
PROD010131,NOM_PROD10131,DES_PROD10131,5,3,437,4,5320,0,4435,19.97,N,415,524,A
PROD010132,NOM_PROD10132,DES_PROD10132,2,2,384,2,2584,0,2241,15.33,S,364,460,A
PROD010133,NOM_PROD10133,DES_PROD10133,4,2,249,5,3796,0,3286,15.54,S,236,298,A
PROD010134,NOM_PROD10134,DES_PROD10134,1,3,335,2,3656,0,3185,14.81,N,318,402,A
PROD010135,NOM_PROD10135,DES_PROD10135,3,3,384,5,3878,0,3467,11.88,S,364,460,A
PROD010136,NOM_PROD10136,DES_PROD10136,1,2,84,3,3198,0,2848,12.31,S,79,100,I
PROD010137,NOM_PROD10137,DES_PROD10137,5,3,231,3,5524,0,4626,19.43,N,219,277,I
PROD010138,NOM_PROD10138,DES_PROD10138,4,1,453,5,4616,0,3911,18.04,S,430,543,A
PROD010139,NOM_PROD10139,DES_PROD10139,4,1,1,5,3292,0,2869,14.76,S,0,1,I
PROD010140,NOM_PROD10140,DES_PROD10140,4,2,308,4,3140,0,2675,17.39,N,292,369,A
PROD010141,NOM_PROD10141,DES_PROD10141,2,1,123,2,4241,0,3654,16.09,S,116,147,I
PROD010142,NOM_PROD10142,DES_PROD10142,4,3,154,2,4975,0,4400,13.07,N,146,184,I
PROD010143,NOM_PROD10143,DES_PROD10143,1,2,286,2,5628,0,4697,19.83,N,271,343,A
PROD010144,NOM_PROD10144,DES_PROD10144,1,1,66,2,3613,0,3050,18.48,N,62,79,A
PROD010145,NOM_PROD10145,DES_PROD10145,5,3,293,2,2840,0,2427,17.02,S,278,351,A
PROD010146,NOM_PROD10146,DES_PROD10146,5,1,259,4,5411,0,4733,14.33,N,246,310,I
PROD010147,NOM_PROD10147,DES_PROD10147,4,1,386,2,2942,0,2651,10.99,N,366,463,A
PROD010148,NOM_PROD10148,DES_PROD10148,5,3,462,4,3140,0,2804,12.0,N,438,554,A
PROD010149,NOM_PROD10149,DES_PROD10149,1,1,144,3,2692,0,2345,14.81,N,136,172,A
PROD010150,NOM_PROD10150,DES_PROD10150,4,3,470,1,3670,0,3300,11.23,S,446,564,A
PROD010151,NOM_PROD10151,DES_PROD10151,1,3,219,3,4928,0,4284,15.05,S,208,262,I
PROD010152,NOM_PROD10152,DES_PROD10152,5,2,492,1,2184,0,1973,10.73,N,467,590,I
PROD010153,NOM_PROD10153,DES_PROD10153,5,2,83,1,5782,0,4898,18.05,N,78,99,I
PROD010154,NOM_PROD10154,DES_PROD10154,1,2,259,2,2213,0,1968,12.47,S,246,310,I
PROD010155,NOM_PROD10155,DES_PROD10155,4,3,113,3,4068,0,3691,10.22,N,107,135,I
PROD010156,NOM_PROD10156,DES_PROD10156,5,2,84,5,3980,0,3468,14.79,S,79,100,A
PROD010157,NOM_PROD10157,DES_PROD10157,3,1,76,1,4225,0,3644,15.96,S,72,91,A
PROD010158,NOM_PROD10158,DES_PROD10158,2,2,176,5,2388,0,2106,13.42,S,167,211,A
PROD010159,NOM_PROD10159,DES_PROD10159,4,1,149,1,3924,0,3321,18.17,N,141,178,A
PROD010160,NOM_PROD10160,DES_PROD10160,3,2,438,3,4649,0,4119,12.89,S,416,525,A
PROD010161,NOM_PROD10161,DES_PROD10161,1,3,66,2,5539,0,4826,14.79,S,62,79,A
PROD010162,NOM_PROD10162,DES_PROD10162,4,2,31,3,5847,0,4886,19.67,S,29,37,I
PROD010163,NOM_PROD10163,DES_PROD10163,5,2,194,5,3962,0,3462,14.46,S,184,232,A
PROD010164,NOM_PROD10164,DES_PROD10164,5,1,252,5,4019,0,3463,16.08,N,239,302,I
PROD010165,NOM_PROD10165,DES_PROD10165,4,3,392,3,5413,0,4694,15.33,N,372,470,A
PROD010166,NOM_PROD10166,DES_PROD10166,4,1,408,4,5042,0,4487,12.37,N,387,489,A
PROD010167,NOM_PROD10167,DES_PROD10167,2,2,171,4,3721,0,3264,14.01,S,162,205,A
PROD010168,NOM_PROD10168,DES_PROD10168,5,2,357,5,3605,0,3239,11.31,N,339,428,A
PROD010169,NOM_PROD10169,DES_PROD10169,5,2,483,1,3534,0,3009,17.45,N,458,579,A
PROD010170,NOM_PROD10170,DES_PROD10170,5,2,114,3,3984,0,3582,11.23,S,108,136,I
PROD010171,NOM_PROD10171,DES_PROD10171,5,3,99,2,3850,0,3474,10.84,N,94,118,I
PROD010172,NOM_PROD10172,DES_PROD10172,5,3,57,3,4742,0,4261,11.3,S,54,68,A
PROD010173,NOM_PROD10173,DES_PROD10173,3,2,249,5,5750,0,4983,15.41,S,236,298,I
PROD010174,NOM_PROD10174,DES_PROD10174,1,1,190,5,4881,0,4411,10.66,S,180,228,I
PROD010175,NOM_PROD10175,DES_PROD10175,3,1,69,4,4413,0,3711,18.93,S,65,82,A
PROD010176,NOM_PROD10176,DES_PROD10176,2,3,255,1,3885,0,3445,12.78,N,242,306,I
PROD010177,NOM_PROD10177,DES_PROD10177,3,1,148,5,3133,0,2759,13.59,S,140,177,A
PROD010178,NOM_PROD10178,DES_PROD10178,5,2,58,4,5428,0,4584,18.43,N,55,69,I
PROD010179,NOM_PROD10179,DES_PROD10179,3,2,226,2,4934,0,4210,17.2,S,214,271,I
PROD010180,NOM_PROD10180,DES_PROD10180,4,3,408,2,2769,0,2503,10.63,N,387,489,I
PROD010181,NOM_PROD10181,DES_PROD10181,5,2,164,2,4467,0,3778,18.26,S,155,196,A
PROD010182,NOM_PROD10182,DES_PROD10182,2,3,380,4,4869,0,4265,14.18,N,361,456,A
PROD010183,NOM_PROD10183,DES_PROD10183,5,2,482,1,3624,0,3134,15.64,S,457,578,I
PROD010184,NOM_PROD10184,DES_PROD10184,1,2,93,2,4673,0,3923,19.14,N,88,111,I
PROD010185,NOM_PROD10185,DES_PROD10185,1,2,414,4,5541,0,4632,19.64,N,393,496,I
PROD010186,NOM_PROD10186,DES_PROD10186,5,2,412,2,4472,0,3753,19.18,N,391,494,A
PROD010187,NOM_PROD10187,DES_PROD10187,1,2,193,4,4287,0,3860,11.08,S,183,231,I
PROD010188,NOM_PROD10188,DES_PROD10188,1,3,354,4,4235,0,3818,10.93,S,336,424,I
PROD010189,NOM_PROD10189,DES_PROD10189,4,1,447,1,3960,0,3540,11.87,S,424,536,A
PROD010190,NOM_PROD10190,DES_PROD10190,2,1,346,5,5671,0,5000,13.43,S,328,415,A
PROD010191,NOM_PROD10191,DES_PROD10191,2,3,4,2,4300,0,3835,12.15,S,3,4,A
PROD010192,NOM_PROD10192,DES_PROD10192,5,1,203,5,2828,0,2441,15.87,S,192,243,A
PROD010193,NOM_PROD10193,DES_PROD10193,5,2,64,3,3592,0,3037,18.3,N,60,76,A
PROD010194,NOM_PROD10194,DES_PROD10194,1,3,254,1,2280,0,2022,12.76,N,241,304,I
PROD010195,NOM_PROD10195,DES_PROD10195,1,2,56,3,3400,0,2953,15.14,S,53,67,I
PROD010196,NOM_PROD10196,DES_PROD10196,5,1,81,5,3207,0,2749,16.69,S,76,97,A
PROD010197,NOM_PROD10197,DES_PROD10197,2,2,479,1,4938,0,4466,10.59,N,455,574,A
PROD010198,NOM_PROD10198,DES_PROD10198,2,1,271,1,5312,0,4609,15.27,S,257,325,I
PROD010199,NOM_PROD10199,DES_PROD10199,5,2,48,3,2511,0,2126,18.12,N,45,57,A
PROD010200,NOM_PROD10200,DES_PROD10200,2,3,252,2,3581,0,3111,15.11,N,239,302,I
PROD010201,NOM_PROD10201,DES_PROD10201,5,2,193,1,5113,0,4530,12.89,N,183,231,I
PROD010202,NOM_PROD10202,DES_PROD10202,1,3,42,1,4761,0,4183,13.82,N,39,50,A
PROD010203,NOM_PROD10203,DES_PROD10203,4,2,364,5,3804,0,3231,17.75,S,345,436,A
PROD010204,NOM_PROD10204,DES_PROD10204,3,2,222,2,4264,0,3844,10.93,S,210,266,I
PROD010205,NOM_PROD10205,DES_PROD10205,4,2,166,5,5771,0,4828,19.54,S,157,199,I
PROD010206,NOM_PROD10206,DES_PROD10206,4,1,488,1,5073,0,4474,13.41,S,463,585,A
PROD010207,NOM_PROD10207,DES_PROD10207,4,1,204,5,4675,0,4186,11.69,S,193,244,I
PROD010208,NOM_PROD10208,DES_PROD10208,1,3,296,3,2383,0,2042,16.73,S,281,355,I
PROD010209,NOM_PROD10209,DES_PROD10209,5,3,458,5,2612,0,2191,19.23,S,435,549,A
PROD010210,NOM_PROD10210,DES_PROD10210,3,1,168,5,3786,0,3246,16.64,N,159,201,A
PROD010211,NOM_PROD10211,DES_PROD10211,2,2,451,2,5101,0,4571,11.6,S,428,541,I
PROD010212,NOM_PROD10212,DES_PROD10212,1,1,62,1,4411,0,3721,18.57,N,58,74,A
PROD010213,NOM_PROD10213,DES_PROD10213,2,1,73,1,2643,0,2228,18.63,S,69,87,A
PROD010214,NOM_PROD10214,DES_PROD10214,5,2,430,2,2813,0,2378,18.33,S,408,516,A
PROD010215,NOM_PROD10215,DES_PROD10215,3,2,58,3,2797,0,2388,17.15,S,55,69,I
PROD010216,NOM_PROD10216,DES_PROD10216,1,3,324,4,5161,0,4373,18.04,N,307,388,I
PROD010217,NOM_PROD10217,DES_PROD10217,4,2,98,2,4729,0,4074,16.08,S,93,117,I
PROD010218,NOM_PROD10218,DES_PROD10218,1,2,139,1,4924,0,4304,14.42,N,132,166,A
PROD010219,NOM_PROD10219,DES_PROD10219,2,1,52,2,2667,0,2247,18.7,N,49,62,I
PROD010220,NOM_PROD10220,DES_PROD10220,2,3,500,3,3490,0,3162,10.39,N,475,600,A
PROD010221,NOM_PROD10221,DES_PROD10221,4,1,374,3,3673,0,3102,18.43,S,355,448,A
PROD010222,NOM_PROD10222,DES_PROD10222,1,3,286,3,4515,0,3806,18.63,N,271,343,A
PROD010223,NOM_PROD10223,DES_PROD10223,3,2,394,4,3725,0,3369,10.59,S,374,472,A
PROD010224,NOM_PROD10224,DES_PROD10224,5,2,7,2,5060,0,4535,11.58,N,6,8,A
PROD010225,NOM_PROD10225,DES_PROD10225,1,1,415,4,2661,0,2394,11.17,N,394,498,I
PROD010226,NOM_PROD10226,DES_PROD10226,4,3,398,5,4158,0,3471,19.81,N,378,477,A
PROD010227,NOM_PROD10227,DES_PROD10227,4,1,107,3,3098,0,2787,11.16,N,101,128,I
PROD010228,NOM_PROD10228,DES_PROD10228,1,2,370,1,3246,0,2777,16.91,N,351,444,I
PROD010229,NOM_PROD10229,DES_PROD10229,2,2,219,5,3039,0,2754,10.38,N,208,262,I
PROD010230,NOM_PROD10230,DES_PROD10230,1,1,61,4,5728,0,4974,15.17,S,57,73,I
PROD010231,NOM_PROD10231,DES_PROD10231,5,2,427,5,2992,0,2569,16.5,S,405,512,I
PROD010232,NOM_PROD10232,DES_PROD10232,3,1,301,2,5315,0,4670,13.82,N,285,361,A
PROD010233,NOM_PROD10233,DES_PROD10233,5,2,378,4,3747,0,3350,11.86,S,359,453,A
PROD010234,NOM_PROD10234,DES_PROD10234,4,3,222,4,3399,0,2908,16.89,N,210,266,A
PROD010235,NOM_PROD10235,DES_PROD10235,1,3,449,2,4677,0,3955,18.27,S,426,538,I
PROD010236,NOM_PROD10236,DES_PROD10236,4,1,18,1,3281,0,2736,19.95,N,17,21,I
PROD010237,NOM_PROD10237,DES_PROD10237,3,2,321,1,3970,0,3609,10.02,N,304,385,A
PROD010238,NOM_PROD10238,DES_PROD10238,3,2,66,4,4994,0,4505,10.86,S,62,79,I
PROD010239,NOM_PROD10239,DES_PROD10239,5,1,363,3,2784,0,2498,11.47,S,344,435,I
PROD010240,NOM_PROD10240,DES_PROD10240,4,3,32,5,4468,0,3959,12.86,S,30,38,A
PROD010241,NOM_PROD10241,DES_PROD10241,3,3,50,4,3907,0,3549,10.09,N,47,60,A
PROD010242,NOM_PROD10242,DES_PROD10242,5,2,394,1,3541,0,3072,15.29,N,374,472,A
PROD010243,NOM_PROD10243,DES_PROD10243,3,2,493,3,2294,0,1957,17.26,N,468,591,I
PROD010244,NOM_PROD10244,DES_PROD10244,1,2,289,5,5758,0,4846,18.83,S,274,346,A
PROD010245,NOM_PROD10245,DES_PROD10245,4,3,64,1,3846,0,3215,19.63,S,60,76,A
PROD010246,NOM_PROD10246,DES_PROD10246,3,2,97,4,3037,0,2544,19.38,S,92,116,A
PROD010247,NOM_PROD10247,DES_PROD10247,5,3,384,2,2281,0,2012,13.39,S,364,460,A
PROD010248,NOM_PROD10248,DES_PROD10248,3,2,333,4,2455,0,2165,13.41,N,316,399,I
PROD010249,NOM_PROD10249,DES_PROD10249,5,1,474,2,4263,0,3820,11.61,N,450,568,I
PROD010250,NOM_PROD10250,DES_PROD10250,4,1,334,2,2732,0,2413,13.25,N,317,400,I
PROD010251,NOM_PROD10251,DES_PROD10251,3,1,481,1,3624,0,3068,18.13,S,456,577,I
PROD010252,NOM_PROD10252,DES_PROD10252,5,1,386,5,3367,0,2981,12.96,S,366,463,A
PROD010253,NOM_PROD10253,DES_PROD10253,4,2,458,2,2272,0,1944,16.9,N,435,549,A
PROD010254,NOM_PROD10254,DES_PROD10254,5,2,376,5,3243,0,2910,11.45,N,357,451,I
PROD010255,NOM_PROD10255,DES_PROD10255,2,3,144,5,2787,0,2425,14.94,S,136,172,I
PROD010256,NOM_PROD10256,DES_PROD10256,3,1,327,2,4009,0,3461,15.86,S,310,392,I
PROD010257,NOM_PROD10257,DES_PROD10257,4,1,190,5,4839,0,4038,19.85,S,180,228,I
PROD010258,NOM_PROD10258,DES_PROD10258,5,3,122,1,3142,0,2841,10.62,N,115,146,I
PROD010259,NOM_PROD10259,DES_PROD10259,4,2,388,3,5150,0,4465,15.36,N,368,465,I
