codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado
PROD050042,NOM_PROD50042,DES_PROD50042,1,3,276,1,4716,0,3992,18.15,S,262,331,I
PROD050043,NOM_PROD50043,DES_PROD50043,3,1,179,3,3137,0,2638,18.95,S,170,214,A
PROD050044,NOM_PROD50044,DES_PROD50044,4,2,460,5,5317,0,4684,13.53,N,437,552,I
PROD050045,NOM_PROD50045,DES_PROD50045,1,2,381,4,4808,0,4271,12.59,S,361,457,A
PROD050046,NOM_PROD50046,DES_PROD50046,5,3,418,3,2253,0,2000,12.65,N,397,501,I
PROD050047,NOM_PROD50047,DES_PROD50047,4,1,354,2,5211,0,4701,10.85,S,336,424,A
PROD050048,NOM_PROD50048,DES_PROD50048,4,2,43,3,2535,0,2173,16.7,N,40,51,I
PROD050049,NOM_PROD50049,DES_PROD50049,1,3,70,4,2536,0,2143,18.36,S,66,84,I
PROD050050,NOM_PROD50050,DES_PROD50050,4,1,90,4,4162,0,3661,13.7,S,85,108,I
PROD050051,NOM_PROD50051,DES_PROD50051,4,1,211,5,2782,0,2503,11.15,S,200,253,I
PROD050052,NOM_PROD50052,DES_PROD50052,4,2,80,2,2695,0,2292,17.61,S,76,96,I
PROD050053,NOM_PROD50053,DES_PROD50053,2,2,91,5,3381,0,2931,15.37,S,86,109,I
PROD050054,NOM_PROD50054,DES_PROD50054,1,1,487,4,5142,0,4623,11.24,S,462,584,A
PROD050055,NOM_PROD50055,DES_PROD50055,2,2,41,1,4855,0,4201,15.58,N,38,49,I
PROD050056,NOM_PROD50056,DES_PROD50056,2,2,138,2,2950,0,2649,11.38,N,131,165,A
PROD050057,NOM_PROD50057,DES_PROD50057,2,3,248,1,5249,0,4702,11.64,N,235,297,I
PROD050058,NOM_PROD50058,DES_PROD50058,5,2,307,4,3379,0,2822,19.76,S,291,368,A
PROD050059,NOM_PROD50059,DES_PROD50059,3,2,350,2,2155,0,1927,11.85,N,332,420,I
PROD050060,NOM_PROD50060,DES_PROD50060,5,2,95,2,2321,0,1974,17.61,S,90,114,A
PROD050061,NOM_PROD50061,DES_PROD50061,3,1,325,3,3401,0,3083,10.34,S,308,390,A
PROD050062,NOM_PROD50062,DES_PROD50062,2,3,241,4,2885,0,2621,10.11,N,228,289,A
PROD050063,NOM_PROD50063,DES_PROD50063,1,2,269,3,2668,0,2357,13.2,S,255,322,A
PROD050064,NOM_PROD50064,DES_PROD50064,3,1,242,4,3816,0,3299,15.69,S,229,290,A
PROD050065,NOM_PROD50065,DES_PROD50065,5,2,9,2,4594,0,4012,14.53,N,8,10,I
PROD050066,NOM_PROD50066,DES_PROD50066,4,1,53,4,5552,0,4888,13.6,S,50,63,I
PROD050067,NOM_PROD50067,DES_PROD50067,3,3,379,1,3719,0,3107,19.71,S,360,454,A
PROD050068,NOM_PROD50068,DES_PROD50068,5,1,299,2,4321,0,3826,12.96,N,284,358,I
PROD050069,NOM_PROD50069,DES_PROD50069,1,3,66,1,5226,0,4660,12.16,S,62,79,I
PROD050070,NOM_PROD50070,DES_PROD50070,2,3,474,3,5559,0,4879,13.94,S,450,568,A
PROD050071,NOM_PROD50071,DES_PROD50071,4,2,395,5,4864,0,4295,13.25,S,375,474,I
PROD050072,NOM_PROD50072,DES_PROD50072,2,3,74,3,5124,0,4560,12.37,N,70,88,A
PROD050073,NOM_PROD50073,DES_PROD50073,3,3,352,1,2916,0,2467,18.24,S,334,422,A
PROD050074,NOM_PROD50074,DES_PROD50074,5,3,292,3,3898,0,3429,13.69,S,277,350,A
PROD050075,NOM_PROD50075,DES_PROD50075,4,3,407,3,4325,0,3677,17.64,S,386,488,A
PROD050076,NOM_PROD50076,DES_PROD50076,5,3,94,1,4321,0,3756,15.06,N,89,112,I
PROD050077,NOM_PROD50077,DES_PROD50077,3,1,342,4,4566,0,3902,17.02,N,324,410,I
PROD050078,NOM_PROD50078,DES_PROD50078,3,2,288,4,4806,0,4313,11.44,S,273,345,A
PROD050079,NOM_PROD50079,DES_PROD50079,2,3,248,2,3020,0,2745,10.05,N,235,297,I
PROD050080,NOM_PROD50080,DES_PROD50080,4,1,90,3,5318,0,4664,14.04,S,85,108,I
PROD050081,NOM_PROD50081,DES_PROD50081,1,2,498,1,3506,0,3015,16.3,N,473,597,I
PROD050082,NOM_PROD50082,DES_PROD50082,2,2,16,1,4847,0,4353,11.35,N,15,19,I
PROD050083,NOM_PROD50083,DES_PROD50083,3,2,210,1,3224,0,2750,17.27,S,199,252,I
PROD050084,NOM_PROD50084,DES_PROD50084,5,1,89,5,5186,0,4676,10.92,S,84,106,I
PROD050085,NOM_PROD50085,DES_PROD50085,1,3,202,1,4451,0,3823,16.44,N,191,242,I
PROD050086,NOM_PROD50086,DES_PROD50086,3,3,350,1,5741,0,4886,17.5,N,332,420,A
PROD050087,NOM_PROD50087,DES_PROD50087,1,1,288,3,3531,0,3000,17.72,S,273,345,A
PROD050088,NOM_PROD50088,DES_PROD50088,2,3,195,1,3268,0,2954,10.66,S,185,234,I
PROD050089,NOM_PROD50089,DES_PROD50089,2,2,19,1,2830,0,2548,11.08,N,18,22,I
PROD050090,NOM_PROD50090,DES_PROD50090,2,3,300,1,5384,0,4569,17.84,S,285,360,A
PROD050091,NOM_PROD50091,DES_PROD50091,5,1,103,4,4023,0,3587,12.17,S,97,123,I
PROD050092,NOM_PROD50092,DES_PROD50092,2,1,78,4,4891,0,4329,13.0,S,74,93,A
PROD050093,NOM_PROD50093,DES_PROD50093,1,3,105,3,4270,0,3645,17.17,S,99,126,A
PROD050094,NOM_PROD50094,DES_PROD50094,3,3,2,2,5867,0,4919,19.29,S,1,2,I
PROD050095,NOM_PROD50095,DES_PROD50095,3,1,181,1,2285,0,2025,12.85,N,171,217,I
PROD050096,NOM_PROD50096,DES_PROD50096,2,2,374,2,4421,0,3975,11.24,S,355,448,I
PROD050097,NOM_PROD50097,DES_PROD50097,2,2,100,1,5289,0,4494,17.71,S,95,120,A
PROD050098,NOM_PROD50098,DES_PROD50098,4,1,13,4,3898,0,3378,15.4,N,12,15,A
PROD050099,NOM_PROD50099,DES_PROD50099,1,1,66,1,3442,0,3065,12.31,S,62,79,A
PROD050100,NOM_PROD50100,DES_PROD50100,3,2,201,2,4554,0,3823,19.14,N,190,241,I
PROD050101,NOM_PROD50101,DES_PROD50101,2,3,310,5,2183,0,1909,14.4,S,294,372,A
PROD050102,NOM_PROD50102,DES_PROD50102,2,3,358,3,4581,0,3930,16.58,N,340,429,I
PROD050103,NOM_PROD50103,DES_PROD50103,4,2,71,3,2923,0,2644,10.57,S,67,85,A
PROD050104,NOM_PROD50104,DES_PROD50104,4,1,498,4,2852,0,2487,14.69,S,473,597,A
PROD050105,NOM_PROD50105,DES_PROD50105,3,2,311,3,4805,0,4186,14.8,N,295,373,A
PROD050106,NOM_PROD50106,DES_PROD50106,3,2,357,5,3232,0,2844,13.67,S,339,428,A
PROD050107,NOM_PROD50107,DES_PROD50107,5,3,67,3,4306,0,3662,17.61,N,63,80,I
PROD050108,NOM_PROD50108,DES_PROD50108,1,2,435,2,3605,0,3180,13.39,S,413,522,A
PROD050109,NOM_PROD50109,DES_PROD50109,5,2,347,1,2329,0,2064,12.87,N,329,416,I
PROD050110,NOM_PROD50110,DES_PROD50110,5,2,234,5,5562,0,4835,15.04,S,222,280,I
PROD050111,NOM_PROD50111,DES_PROD50111,5,2,279,1,2584,0,2288,12.96,N,265,334,I
PROD050112,NOM_PROD50112,DES_PROD50112,4,2,282,4,4840,0,4254,13.78,N,267,338,I
PROD050113,NOM_PROD50113,DES_PROD50113,1,2,275,4,5417,0,4810,12.63,S,261,330,I
PROD050114,NOM_PROD50114,DES_PROD50114,1,1,298,3,5516,0,4952,11.4,N,283,357,I
PROD050115,NOM_PROD50115,DES_PROD50115,3,1,9,3,3211,0,2767,16.06,N,8,10,A
PROD050116,NOM_PROD50116,DES_PROD50116,4,1,185,2,3600,0,3241,11.1,S,175,222,I
PROD050117,NOM_PROD50117,DES_PROD50117,4,3,309,1,4295,0,3855,11.43,N,293,370,A
PROD050118,NOM_PROD50118,DES_PROD50118,2,1,398,4,3074,0,2624,17.18,N,378,477,A
PROD050119,NOM_PROD50119,DES_PROD50119,3,1,347,2,4965,0,4274,16.18,N,329,416,I
PROD050120,NOM_PROD50120,DES_PROD50120,3,3,55,3,5563,0,4761,16.86,N,52,66,A
PROD050121,NOM_PROD50121,DES_PROD50121,5,2,395,3,2877,0,2450,17.45,N,375,474,A
PROD050122,NOM_PROD50122,DES_PROD50122,2,3,51,2,3936,0,3322,18.49,S,48,61,I
PROD050123,NOM_PROD50123,DES_PROD50123,4,3,412,2,3727,0,3117,19.59,N,391,494,A
PROD050124,NOM_PROD50124,DES_PROD50124,4,2,444,3,4693,0,4116,14.03,S,421,532,I
PROD050125,NOM_PROD50125,DES_PROD50125,3,1,123,2,2218,0,1945,14.08,N,116,147,A
PROD050126,NOM_PROD50126,DES_PROD50126,3,3,272,1,3242,0,2908,11.5,N,258,326,A
PROD050127,NOM_PROD50127,DES_PROD50127,1,1,112,1,5210,0,4634,12.45,N,106,134,A
PROD050128,NOM_PROD50128,DES_PROD50128,5,2,411,4,2306,0,2061,11.91,N,390,493,I
PROD050129,NOM_PROD50129,DES_PROD50129,1,3,122,3,4542,0,4116,10.36,N,115,146,I
PROD050130,NOM_PROD50130,DES_PROD50130,1,3,458,1,3253,0,2922,11.35,S,435,549,A
PROD050131,NOM_PROD50131,DES_PROD50131,2,2,430,1,3905,0,3266,19.58,S,408,516,A
PROD050132,NOM_PROD50132,DES_PROD50132,3,1,269,4,4882,0,4247,14.97,S,255,322,I
PROD050133,NOM_PROD50133,DES_PROD50133,1,2,284,4,5056,0,4308,17.38,N,269,340,I
PROD050134,NOM_PROD50134,DES_PROD50134,3,3,478,4,3974,0,3360,18.29,S,454,573,I
PROD050135,NOM_PROD50135,DES_PROD50135,1,1,154,1,2956,0,2589,14.21,S,146,184,A
PROD050136,NOM_PROD50136,DES_PROD50136,5,2,405,5,3150,0,2827,11.45,S,384,486,A
PROD050137,NOM_PROD50137,DES_PROD50137,5,2,183,1,4621,0,4128,11.96,N,173,219,I
PROD050138,NOM_PROD50138,DES_PROD50138,3,2,471,2,3413,0,2962,15.23,S,447,565,I
PROD050139,NOM_PROD50139,DES_PROD50139,1,2,403,5,4693,0,3974,18.1,S,382,483,A
PROD050140,NOM_PROD50140,DES_PROD50140,2,2,315,5,5495,0,4822,13.97,S,299,378,I
PROD050141,NOM_PROD50141,DES_PROD50141,5,2,315,2,2482,0,2088,18.88,N,299,378,A
PROD050142,NOM_PROD50142,DES_PROD50142,3,2,131,4,3425,0,3023,13.32,S,124,157,I
PROD050143,NOM_PROD50143,DES_PROD50143,3,1,383,3,5374,0,4708,14.16,S,363,459,A
PROD050144,NOM_PROD50144,DES_PROD50144,3,2,321,3,5352,0,4742,12.87,S,304,385,A
PROD050145,NOM_PROD50145,DES_PROD50145,2,3,145,3,2513,0,2240,12.2,S,137,174,I
PROD050146,NOM_PROD50146,DES_PROD50146,4,3,15,2,5652,0,4949,14.21,S,14,18,A
PROD050147,NOM_PROD50147,DES_PROD50147,4,2,166,5,2562,0,2208,16.07,S,157,199,A
PROD050148,NOM_PROD50148,DES_PROD50148,4,1,321,1,5388,0,4692,14.84,N,304,385,A
PROD050149,NOM_PROD50149,DES_PROD50149,2,1,39,3,5645,0,4974,13.5,N,37,46,A
PROD050150,NOM_PROD50150,DES_PROD50150,3,1,53,4,4733,0,4140,14.34,N,50,63,I
PROD050151,NOM_PROD50151,DES_PROD50151,5,2,489,2,3797,0,3362,12.94,N,464,586,A
PROD050152,NOM_PROD50152,DES_PROD50152,2,1,141,5,3716,0,3264,13.87,N,133,169,I
PROD050153,NOM_PROD50153,DES_PROD50153,2,3,95,4,3615,0,3262,10.83,S,90,114,I
PROD050154,NOM_PROD50154,DES_PROD50154,2,1,232,3,5290,0,4437,19.23,S,220,278,I
PROD050155,NOM_PROD50155,DES_PROD50155,1,3,265,1,2662,0,2224,19.7,S,251,318,I
PROD050156,NOM_PROD50156,DES_PROD50156,4,3,140,1,2767,0,2339,18.33,N,133,168,I
PROD050157,NOM_PROD50157,DES_PROD50157,3,3,308,5,4664,0,3919,19.03,N,292,369,A
PROD050158,NOM_PROD50158,DES_PROD50158,5,2,127,2,5041,0,4530,11.3,S,120,152,A
PROD050159,NOM_PROD50159,DES_PROD50159,2,1,116,3,5167,0,4309,19.92,N,110,139,I
PROD050160,NOM_PROD50160,DES_PROD50160,3,1,243,2,4102,0,3668,11.85,N,230,291,I
PROD050161,NOM_PROD50161,DES_PROD50161,2,3,221,1,2432,0,2183,11.42,N,209,265,A
PROD050162,NOM_PROD50162,DES_PROD50162,5,3,300,5,4288,0,3835,11.82,S,285,360,A
PROD050163,NOM_PROD50163,DES_PROD50163,3,3,217,4,4513,0,4074,10.78,S,206,260,I
PROD050164,NOM_PROD50164,DES_PROD50164,5,1,193,1,3636,0,3226,12.71,N,183,231,I
PROD050165,NOM_PROD50165,DES_PROD50165,4,1,376,4,3482,0,3165,10.04,N,357,451,A
PROD050166,NOM_PROD50166,DES_PROD50166,5,2,113,3,3404,0,2915,16.79,S,107,135,A
PROD050167,NOM_PROD50167,DES_PROD50167,2,2,21,4,5162,0,4352,18.62,S,19,25,A
PROD050168,NOM_PROD50168,DES_PROD50168,1,1,168,1,3650,0,3158,15.59,N,159,201,A
PROD050169,NOM_PROD50169,DES_PROD50169,4,1,144,2,2852,0,2506,13.84,S,136,172,I
PROD050170,NOM_PROD50170,DES_PROD50170,3,3,15,1,2353,0,1985,18.57,N,14,18,A
PROD050171,NOM_PROD50171,DES_PROD50171,2,3,463,2,5116,0,4469,14.48,S,439,555,I
PROD050172,NOM_PROD50172,DES_PROD50172,2,1,5,2,3386,0,2936,15.33,N,4,6,I
PROD050173,NOM_PROD50173,DES_PROD50173,5,1,306,4,5019,0,4406,13.92,S,290,367,A
PROD050174,NOM_PROD50174,DES_PROD50174,4,1,257,4,3971,0,3433,15.69,N,244,308,I
PROD050175,NOM_PROD50175,DES_PROD50175,1,2,242,3,4203,0,3663,14.76,N,229,290,A
PROD050176,NOM_PROD50176,DES_PROD50176,4,1,63,5,2621,0,2360,11.09,N,59,75,I
PROD050177,NOM_PROD50177,DES_PROD50177,1,3,241,3,2610,0,2222,17.47,S,228,289,A
PROD050178,NOM_PROD50178,DES_PROD50178,3,3,148,1,3102,0,2740,13.23,N,140,177,A
PROD050179,NOM_PROD50179,DES_PROD50179,4,2,20,4,4073,0,3606,12.97,N,19,24,I
PROD050180,NOM_PROD50180,DES_PROD50180,1,2,103,1,2636,0,2387,10.46,S,97,123,A
PROD050181,NOM_PROD50181,DES_PROD50181,1,3,45,4,3933,0,3350,17.42,S,42,54,I
PROD050182,NOM_PROD50182,DES_PROD50182,5,3,243,1,3122,0,2838,10.04,N,230,291,A
PROD050183,NOM_PROD50183,DES_PROD50183,4,2,293,5,5637,0,4945,14.0,S,278,351,I
PROD050184,NOM_PROD50184,DES_PROD50184,5,3,58,3,4874,0,4162,17.11,S,55,69,A
PROD050185,NOM_PROD50185,DES_PROD50185,3,1,70,1,2455,0,2142,14.65,S,66,84,A
PROD050186,NOM_PROD50186,DES_PROD50186,4,1,483,2,5125,0,4449,15.2,N,458,579,I
PROD050187,NOM_PROD50187,DES_PROD50187,4,1,151,1,5070,0,4477,13.26,N,143,181,A
PROD050188,NOM_PROD50188,DES_PROD50188,3,2,290,5,2567,0,2320,10.66,N,275,348,A
PROD050189,NOM_PROD50189,DES_PROD50189,5,2,424,4,5608,0,4870,15.16,S,402,508,I
PROD050190,NOM_PROD50190,DES_PROD50190,5,1,492,1,3113,0,2742,13.56,S,467,590,A
PROD050191,NOM_PROD50191,DES_PROD50191,2,1,16,2,5170,0,4443,16.38,N,15,19,A
PROD050192,NOM_PROD50192,DES_PROD50192,4,3,484,1,2221,0,2000,11.09,S,459,580,A
PROD050193,NOM_PROD50193,DES_PROD50193,2,2,103,2,3058,0,2634,16.12,N,97,123,A
PROD050194,NOM_PROD50194,DES_PROD50194,2,1,69,3,3352,0,2849,17.66,N,65,82,I
PROD050195,NOM_PROD50195,DES_PROD50195,1,2,320,3,4017,0,3466,15.9,S,304,384,A
PROD050196,NOM_PROD50196,DES_PROD50196,1,3,131,3,2940,0,2649,10.99,S,124,157,A
PROD050197,NOM_PROD50197,DES_PROD50197,3,3,312,4,4134,0,3509,17.82,S,296,374,A
PROD050198,NOM_PROD50198,DES_PROD50198,5,3,373,1,2961,0,2569,15.27,S,354,447,I
PROD050199,NOM_PROD50199,DES_PROD50199,1,3,335,2,3505,0,3014,16.31,S,318,402,I
PROD050200,NOM_PROD50200,DES_PROD50200,4,3,286,5,4212,0,3560,18.34,N,271,343,I
PROD050201,NOM_PROD50201,DES_PROD50201,3,3,491,4,5293,0,4475,18.29,S,466,589,I
PROD050202,NOM_PROD50202,DES_PROD50202,1,3,21,1,3615,0,3026,19.48,N,19,25,I
PROD050203,NOM_PROD50203,DES_PROD50203,4,2,82,4,4560,0,3835,18.93,N,77,98,A
PROD050204,NOM_PROD50204,DES_PROD50204,3,2,5,5,4433,0,3891,13.94,S,4,6,A
PROD050205,NOM_PROD50205,DES_PROD50205,4,3,286,4,3014,0,2695,11.86,S,271,343,I
PROD050206,NOM_PROD50206,DES_PROD50206,1,2,64,1,5653,0,4894,15.51,N,60,76,A
PROD050207,NOM_PROD50207,DES_PROD50207,1,1,28,5,4741,0,4047,17.17,N,26,33,A
PROD050208,NOM_PROD50208,DES_PROD50208,4,1,495,2,3944,0,3408,15.73,N,470,594,I
PROD050209,NOM_PROD50209,DES_PROD50209,5,3,374,4,4854,0,4127,17.63,N,355,448,A
PROD050210,NOM_PROD50210,DES_PROD50210,2,2,330,5,4485,0,3876,15.72,S,313,396,I
PROD050211,NOM_PROD50211,DES_PROD50211,5,1,308,2,5563,0,4953,12.32,S,292,369,A
PROD050212,NOM_PROD50212,DES_PROD50212,2,3,189,4,4675,0,3964,17.95,S,179,226,A
PROD050213,NOM_PROD50213,DES_PROD50213,2,3,420,5,3764,0,3286,14.56,N,399,504,I
PROD050214,NOM_PROD50214,DES_PROD50214,2,2,20,3,2290,0,1989,15.15,S,19,24,I
PROD050215,NOM_PROD50215,DES_PROD50215,4,1,74,3,2600,0,2326,11.81,S,70,88,A
PROD050216,NOM_PROD50216,DES_PROD50216,5,1,28,2,3153,0,2691,17.2,S,26,33,I
PROD050217,NOM_PROD50217,DES_PROD50217,2,1,11,3,2712,0,2407,12.7,N,10,13,I
PROD050218,NOM_PROD50218,DES_PROD50218,1,1,338,1,3224,0,2740,17.67,N,321,405,A
PROD050219,NOM_PROD50219,DES_PROD50219,1,3,261,5,3718,0,3270,13.72,S,247,313,I
PROD050220,NOM_PROD50220,DES_PROD50220,3,2,411,3,2881,0,2567,12.25,S,390,493,I
PROD050221,NOM_PROD50221,DES_PROD50221,2,2,359,5,2563,0,2271,12.9,N,341,430,A
PROD050222,NOM_PROD50222,DES_PROD50222,3,1,93,2,5035,0,4380,14.96,N,88,111,A
PROD050223,NOM_PROD50223,DES_PROD50223,5,2,384,1,4550,0,4036,12.74,N,364,460,A
PROD050224,NOM_PROD50224,DES_PROD50224,2,3,154,3,3113,0,2800,11.19,S,146,184,I
PROD050225,NOM_PROD50225,DES_PROD50225,1,1,320,1,2858,0,2408,18.72,N,304,384,A
PROD050226,NOM_PROD50226,DES_PROD50226,3,2,369,5,3158,0,2787,13.34,S,350,442,A
PROD050227,NOM_PROD50227,DES_PROD50227,2,3,500,5,3212,0,2848,12.8,S,475,600,I
PROD050228,NOM_PROD50228,DES_PROD50228,3,2,59,1,2273,0,1941,17.14,N,56,70,A
PROD050229,NOM_PROD50229,DES_PROD50229,5,3,129,5,2919,0,2556,14.21,N,122,154,A
PROD050230,NOM_PROD50230,DES_PROD50230,1,2,453,2,4202,0,3743,12.27,S,430,543,I
PROD050231,NOM_PROD50231,DES_PROD50231,2,2,238,3,4055,0,3654,11.0,N,226,285,I
PROD050232,NOM_PROD50232,DES_PROD50232,3,2,258,4,4765,0,4205,13.33,S,245,309,A
PROD050233,NOM_PROD50233,DES_PROD50233,5,3,26,1,2138,0,1942,10.13,N,24,31,A
PROD050234,NOM_PROD50234,DES_PROD50234,2,2,228,5,3748,0,3220,16.4,N,216,273,A
PROD050235,NOM_PROD50235,DES_PROD50235,2,3,325,4,4384,0,3664,19.67,N,308,390,A
PROD050236,NOM_PROD50236,DES_PROD50236,4,3,95,1,2614,0,2211,18.27,N,90,114,A
PROD050237,NOM_PROD50237,DES_PROD50237,5,3,407,2,2756,0,2503,10.13,N,386,488,I
PROD050238,NOM_PROD50238,DES_PROD50238,4,2,339,2,4974,0,4285,16.08,S,322,406,I
PROD050239,NOM_PROD50239,DES_PROD50239,1,2,319,3,4413,0,3777,16.84,N,303,382,I
PROD050240,NOM_PROD50240,DES_PROD50240,2,1,48,5,4413,0,3864,14.21,S,45,57,A
PROD050241,NOM_PROD50241,DES_PROD50241,3,2,126,3,3914,0,3451,13.43,N,119,151,I
PROD050242,NOM_PROD50242,DES_PROD50242,5,1,478,2,4537,0,4000,13.43,S,454,573,I
PROD050243,NOM_PROD50243,DES_PROD50243,4,2,179,2,4283,0,3810,12.43,S,170,214,I
PROD050244,NOM_PROD50244,DES_PROD50244,3,2,393,2,3289,0,2866,14.77,N,373,471,A
PROD050245,NOM_PROD50245,DES_PROD50245,4,2,337,3,3214,0,2808,14.47,S,320,404,A
PROD050246,NOM_PROD50246,DES_PROD50246,4,2,466,3,3129,0,2676,16.96,S,442,559,I
PROD050247,NOM_PROD50247,DES_PROD50247,1,2,81,4,2400,0,2176,10.34,N,76,97,A
PROD050248,NOM_PROD50248,DES_PROD50248,1,3,208,2,3222,0,2700,19.36,S,197,249,A
PROD050249,NOM_PROD50249,DES_PROD50249,2,2,367,3,3932,0,3417,15.1,N,348,440,I
PROD050250,NOM_PROD50250,DES_PROD50250,2,1,264,5,2991,0,2677,11.76,N,250,316,I
PROD050251,NOM_PROD50251,DES_PROD50251,4,1,301,1,3567,0,3056,16.75,N,285,361,I
PROD050252,NOM_PROD50252,DES_PROD50252,2,3,203,4,4310,0,3732,15.5,S,192,243,I
PROD050253,NOM_PROD50253,DES_PROD50253,3,1,49,3,4669,0,4243,10.05,N,46,58,I
PROD050254,NOM_PROD50254,DES_PROD50254,5,3,13,4,3754,0,3278,14.53,S,12,15,I
PROD050255,NOM_PROD50255,DES_PROD50255,2,1,301,1,2455,0,2201,11.55,S,285,361,I
PROD050256,NOM_PROD50256,DES_PROD50256,2,2,162,1,5537,0,4851,14.15,S,153,194,A
PROD050257,NOM_PROD50257,DES_PROD50257,2,3,2,1,3152,0,2852,10.54,S,1,2,A
PROD050258,NOM_PROD50258,DES_PROD50258,5,2,263,5,5097,0,4455,14.42,N,249,315,A
PROD050259,NOM_PROD50259,DES_PROD50259,5,3,440,3,3256,0,2745,18.65,S,418,528,I
