codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado
PROD030121,NOM_PROD30121,DES_PROD30121,5,3,211,5,5049,0,4422,14.2,N,200,253,A
PROD030122,NOM_PROD30122,DES_PROD30122,1,2,484,4,3130,0,2714,15.35,S,459,580,I
PROD030123,NOM_PROD30123,DES_PROD30123,3,2,6,4,5353,0,4525,18.32,N,5,7,I
PROD030124,NOM_PROD30124,DES_PROD30124,5,1,24,2,4146,0,3554,16.68,N,22,28,I
PROD030125,NOM_PROD30125,DES_PROD30125,4,2,288,4,2866,0,2522,13.65,N,273,345,A
PROD030126,NOM_PROD30126,DES_PROD30126,4,2,253,2,4964,0,4271,16.24,S,240,303,A
PROD030127,NOM_PROD30127,DES_PROD30127,4,3,372,3,3345,0,2925,14.38,N,353,446,A
PROD030128,NOM_PROD30128,DES_PROD30128,3,3,407,3,3886,0,3286,18.27,N,386,488,I
PROD030129,NOM_PROD30129,DES_PROD30129,2,3,226,1,2999,0,2523,18.88,N,214,271,A
PROD030130,NOM_PROD30130,DES_PROD30130,4,3,222,3,3485,0,3105,12.25,S,210,266,A
PROD030131,NOM_PROD30131,DES_PROD30131,4,1,118,2,2434,0,2138,13.86,S,112,141,A
PROD030132,NOM_PROD30132,DES_PROD30132,3,1,482,3,2718,0,2443,11.26,N,457,578,A
PROD030133,NOM_PROD30133,DES_PROD30133,4,1,254,4,4763,0,3972,19.93,N,241,304,A
PROD030134,NOM_PROD30134,DES_PROD30134,5,1,420,3,3837,0,3349,14.6,S,399,504,I
PROD030135,NOM_PROD30135,DES_PROD30135,4,3,62,1,3095,0,2697,14.76,N,58,74,I
PROD030136,NOM_PROD30136,DES_PROD30136,5,3,335,3,5623,0,4818,16.72,S,318,402,I
PROD030137,NOM_PROD30137,DES_PROD30137,5,2,196,3,4068,0,3529,15.29,N,186,235,I
PROD030138,NOM_PROD30138,DES_PROD30138,3,1,140,1,3054,0,2628,16.23,N,133,168,I
PROD030139,NOM_PROD30139,DES_PROD30139,3,3,434,5,2319,0,2046,13.36,N,412,520,I
PROD030140,NOM_PROD30140,DES_PROD30140,2,1,242,2,2803,0,2380,17.79,N,229,290,I
PROD030141,NOM_PROD30141,DES_PROD30141,3,2,291,2,3533,0,3052,15.78,N,276,349,A
PROD030142,NOM_PROD30142,DES_PROD30142,2,1,103,2,3700,0,3260,13.51,N,97,123,A
PROD030143,NOM_PROD30143,DES_PROD30143,3,3,119,4,3196,0,2679,19.3,N,113,142,I
PROD030144,NOM_PROD30144,DES_PROD30144,4,3,79,1,5008,0,4547,10.15,N,75,94,I
PROD030145,NOM_PROD30145,DES_PROD30145,4,1,427,2,2771,0,2398,15.59,S,405,512,I
PROD030146,NOM_PROD30146,DES_PROD30146,1,3,77,2,5440,0,4689,16.02,S,73,92,I
PROD030147,NOM_PROD30147,DES_PROD30147,2,2,108,4,4814,0,4260,13.02,S,102,129,I
PROD030148,NOM_PROD30148,DES_PROD30148,1,2,164,5,4206,0,3554,18.35,N,155,196,A
PROD030149,NOM_PROD30149,DES_PROD30149,3,1,327,1,4956,0,4495,10.27,S,310,392,I
PROD030150,NOM_PROD30150,DES_PROD30150,2,2,385,2,5938,0,4980,19.25,S,365,462,I
PROD030151,NOM_PROD30151,DES_PROD30151,1,1,211,5,5387,0,4509,19.49,N,200,253,A
PROD030152,NOM_PROD30152,DES_PROD30152,2,2,202,1,2870,0,2539,13.07,S,191,242,I
PROD030153,NOM_PROD30153,DES_PROD30153,3,1,341,3,5175,0,4394,17.78,S,323,409,I
PROD030154,NOM_PROD30154,DES_PROD30154,5,1,435,4,2750,0,2437,12.87,N,413,522,I
PROD030155,NOM_PROD30155,DES_PROD30155,2,3,197,1,4384,0,3953,10.92,S,187,236,A
PROD030156,NOM_PROD30156,DES_PROD30156,4,3,385,3,5283,0,4512,17.1,N,365,462,I
PROD030157,NOM_PROD30157,DES_PROD30157,5,2,489,1,5557,0,4710,18.0,S,464,586,A
PROD030158,NOM_PROD30158,DES_PROD30158,3,1,36,4,3234,0,2840,13.88,N,34,43,A
PROD030159,NOM_PROD30159,DES_PROD30159,4,3,250,3,2541,0,2252,12.84,N,237,300,I
PROD030160,NOM_PROD30160,DES_PROD30160,5,1,134,1,4185,0,3518,18.98,N,127,160,I
PROD030161,NOM_PROD30161,DES_PROD30161,4,2,280,2,3895,0,3479,11.98,N,266,336,A
PROD030162,NOM_PROD30162,DES_PROD30162,1,3,95,1,3335,0,2832,17.78,N,90,114,I
PROD030163,NOM_PROD30163,DES_PROD30163,3,1,348,1,3618,0,3075,17.69,S,330,417,A
PROD030164,NOM_PROD30164,DES_PROD30164,2,3,142,2,4441,0,3806,16.71,N,134,170,I
PROD030165,NOM_PROD30165,DES_PROD30165,1,2,238,3,5696,0,4793,18.85,S,226,285,A
PROD030166,NOM_PROD30166,DES_PROD30166,1,2,283,3,4790,0,4190,14.32,S,268,339,I
PROD030167,NOM_PROD30167,DES_PROD30167,4,3,274,5,3403,0,2845,19.62,S,260,328,I
PROD030168,NOM_PROD30168,DES_PROD30168,2,2,256,5,2851,0,2417,17.97,N,243,307,I
PROD030169,NOM_PROD30169,DES_PROD30169,1,3,356,3,4163,0,3490,19.31,S,338,427,I
PROD030170,NOM_PROD30170,DES_PROD30170,3,3,299,2,2852,0,2504,13.91,S,284,358,A
PROD030171,NOM_PROD30171,DES_PROD30171,4,2,107,2,5458,0,4894,11.54,N,101,128,A
PROD030172,NOM_PROD30172,DES_PROD30172,3,3,39,2,3424,0,2921,17.24,N,37,46,A
PROD030173,NOM_PROD30173,DES_PROD30173,4,1,353,2,2404,0,2178,10.42,N,335,423,A
PROD030174,NOM_PROD30174,DES_PROD30174,1,1,50,2,3645,0,3235,12.69,N,47,60,A
PROD030175,NOM_PROD30175,DES_PROD30175,4,1,117,3,3371,0,3053,10.43,S,111,140,A
PROD030176,NOM_PROD30176,DES_PROD30176,3,1,86,4,5475,0,4946,10.7,N,81,103,I
PROD030177,NOM_PROD30177,DES_PROD30177,5,1,353,2,5118,0,4497,13.81,N,335,423,A
PROD030178,NOM_PROD30178,DES_PROD30178,5,2,220,2,4836,0,4201,15.12,N,209,264,I
PROD030179,NOM_PROD30179,DES_PROD30179,1,1,93,1,2852,0,2591,10.11,N,88,111,I
PROD030180,NOM_PROD30180,DES_PROD30180,5,3,354,4,3141,0,2764,13.67,N,336,424,A
PROD030181,NOM_PROD30181,DES_PROD30181,2,2,467,4,4786,0,3999,19.7,N,443,560,I
PROD030182,NOM_PROD30182,DES_PROD30182,5,1,152,1,4206,0,3683,14.22,S,144,182,A
PROD030183,NOM_PROD30183,DES_PROD30183,4,2,252,4,2297,0,1969,16.68,N,239,302,I
PROD030184,NOM_PROD30184,DES_PROD30184,5,3,269,5,4517,0,3948,14.42,N,255,322,I
PROD030185,NOM_PROD30185,DES_PROD30185,4,3,243,4,3517,0,3105,13.27,N,230,291,I
PROD030186,NOM_PROD30186,DES_PROD30186,2,3,331,1,2454,0,2146,14.36,S,314,397,A
PROD030187,NOM_PROD30187,DES_PROD30187,4,2,219,3,4282,0,3863,10.87,N,208,262,A
PROD030188,NOM_PROD30188,DES_PROD30188,5,1,209,5,5650,0,4826,17.08,S,198,250,I
PROD030189,NOM_PROD30189,DES_PROD30189,2,3,471,1,2306,0,2041,13.0,N,447,565,A
PROD030190,NOM_PROD30190,DES_PROD30190,1,2,5,1,3717,0,3171,17.23,N,4,6,I
PROD030191,NOM_PROD30191,DES_PROD30191,1,2,100,1,3834,0,3265,17.45,N,95,120,I
PROD030192,NOM_PROD30192,DES_PROD30192,2,2,235,4,2577,0,2294,12.34,S,223,282,I
PROD030193,NOM_PROD30193,DES_PROD30193,1,1,222,1,5059,0,4302,17.61,S,210,266,I
PROD030194,NOM_PROD30194,DES_PROD30194,2,2,464,4,4087,0,3415,19.69,N,440,556,I
PROD030195,NOM_PROD30195,DES_PROD30195,5,2,411,3,4150,0,3769,10.11,N,390,493,A
PROD030196,NOM_PROD30196,DES_PROD30196,5,2,314,4,5015,0,4445,12.84,N,298,376,I
PROD030197,NOM_PROD30197,DES_PROD30197,4,2,288,1,4127,0,3519,17.28,N,273,345,I
PROD030198,NOM_PROD30198,DES_PROD30198,1,1,190,3,2840,0,2570,10.52,N,180,228,A
PROD030199,NOM_PROD30199,DES_PROD30199,5,1,277,4,4361,0,3904,11.73,S,263,332,I
PROD030200,NOM_PROD30200,DES_PROD30200,3,3,360,4,2881,0,2585,11.48,S,342,432,A
PROD030201,NOM_PROD30201,DES_PROD30201,5,1,156,5,5243,0,4755,10.27,S,148,187,I
PROD030202,NOM_PROD30202,DES_PROD30202,5,2,74,1,3863,0,3446,12.12,S,70,88,A
PROD030203,NOM_PROD30203,DES_PROD30203,4,2,19,3,5022,0,4297,16.88,S,18,22,I
PROD030204,NOM_PROD30204,DES_PROD30204,3,3,7,3,5703,0,4767,19.65,N,6,8,A
PROD030205,NOM_PROD30205,DES_PROD30205,5,2,226,3,5333,0,4533,17.66,S,214,271,A
PROD030206,NOM_PROD30206,DES_PROD30206,3,1,17,2,5011,0,4440,12.88,S,16,20,I
PROD030207,NOM_PROD30207,DES_PROD30207,3,1,200,4,5772,0,4968,16.2,S,190,240,A
PROD030208,NOM_PROD30208,DES_PROD30208,2,2,206,4,3040,0,2744,10.8,S,195,247,I
PROD030209,NOM_PROD30209,DES_PROD30209,1,2,44,1,4950,0,4245,16.61,S,41,52,A
PROD030210,NOM_PROD30210,DES_PROD30210,4,1,376,2,5022,0,4307,16.61,N,357,451,A
PROD030211,NOM_PROD30211,DES_PROD30211,3,1,65,4,4852,0,4072,19.17,S,61,78,I
PROD030212,NOM_PROD30212,DES_PROD30212,3,3,142,4,3098,0,2814,10.12,N,134,170,A
PROD030213,NOM_PROD30213,DES_PROD30213,3,1,280,4,2920,0,2563,13.93,N,266,336,I
PROD030214,NOM_PROD30214,DES_PROD30214,2,1,268,3,4523,0,4098,10.39,N,254,321,A
PROD030215,NOM_PROD30215,DES_PROD30215,3,2,445,3,4496,0,4063,10.66,N,422,534,A
PROD030216,NOM_PROD30216,DES_PROD30216,4,3,366,2,5666,0,4745,19.42,S,347,439,A
PROD030217,NOM_PROD30217,DES_PROD30217,1,1,398,4,2803,0,2431,15.32,N,378,477,I
PROD030218,NOM_PROD30218,DES_PROD30218,1,1,264,1,3450,0,3014,14.48,S,250,316,A
PROD030219,NOM_PROD30219,DES_PROD30219,5,1,441,5,5012,0,4509,11.17,S,418,529,A
PROD030220,NOM_PROD30220,DES_PROD30220,4,3,368,3,2832,0,2502,13.21,S,349,441,I
PROD030221,NOM_PROD30221,DES_PROD30221,1,1,302,3,3656,0,3129,16.87,N,286,362,I
PROD030222,NOM_PROD30222,DES_PROD30222,4,1,88,4,3068,0,2686,14.25,N,83,105,A
PROD030223,NOM_PROD30223,DES_PROD30223,5,3,306,1,2491,0,2166,15.01,S,290,367,A
PROD030224,NOM_PROD30224,DES_PROD30224,2,3,321,3,3950,0,3347,18.03,S,304,385,A
PROD030225,NOM_PROD30225,DES_PROD30225,5,3,184,3,4931,0,4291,14.92,S,174,220,A
PROD030226,NOM_PROD30226,DES_PROD30226,5,1,359,4,4967,0,4323,14.91,N,341,430,A
PROD030227,NOM_PROD30227,DES_PROD30227,1,2,477,2,3991,0,3604,10.76,N,453,572,I
PROD030228,NOM_PROD30228,DES_PROD30228,4,1,298,3,3220,0,2854,12.84,S,283,357,I
PROD030229,NOM_PROD30229,DES_PROD30229,1,3,200,1,3507,0,3019,16.17,N,190,240,A
PROD030230,NOM_PROD30230,DES_PROD30230,2,3,79,3,4388,0,3874,13.28,S,75,94,A
PROD030231,NOM_PROD30231,DES_PROD30231,1,1,44,5,4184,0,3621,15.56,S,41,52,A
PROD030232,NOM_PROD30232,DES_PROD30232,2,1,477,1,3492,0,2943,18.68,S,453,572,I
PROD030233,NOM_PROD30233,DES_PROD30233,4,2,277,4,3587,0,3122,14.91,S,263,332,I
PROD030234,NOM_PROD30234,DES_PROD30234,1,2,9,3,3267,0,2827,15.57,S,8,10,A
PROD030235,NOM_PROD30235,DES_PROD30235,4,1,332,2,3275,0,2902,12.87,S,315,398,I
PROD030236,NOM_PROD30236,DES_PROD30236,4,1,148,3,4455,0,3976,12.05,N,140,177,A
PROD030237,NOM_PROD30237,DES_PROD30237,5,1,402,4,4842,0,4292,12.83,N,381,482,A
PROD030238,NOM_PROD30238,DES_PROD30238,3,1,248,2,4971,0,4514,10.14,N,235,297,A
PROD030239,NOM_PROD30239,DES_PROD30239,2,2,169,4,3669,0,3142,16.79,N,160,202,A
PROD030240,NOM_PROD30240,DES_PROD30240,5,3,83,2,4035,0,3632,11.1,S,78,99,I
PROD030241,NOM_PROD30241,DES_PROD30241,1,3,78,2,4240,0,3723,13.89,N,74,93,A
PROD030242,NOM_PROD30242,DES_PROD30242,1,2,65,4,2749,0,2403,14.41,S,61,78,I
PROD030243,NOM_PROD30243,DES_PROD30243,3,1,117,5,2927,0,2474,18.32,S,111,140,A
PROD030244,NOM_PROD30244,DES_PROD30244,4,3,366,5,2554,0,2167,17.86,S,347,439,I
PROD030245,NOM_PROD30245,DES_PROD30245,3,2,123,4,3299,0,2825,16.78,N,116,147,I
PROD030246,NOM_PROD30246,DES_PROD30246,5,2,498,4,4232,0,3713,14.0,S,473,597,A
PROD030247,NOM_PROD30247,DES_PROD30247,1,2,239,3,2755,0,2311,19.23,N,227,286,A
PROD030248,NOM_PROD30248,DES_PROD30248,3,1,164,2,5277,0,4516,16.86,S,155,196,A
PROD030249,NOM_PROD30249,DES_PROD30249,2,1,17,4,3339,0,2900,15.17,N,16,20,A
PROD030250,NOM_PROD30250,DES_PROD30250,4,2,248,3,5633,0,4865,15.8,N,235,297,I
PROD030251,NOM_PROD30251,DES_PROD30251,4,3,279,5,3930,0,3278,19.91,S,265,334,A
PROD030252,NOM_PROD30252,DES_PROD30252,3,2,122,1,2463,0,2115,16.46,S,115,146,A
PROD030253,NOM_PROD30253,DES_PROD30253,5,3,384,3,5366,0,4676,14.76,S,364,460,I
PROD030254,NOM_PROD30254,DES_PROD30254,1,2,33,2,3387,0,3026,11.96,S,31,39,I
PROD030255,NOM_PROD30255,DES_PROD30255,3,3,281,2,2584,0,2228,15.99,S,266,337,A
PROD030256,NOM_PROD30256,DES_PROD30256,5,2,179,3,3913,0,3277,19.42,N,170,214,A
PROD030257,NOM_PROD30257,DES_PROD30257,4,2,33,1,4827,0,4066,18.74,N,31,39,I
PROD030258,NOM_PROD30258,DES_PROD30258,5,3,336,2,2525,0,2155,17.18,N,319,403,A
PROD030259,NOM_PROD30259,DES_PROD30259,3,2,400,4,3978,0,3347,18.87,S,380,480,I
