codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado
PROD040028,NOM_PROD40028,DES_PROD40028,3,1,1,1,4647,0,4152,11.94,N,0,1,I
PROD040029,NOM_PROD40029,DES_PROD40029,1,3,77,5,4521,0,3912,15.58,N,73,92,I
PROD040030,NOM_PROD40030,DES_PROD40030,4,1,486,4,3947,0,3410,15.75,S,461,583,A
PROD040031,NOM_PROD40031,DES_PROD40031,5,3,345,4,3061,0,2671,14.61,S,327,414,I
PROD040032,NOM_PROD40032,DES_PROD40032,5,2,53,5,5368,0,4706,14.07,S,50,63,A
PROD040033,NOM_PROD40033,DES_PROD40033,5,3,55,5,2724,0,2468,10.39,S,52,66,I
PROD040034,NOM_PROD40034,DES_PROD40034,4,1,64,5,5860,0,4944,18.54,N,60,76,A
PROD040035,NOM_PROD40035,DES_PROD40035,3,2,244,1,5200,0,4595,13.18,N,231,292,I
PROD040036,NOM_PROD40036,DES_PROD40036,1,3,100,1,3249,0,2821,15.2,S,95,120,I
PROD040037,NOM_PROD40037,DES_PROD40037,1,3,299,3,4212,0,3748,12.39,N,284,358,I
PROD040038,NOM_PROD40038,DES_PROD40038,2,2,477,3,4475,0,3923,14.09,N,453,572,I
PROD040039,NOM_PROD40039,DES_PROD40039,5,2,236,2,3789,0,3251,16.57,N,224,283,I
PROD040040,NOM_PROD40040,DES_PROD40040,3,1,481,1,5589,0,4718,18.48,N,456,577,I
PROD040041,NOM_PROD40041,DES_PROD40041,2,2,443,3,4081,0,3560,14.64,N,420,531,I
PROD040042,NOM_PROD40042,DES_PROD40042,1,3,9,5,2604,0,2225,17.04,S,8,10,A
PROD040043,NOM_PROD40043,DES_PROD40043,2,2,349,5,4670,0,4089,14.23,S,331,418,I
PROD040044,NOM_PROD40044,DES_PROD40044,1,1,441,1,2448,0,2154,13.65,S,418,529,A
PROD040045,NOM_PROD40045,DES_PROD40045,2,3,393,2,2589,0,2346,10.37,S,373,471,A
PROD040046,NOM_PROD40046,DES_PROD40046,1,2,283,5,2976,0,2550,16.71,N,268,339,A
PROD040047,NOM_PROD40047,DES_PROD40047,2,1,242,4,3461,0,2977,16.28,N,229,290,I
PROD040048,NOM_PROD40048,DES_PROD40048,1,3,372,2,3654,0,3108,17.57,S,353,446,I
PROD040049,NOM_PROD40049,DES_PROD40049,4,3,95,3,4171,0,3630,14.92,S,90,114,I
PROD040050,NOM_PROD40050,DES_PROD40050,1,2,421,1,4407,0,3730,18.16,N,399,505,I
PROD040051,NOM_PROD40051,DES_PROD40051,4,1,344,3,4135,0,3556,16.31,S,326,412,A
PROD040052,NOM_PROD40052,DES_PROD40052,5,3,470,5,2998,0,2579,16.26,N,446,564,I
PROD040053,NOM_PROD40053,DES_PROD40053,2,3,470,4,4605,0,4186,10.03,N,446,564,I
PROD040054,NOM_PROD40054,DES_PROD40054,3,1,287,3,3298,0,2879,14.56,N,272,344,A
PROD040055,NOM_PROD40055,DES_PROD40055,4,3,179,1,3107,0,2642,17.63,S,170,214,A
PROD040056,NOM_PROD40056,DES_PROD40056,1,3,166,4,4071,0,3694,10.22,S,157,199,I
PROD040057,NOM_PROD40057,DES_PROD40057,1,2,364,4,3881,0,3433,13.07,S,345,436,I
PROD040058,NOM_PROD40058,DES_PROD40058,4,2,170,4,2948,0,2646,11.44,S,161,204,I
PROD040059,NOM_PROD40059,DES_PROD40059,5,2,266,4,3740,0,3399,10.05,N,252,319,A
PROD040060,NOM_PROD40060,DES_PROD40060,1,3,338,3,4693,0,4016,16.88,S,321,405,I
PROD040061,NOM_PROD40061,DES_PROD40061,3,2,371,4,2942,0,2627,12.0,S,352,445,A
PROD040062,NOM_PROD40062,DES_PROD40062,2,2,476,3,5252,0,4702,11.7,N,452,571,A
PROD040063,NOM_PROD40063,DES_PROD40063,5,3,380,1,3524,0,3186,10.63,S,361,456,A
PROD040064,NOM_PROD40064,DES_PROD40064,1,3,435,2,2863,0,2432,17.75,S,413,522,I
PROD040065,NOM_PROD40065,DES_PROD40065,3,1,211,1,5842,0,4880,19.72,N,200,253,I
PROD040066,NOM_PROD40066,DES_PROD40066,1,3,376,3,3405,0,3074,10.77,S,357,451,A
PROD040067,NOM_PROD40067,DES_PROD40067,1,2,103,4,3754,0,3359,11.77,S,97,123,I
PROD040068,NOM_PROD40068,DES_PROD40068,5,1,248,5,3948,0,3516,12.3,N,235,297,I
PROD040069,NOM_PROD40069,DES_PROD40069,1,1,338,2,3474,0,3022,14.97,N,321,405,I
PROD040070,NOM_PROD40070,DES_PROD40070,1,1,125,2,4445,0,3943,12.75,N,118,150,A
PROD040071,NOM_PROD40071,DES_PROD40071,1,2,167,4,5718,0,4990,14.59,N,158,200,A
PROD040072,NOM_PROD40072,DES_PROD40072,2,1,124,5,3992,0,3622,10.23,N,117,148,I
PROD040073,NOM_PROD40073,DES_PROD40073,2,2,429,5,2332,0,1947,19.82,S,407,514,I
PROD040074,NOM_PROD40074,DES_PROD40074,3,3,236,1,4283,0,3748,14.29,N,224,283,A
PROD040075,NOM_PROD40075,DES_PROD40075,2,1,94,4,4299,0,3906,10.08,S,89,112,A
PROD040076,NOM_PROD40076,DES_PROD40076,2,1,251,2,3211,0,2715,18.27,S,238,301,A
PROD040077,NOM_PROD40077,DES_PROD40077,2,3,371,5,3514,0,3060,14.85,N,352,445,A
PROD040078,NOM_PROD40078,DES_PROD40078,2,1,111,3,5657,0,4889,15.72,S,105,133,A
PROD040079,NOM_PROD40079,DES_PROD40079,1,2,417,3,4383,0,3831,14.41,N,396,500,I
PROD040080,NOM_PROD40080,DES_PROD40080,2,1,440,4,3025,0,2596,16.55,S,418,528,I
PROD040081,NOM_PROD40081,DES_PROD40081,1,3,201,1,3983,0,3387,17.62,S,190,241,A
PROD040082,NOM_PROD40082,DES_PROD40082,2,1,123,3,4508,0,4011,12.41,N,116,147,I
PROD040083,NOM_PROD40083,DES_PROD40083,4,3,165,4,4591,0,4039,13.68,S,156,198,A
PROD040084,NOM_PROD40084,DES_PROD40084,4,2,276,2,4589,0,4046,13.43,S,262,331,I
PROD040085,NOM_PROD40085,DES_PROD40085,3,2,314,4,3225,0,2719,18.64,N,298,376,A
PROD040086,NOM_PROD40086,DES_PROD40086,4,2,11,2,4997,0,4481,11.52,N,10,13,A
PROD040087,NOM_PROD40087,DES_PROD40087,2,1,122,5,3252,0,2824,15.18,S,115,146,A
PROD040088,NOM_PROD40088,DES_PROD40088,1,2,59,3,3377,0,2901,16.42,N,56,70,I
PROD040089,NOM_PROD40089,DES_PROD40089,1,3,322,5,5847,0,4923,18.78,N,305,386,A
PROD040090,NOM_PROD40090,DES_PROD40090,3,1,260,5,3002,0,2726,10.13,N,247,312,A
PROD040091,NOM_PROD40091,DES_PROD40091,4,3,382,1,3032,0,2757,10.0,N,362,458,I
PROD040092,NOM_PROD40092,DES_PROD40092,5,1,329,5,3273,0,2936,11.49,N,312,394,I
PROD040093,NOM_PROD40093,DES_PROD40093,3,3,138,2,3454,0,2920,18.3,N,131,165,A
PROD040094,NOM_PROD40094,DES_PROD40094,3,2,104,5,4239,0,3782,12.1,N,98,124,A
PROD040095,NOM_PROD40095,DES_PROD40095,5,1,96,1,2505,0,2157,16.14,S,91,115,A
PROD040096,NOM_PROD40096,DES_PROD40096,2,2,23,2,5016,0,4512,11.18,N,21,27,A
PROD040097,NOM_PROD40097,DES_PROD40097,5,1,470,2,4812,0,4319,11.43,S,446,564,A
PROD040098,NOM_PROD40098,DES_PROD40098,3,3,10,2,3204,0,2857,12.15,S,9,12,I
PROD040099,NOM_PROD40099,DES_PROD40099,2,2,34,2,2425,0,2078,16.74,S,32,40,I
PROD040100,NOM_PROD40100,DES_PROD40100,2,1,335,5,2461,0,2193,12.24,S,318,402,A
PROD040101,NOM_PROD40101,DES_PROD40101,2,2,320,1,4701,0,4215,11.55,S,304,384,I
PROD040102,NOM_PROD40102,DES_PROD40102,2,2,425,3,4230,0,3803,11.23,S,403,510,A
PROD040103,NOM_PROD40103,DES_PROD40103,5,3,94,1,2293,0,2011,14.05,N,89,112,A
PROD040104,NOM_PROD40104,DES_PROD40104,1,1,269,5,4819,0,4074,18.29,S,255,322,A
PROD040105,NOM_PROD40105,DES_PROD40105,3,3,21,4,4465,0,3766,18.57,N,19,25,A
PROD040106,NOM_PROD40106,DES_PROD40106,3,3,312,5,5523,0,4983,10.85,S,296,374,A
PROD040107,NOM_PROD40107,DES_PROD40107,1,3,440,5,2682,0,2259,18.75,N,418,528,I
PROD040108,NOM_PROD40108,DES_PROD40108,1,2,24,5,2217,0,1946,13.94,S,22,28,A
PROD040109,NOM_PROD40109,DES_PROD40109,4,1,98,2,4457,0,4017,10.96,N,93,117,I
PROD040110,NOM_PROD40110,DES_PROD40110,4,1,15,1,5103,0,4447,14.77,S,14,18,I
PROD040111,NOM_PROD40111,DES_PROD40111,2,1,194,1,3743,0,3240,15.53,S,184,232,A
PROD040112,NOM_PROD40112,DES_PROD40112,4,1,338,2,4517,0,3792,19.12,N,321,405,A
PROD040113,NOM_PROD40113,DES_PROD40113,5,1,151,1,3815,0,3301,15.6,S,143,181,I
PROD040114,NOM_PROD40114,DES_PROD40114,5,3,312,3,3016,0,2543,18.63,N,296,374,I
PROD040115,NOM_PROD40115,DES_PROD40115,5,1,483,5,5105,0,4499,13.49,S,458,579,A
PROD040116,NOM_PROD40116,DES_PROD40116,3,2,353,5,2298,0,2027,13.4,N,335,423,I
PROD040117,NOM_PROD40117,DES_PROD40117,4,3,335,5,2121,0,1923,10.3,N,318,402,I
PROD040118,NOM_PROD40118,DES_PROD40118,3,2,170,2,5371,0,4631,15.99,N,161,204,I
PROD040119,NOM_PROD40119,DES_PROD40119,3,2,474,4,5185,0,4361,18.9,S,450,568,A
PROD040120,NOM_PROD40120,DES_PROD40120,3,1,368,2,5297,0,4672,13.38,N,349,441,A
PROD040121,NOM_PROD40121,DES_PROD40121,5,2,30,3,5208,0,4717,10.41,S,28,36,I
PROD040122,NOM_PROD40122,DES_PROD40122,2,2,243,3,4780,0,4137,15.56,N,230,291,I
PROD040123,NOM_PROD40123,DES_PROD40123,1,3,8,2,4054,0,3515,15.36,S,7,9,I
PROD040124,NOM_PROD40124,DES_PROD40124,2,1,152,4,5514,0,4940,11.62,N,144,182,I
PROD040125,NOM_PROD40125,DES_PROD40125,1,2,277,5,5368,0,4824,11.28,S,263,332,A
PROD040126,NOM_PROD40126,DES_PROD40126,3,3,448,5,5077,0,4315,17.68,N,425,537,I
PROD040127,NOM_PROD40127,DES_PROD40127,3,1,356,4,2270,0,1947,16.6,N,338,427,A
PROD040128,NOM_PROD40128,DES_PROD40128,5,3,115,4,4952,0,4304,15.07,N,109,138,A
PROD040129,NOM_PROD40129,DES_PROD40129,4,3,331,4,3888,0,3527,10.26,N,314,397,I
PROD040130,NOM_PROD40130,DES_PROD40130,5,2,419,1,3960,0,3528,12.26,S,398,502,I
PROD040131,NOM_PROD40131,DES_PROD40131,1,3,260,5,5669,0,4893,15.87,S,247,312,A
PROD040132,NOM_PROD40132,DES_PROD40132,4,3,332,2,3119,0,2725,14.47,S,315,398,I
PROD040133,NOM_PROD40133,DES_PROD40133,2,3,128,4,4392,0,3758,16.88,N,121,153,A
PROD040134,NOM_PROD40134,DES_PROD40134,1,3,157,2,4082,0,3666,11.35,S,149,188,I
PROD040135,NOM_PROD40135,DES_PROD40135,5,1,340,1,4269,0,3703,15.31,S,323,408,A
PROD040136,NOM_PROD40136,DES_PROD40136,3,1,197,2,3986,0,3510,13.57,S,187,236,A
PROD040137,NOM_PROD40137,DES_PROD40137,5,2,223,5,4003,0,3405,17.59,S,211,267,A
PROD040138,NOM_PROD40138,DES_PROD40138,3,2,94,4,2330,0,2061,13.06,S,89,112,A
PROD040139,NOM_PROD40139,DES_PROD40139,2,1,323,3,4696,0,4118,14.05,N,306,387,A
PROD040140,NOM_PROD40140,DES_PROD40140,2,1,474,1,2747,0,2326,18.1,N,450,568,I
PROD040141,NOM_PROD40141,DES_PROD40141,5,1,119,4,4314,0,3822,12.88,N,113,142,I
PROD040142,NOM_PROD40142,DES_PROD40142,5,2,475,5,4062,0,3470,17.07,N,451,570,I
PROD040143,NOM_PROD40143,DES_PROD40143,4,2,124,3,4466,0,4014,11.27,S,117,148,A
PROD040144,NOM_PROD40144,DES_PROD40144,4,2,484,2,5802,0,4863,19.31,S,459,580,I
PROD040145,NOM_PROD40145,DES_PROD40145,1,2,420,3,3987,0,3401,17.25,N,399,504,A
PROD040146,NOM_PROD40146,DES_PROD40146,5,1,117,3,4953,0,4190,18.23,N,111,140,A
PROD040147,NOM_PROD40147,DES_PROD40147,2,2,177,2,2522,0,2211,14.09,S,168,212,A
PROD040148,NOM_PROD40148,DES_PROD40148,2,3,414,2,2583,0,2233,15.71,N,393,496,I
PROD040149,NOM_PROD40149,DES_PROD40149,5,3,190,2,4104,0,3496,17.4,N,180,228,I
PROD040150,NOM_PROD40150,DES_PROD40150,2,1,290,3,2572,0,2253,14.18,N,275,348,A
PROD040151,NOM_PROD40151,DES_PROD40151,4,2,56,4,5168,0,4435,16.55,S,53,67,I
PROD040152,NOM_PROD40152,DES_PROD40152,2,2,3,4,5476,0,4761,15.03,S,2,3,I
PROD040153,NOM_PROD40153,DES_PROD40153,3,3,43,4,2997,0,2561,17.03,N,40,51,I
PROD040154,NOM_PROD40154,DES_PROD40154,5,2,92,1,4276,0,3598,18.87,S,87,110,I
PROD040155,NOM_PROD40155,DES_PROD40155,5,3,274,5,2809,0,2462,14.1,N,260,328,A
PROD040156,NOM_PROD40156,DES_PROD40156,2,1,10,1,4358,0,3934,10.79,N,9,12,A
PROD040157,NOM_PROD40157,DES_PROD40157,3,2,285,1,4497,0,3914,14.91,S,270,342,I
PROD040158,NOM_PROD40158,DES_PROD40158,1,2,331,1,4245,0,3673,15.58,N,314,397,A
PROD040159,NOM_PROD40159,DES_PROD40159,4,1,120,1,2735,0,2326,17.6,N,114,144,I
PROD040160,NOM_PROD40160,DES_PROD40160,3,2,101,1,2430,0,2072,17.28,N,95,121,I
PROD040161,NOM_PROD40161,DES_PROD40161,3,2,86,1,3371,0,2973,13.39,N,81,103,I
PROD040162,NOM_PROD40162,DES_PROD40162,1,2,469,2,4564,0,4003,14.02,S,445,562,I
PROD040163,NOM_PROD40163,DES_PROD40163,3,2,464,1,5112,0,4297,18.98,N,440,556,I
PROD040164,NOM_PROD40164,DES_PROD40164,1,2,247,4,5740,0,4896,17.25,S,234,296,A
PROD040165,NOM_PROD40165,DES_PROD40165,1,1,240,4,5401,0,4547,18.79,N,228,288,A
PROD040166,NOM_PROD40166,DES_PROD40166,5,3,210,4,4077,0,3419,19.27,N,199,252,I
PROD040167,NOM_PROD40167,DES_PROD40167,2,2,203,1,5713,0,4938,15.7,S,192,243,A
PROD040168,NOM_PROD40168,DES_PROD40168,2,1,192,3,2491,0,2264,10.05,S,182,230,A
PROD040169,NOM_PROD40169,DES_PROD40169,4,3,188,3,4000,0,3487,14.74,N,178,225,A
PROD040170,NOM_PROD40170,DES_PROD40170,1,1,199,2,3464,0,3006,15.24,S,189,238,A
PROD040171,NOM_PROD40171,DES_PROD40171,3,1,153,5,4217,0,3559,18.51,N,145,183,I
PROD040172,NOM_PROD40172,DES_PROD40172,5,2,77,3,2701,0,2299,17.51,N,73,92,I
PROD040173,NOM_PROD40173,DES_PROD40173,3,2,13,1,3014,0,2581,16.78,N,12,15,I
PROD040174,NOM_PROD40174,DES_PROD40174,3,2,108,5,5128,0,4458,15.04,N,102,129,I
PROD040175,NOM_PROD40175,DES_PROD40175,5,3,355,3,5292,0,4443,19.13,N,337,426,A
PROD040176,NOM_PROD40176,DES_PROD40176,4,1,444,5,4825,0,4054,19.03,N,421,532,A
PROD040177,NOM_PROD40177,DES_PROD40177,2,2,141,5,2533,0,2300,10.14,S,133,169,A
PROD040178,NOM_PROD40178,DES_PROD40178,1,2,155,4,5128,0,4606,11.35,N,147,186,I
PROD040179,NOM_PROD40179,DES_PROD40179,4,1,141,1,5194,0,4548,14.22,N,133,169,A
PROD040180,NOM_PROD40180,DES_PROD40180,2,1,144,4,3699,0,3188,16.04,S,136,172,I
PROD040181,NOM_PROD40181,DES_PROD40181,1,2,213,4,4080,0,3609,13.06,S,202,255,A
PROD040182,NOM_PROD40182,DES_PROD40182,5,2,194,5,3065,0,2573,19.15,N,184,232,A
PROD040183,NOM_PROD40183,DES_PROD40183,1,2,296,2,2217,0,1983,11.81,N,281,355,A
PROD040184,NOM_PROD40184,DES_PROD40184,2,1,267,1,3956,0,3561,11.12,S,253,320,A
PROD040185,NOM_PROD40185,DES_PROD40185,1,3,178,5,4079,0,3461,17.88,S,169,213,I
PROD040186,NOM_PROD40186,DES_PROD40186,3,1,400,2,3317,0,2899,14.43,S,380,480,A
PROD040187,NOM_PROD40187,DES_PROD40187,3,1,416,4,4167,0,3691,12.91,N,395,499,I
PROD040188,NOM_PROD40188,DES_PROD40188,1,3,285,5,4634,0,3987,16.24,S,270,342,I
PROD040189,NOM_PROD40189,DES_PROD40189,1,2,272,4,3032,0,2675,13.35,S,258,326,A
PROD040190,NOM_PROD40190,DES_PROD40190,5,2,129,1,3472,0,3117,11.42,S,122,154,I
PROD040191,NOM_PROD40191,DES_PROD40191,4,3,287,4,3230,0,2822,14.47,N,272,344,I
PROD040192,NOM_PROD40192,DES_PROD40192,5,2,419,5,5583,0,4685,19.17,S,398,502,I
PROD040193,NOM_PROD40193,DES_PROD40193,1,1,243,2,2880,0,2477,16.28,S,230,291,A
PROD040194,NOM_PROD40194,DES_PROD40194,1,2,211,3,5119,0,4373,17.07,S,200,253,I
PROD040195,NOM_PROD40195,DES_PROD40195,2,1,121,4,3526,0,3124,12.9,N,114,145,I
PROD040196,NOM_PROD40196,DES_PROD40196,3,1,227,5,5320,0,4560,16.67,N,215,272,A
PROD040197,NOM_PROD40197,DES_PROD40197,1,3,381,5,2842,0,2468,15.19,S,361,457,A
PROD040198,NOM_PROD40198,DES_PROD40198,5,1,80,3,3017,0,2718,11.01,N,76,96,A
PROD040199,NOM_PROD40199,DES_PROD40199,1,2,153,1,5056,0,4483,12.79,S,145,183,A
PROD040200,NOM_PROD40200,DES_PROD40200,4,3,215,5,4935,0,4284,15.21,S,204,258,I
PROD040201,NOM_PROD40201,DES_PROD40201,4,2,381,3,5468,0,4837,13.06,N,361,457,I
PROD040202,NOM_PROD40202,DES_PROD40202,5,1,232,2,3892,0,3310,17.61,N,220,278,A
PROD040203,NOM_PROD40203,DES_PROD40203,5,2,76,4,3061,0,2741,11.69,N,72,91,I
PROD040204,NOM_PROD40204,DES_PROD40204,3,3,348,4,2594,0,2355,10.17,N,330,417,I
PROD040205,NOM_PROD40205,DES_PROD40205,5,1,216,2,3660,0,3076,18.99,S,205,259,A
PROD040206,NOM_PROD40206,DES_PROD40206,4,3,420,5,3243,0,2926,10.86,S,399,504,A
PROD040207,NOM_PROD40207,DES_PROD40207,1,2,93,2,3534,0,3021,17.0,N,88,111,I
PROD040208,NOM_PROD40208,DES_PROD40208,4,1,52,5,3272,0,2902,12.77,S,49,62,A
PROD040209,NOM_PROD40209,DES_PROD40209,4,2,226,1,3593,0,3171,13.33,N,214,271,A
PROD040210,NOM_PROD40210,DES_PROD40210,4,1,36,5,2239,0,1968,13.78,N,34,43,I
PROD040211,NOM_PROD40211,DES_PROD40211,4,2,396,1,5642,0,4853,16.27,N,376,475,A
PROD040212,NOM_PROD40212,DES_PROD40212,2,3,168,5,3221,0,2904,10.95,S,159,201,I
PROD040213,NOM_PROD40213,DES_PROD40213,4,2,181,5,2962,0,2679,10.58,S,171,217,I
PROD040214,NOM_PROD40214,DES_PROD40214,1,2,428,5,4285,0,3779,13.39,N,406,513,A
PROD040215,NOM_PROD40215,DES_PROD40215,4,3,14,5,3321,0,2850,16.54,N,13,16,I
PROD040216,NOM_PROD40216,DES_PROD40216,4,1,153,5,3513,0,2930,19.92,S,145,183,I
PROD040217,NOM_PROD40217,DES_PROD40217,1,1,153,3,4876,0,4124,18.24,N,145,183,A
PROD040218,NOM_PROD40218,DES_PROD40218,3,1,414,4,2527,0,2205,14.63,N,393,496,A
PROD040219,NOM_PROD40219,DES_PROD40219,4,2,84,5,3428,0,3017,13.64,S,79,100,I
PROD040220,NOM_PROD40220,DES_PROD40220,4,3,365,4,4806,0,4297,11.85,N,346,438,A
PROD040221,NOM_PROD40221,DES_PROD40221,4,3,95,5,3692,0,3180,16.11,N,90,114,I
PROD040222,NOM_PROD40222,DES_PROD40222,1,1,28,2,4060,0,3446,17.83,S,26,33,I
PROD040223,NOM_PROD40223,DES_PROD40223,3,1,406,5,3429,0,2888,18.75,S,385,487,I
PROD040224,NOM_PROD40224,DES_PROD40224,1,2,85,3,5260,0,4472,17.63,N,80,102,I
PROD040225,NOM_PROD40225,DES_PROD40225,5,1,392,3,4349,0,3688,17.95,N,372,470,I
PROD040226,NOM_PROD40226,DES_PROD40226,1,2,312,1,5241,0,4470,17.26,N,296,374,A
PROD040227,NOM_PROD40227,DES_PROD40227,2,3,198,2,4740,0,3984,18.99,N,188,237,I
PROD040228,NOM_PROD40228,DES_PROD40228,3,2,68,1,3729,0,3173,17.53,S,64,81,A
PROD040229,NOM_PROD40229,DES_PROD40229,4,3,273,5,2888,0,2622,10.18,S,259,327,I
PROD040230,NOM_PROD40230,DES_PROD40230,4,3,91,4,4883,0,4227,15.52,S,86,109,I
PROD040231,NOM_PROD40231,DES_PROD40231,1,1,417,2,5283,0,4613,14.53,N,396,500,A
PROD040232,NOM_PROD40232,DES_PROD40232,4,2,354,2,3876,0,3254,19.12,N,336,424,I
PROD040233,NOM_PROD40233,DES_PROD40233,2,2,164,3,4002,0,3481,14.97,S,155,196,A
PROD040234,NOM_PROD40234,DES_PROD40234,4,1,377,2,5400,0,4829,11.84,N,358,452,A
PROD040235,NOM_PROD40235,DES_PROD40235,1,1,169,4,2926,0,2597,12.7,N,160,202,I
PROD040236,NOM_PROD40236,DES_PROD40236,5,3,384,5,3103,0,2608,19.01,N,364,460,A
PROD040237,NOM_PROD40237,DES_PROD40237,3,1,436,4,2719,0,2301,18.2,S,414,523,A
PROD040238,NOM_PROD40238,DES_PROD40238,1,2,351,3,3050,0,2715,12.37,N,333,421,I
PROD040239,NOM_PROD40239,DES_PROD40239,1,1,339,2,3995,0,3552,12.48,S,322,406,A
PROD040240,NOM_PROD40240,DES_PROD40240,4,3,317,3,2995,0,2551,17.44,S,301,380,I
PROD040241,NOM_PROD40241,DES_PROD40241,4,1,2,5,4230,0,3842,10.1,S,1,2,I
PROD040242,NOM_PROD40242,DES_PROD40242,1,2,485,5,3423,0,2913,17.51,S,460,582,A
PROD040243,NOM_PROD40243,DES_PROD40243,4,3,336,2,2354,0,2087,12.84,S,319,403,A
PROD040244,NOM_PROD40244,DES_PROD40244,5,1,137,4,5123,0,4480,14.36,N,130,164,I
PROD040245,NOM_PROD40245,DES_PROD40245,3,2,286,2,3151,0,2674,17.87,N,271,343,I
PROD040246,NOM_PROD40246,DES_PROD40246,3,1,163,1,3739,0,3389,10.34,S,154,195,A
PROD040247,NOM_PROD40247,DES_PROD40247,5,2,63,3,5154,0,4618,11.62,N,59,75,A
PROD040248,NOM_PROD40248,DES_PROD40248,5,2,307,1,2418,0,2176,11.16,N,291,368,A
PROD040249,NOM_PROD40249,DES_PROD40249,3,3,276,5,4520,0,3839,17.76,S,262,331,I
PROD040250,NOM_PROD40250,DES_PROD40250,1,2,399,3,4496,0,4018,11.9,S,379,478,A
PROD040251,NOM_PROD40251,DES_PROD40251,1,1,458,3,2117,0,1893,11.85,N,435,549,I
PROD040252,NOM_PROD40252,DES_PROD40252,3,1,225,2,3845,0,3461,11.1,N,213,270,A
PROD040253,NOM_PROD40253,DES_PROD40253,2,3,314,4,3016,0,2561,17.79,S,298,376,A
PROD040254,NOM_PROD40254,DES_PROD40254,4,1,312,4,4364,0,3833,13.87,N,296,374,A
PROD040255,NOM_PROD40255,DES_PROD40255,1,1,277,4,2170,0,1901,14.16,S,263,332,I
PROD040256,NOM_PROD40256,DES_PROD40256,4,1,396,4,4752,0,4138,14.84,N,376,475,I
PROD040257,NOM_PROD40257,DES_PROD40257,3,1,482,5,4082,0,3651,11.81,N,457,578,I
PROD040258,NOM_PROD40258,DES_PROD40258,3,1,202,2,3379,0,2841,18.95,N,191,242,A
PROD040259,NOM_PROD40259,DES_PROD40259,2,2,160,3,4439,0,3867,14.81,S,152,192,I
