codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado,detalle_error
PROD020055,NOM_PROD20055,DES_PROD20055,5,3,163,4,3614,0,3195,13.14,S,154,195,I,"categoria no existe (id: 5)"
PROD020056,NOM_PROD20056,DES_PROD20056,4,2,24,1,3013,0,2542,18.55,N,22,28,I,"categoria no existe (id: 4)"
PROD020065,NOM_PROD20065,DES_PROD20065,5,2,269,4,4851,0,4384,10.67,N,255,322,I,"categoria no existe (id: 5)"
PROD020070,NOM_PROD20070,DES_PROD20070,4,1,223,4,2868,0,2465,16.35,N,211,267,I,"categoria no existe (id: 4)"
PROD020076,NOM_PROD20076,DES_PROD20076,5,1,402,2,4666,0,3891,19.94,N,381,482,A,"categoria no existe (id: 5)"
PROD020079,NOM_PROD20079,DES_PROD20079,5,3,207,2,4078,0,3535,15.37,S,196,248,I,"categoria no existe (id: 5)"
PROD020082,NOM_PROD20082,DES_PROD20082,5,2,385,2,3948,0,3548,11.29,S,365,462,A,"categoria no existe (id: 5)"
PROD020084,NOM_PROD20084,DES_PROD20084,4,1,319,3,3453,0,3033,13.85,N,303,382,I,"categoria no existe (id: 4)"
PROD020088,NOM_PROD20088,DES_PROD20088,5,3,371,2,5273,0,4608,14.45,S,352,445,A,"categoria no existe (id: 5)"
PROD020090,NOM_PROD20090,DES_PROD20090,4,1,107,5,3503,0,3026,15.77,N,101,128,A,"categoria no existe (id: 4)"
PROD020093,NOM_PROD20093,DES_PROD20093,5,2,364,3,5293,0,4552,16.28,S,345,436,I,"categoria no existe (id: 5)"
PROD020095,NOM_PROD20095,DES_PROD20095,5,2,287,1,5059,0,4340,16.58,N,272,344,I,"categoria no existe (id: 5)"
PROD020096,NOM_PROD20096,DES_PROD20096,4,3,454,3,2328,0,2064,12.81,S,431,544,I,"categoria no existe (id: 4)"
PROD020097,NOM_PROD20097,DES_PROD20097,5,1,460,2,2462,0,2104,17.03,N,437,552,A,"categoria no existe (id: 5)"
PROD020102,NOM_PROD20102,DES_PROD20102,4,3,395,4,4143,0,3518,17.79,N,375,474,A,"categoria no existe (id: 4)"
PROD020104,NOM_PROD20104,DES_PROD20104,5,1,367,2,4361,0,3825,14.03,S,348,440,I,"categoria no existe (id: 5)"
PROD020107,NOM_PROD20107,DES_PROD20107,5,1,418,1,2710,0,2417,12.15,N,397,501,A,"categoria no existe (id: 5)"
PROD020110,NOM_PROD20110,DES_PROD20110,5,3,138,1,5251,0,4555,15.3,S,131,165,I,"categoria no existe (id: 5)"
PROD020112,NOM_PROD20112,DES_PROD20112,4,2,123,2,3811,0,3337,14.21,N,116,147,I,"categoria no existe (id: 4)"
PROD020114,NOM_PROD20114,DES_PROD20114,5,3,360,3,3516,0,3141,11.94,N,342,432,A,"categoria no existe (id: 5)"
PROD020115,NOM_PROD20115,DES_PROD20115,5,1,274,2,2498,0,2250,11.06,S,260,328,I,"categoria no existe (id: 5)"
PROD020117,NOM_PROD20117,DES_PROD20117,5,2,393,3,3570,0,3055,16.87,N,373,471,I,"categoria no existe (id: 5)"
PROD020121,NOM_PROD20121,DES_PROD20121,5,1,163,1,3951,0,3398,16.29,N,154,195,A,"categoria no existe (id: 5)"
PROD020122,NOM_PROD20122,DES_PROD20122,4,2,353,2,2773,0,2464,12.57,N,335,423,A,"categoria no existe (id: 4)"
PROD020125,NOM_PROD20125,DES_PROD20125,4,3,415,3,3416,0,3090,10.57,S,394,498,A,"categoria no existe (id: 4)"
PROD020127,NOM_PROD20127,DES_PROD20127,4,3,372,4,2702,0,2455,10.1,S,353,446,I,"categoria no existe (id: 4)"
PROD020128,NOM_PROD20128,DES_PROD20128,5,1,300,1,4065,0,3693,10.1,S,285,360,I,"categoria no existe (id: 5)"
PROD020131,NOM_PROD20131,DES_PROD20131,4,1,192,3,2824,0,2517,12.23,N,182,230,A,"categoria no existe (id: 4)"
PROD020132,NOM_PROD20132,DES_PROD20132,5,1,74,5,2690,0,2402,12.0,S,70,88,A,"categoria no existe (id: 5)"
PROD020138,NOM_PROD20138,DES_PROD20138,4,1,344,1,3840,0,3437,11.74,S,326,412,I,"categoria no existe (id: 4)"
PROD020140,NOM_PROD20140,DES_PROD20140,5,3,35,3,4648,0,4084,13.83,S,33,42,I,"categoria no existe (id: 5)"
PROD020142,NOM_PROD20142,DES_PROD20142,4,1,444,5,2821,0,2388,18.17,S,421,532,A,"categoria no existe (id: 4)"
PROD020146,NOM_PROD20146,DES_PROD20146,4,3,67,4,3441,0,2964,16.12,S,63,80,I,"categoria no existe (id: 4)"
PROD020149,NOM_PROD20149,DES_PROD20149,5,2,42,2,2594,0,2245,15.56,S,39,50,A,"categoria no existe (id: 5)"
PROD020150,NOM_PROD20150,DES_PROD20150,5,3,233,2,3292,0,2857,15.25,S,221,279,A,"categoria no existe (id: 5)"
PROD020151,NOM_PROD20151,DES_PROD20151,5,1,14,5,4081,0,3602,13.31,S,13,16,I,"categoria no existe (id: 5)"
PROD020158,NOM_PROD20158,DES_PROD20158,4,3,500,4,3825,0,3467,10.34,S,475,600,I,"categoria no existe (id: 4)"
PROD020160,NOM_PROD20160,DES_PROD20160,5,2,499,5,4005,0,3598,11.32,N,474,598,A,"categoria no existe (id: 5)"
PROD020166,NOM_PROD20166,DES_PROD20166,5,2,445,5,3485,0,2975,17.16,S,422,534,I,"categoria no existe (id: 5)"
PROD020171,NOM_PROD20171,DES_PROD20171,5,2,282,2,2805,0,2373,18.21,S,267,338,A,"categoria no existe (id: 5)"
PROD020172,NOM_PROD20172,DES_PROD20172,4,2,404,3,5526,0,4800,15.14,S,383,484,I,"categoria no existe (id: 4)"
PROD020173,NOM_PROD20173,DES_PROD20173,5,3,19,2,2825,0,2414,17.06,N,18,22,I,"categoria no existe (id: 5)"
PROD020174,NOM_PROD20174,DES_PROD20174,5,1,452,4,3906,0,3393,15.12,S,429,542,I,"categoria no existe (id: 5)"
PROD020175,NOM_PROD20175,DES_PROD20175,5,1,401,5,2223,0,1986,11.98,N,380,481,A,"categoria no existe (id: 5)"
PROD020178,NOM_PROD20178,DES_PROD20178,5,3,199,1,4864,0,4251,14.43,N,189,238,A,"categoria no existe (id: 5)"
PROD020179,NOM_PROD20179,DES_PROD20179,5,2,263,5,4341,0,3867,12.27,N,249,315,A,"categoria no existe (id: 5)"
PROD020180,NOM_PROD20180,DES_PROD20180,5,3,96,2,2969,0,2699,10.01,N,91,115,A,"categoria no existe (id: 5)"
PROD020181,NOM_PROD20181,DES_PROD20181,5,2,374,2,2515,0,2100,19.8,N,355,448,I,"categoria no existe (id: 5)"
PROD020183,NOM_PROD20183,DES_PROD20183,4,3,4,5,2527,0,2117,19.39,N,3,4,I,"categoria no existe (id: 4)"
PROD020185,NOM_PROD20185,DES_PROD20185,4,3,172,5,4908,0,4165,17.85,N,163,206,I,"categoria no existe (id: 4)"
PROD020186,NOM_PROD20186,DES_PROD20186,4,3,359,4,3773,0,3233,16.72,S,341,430,I,"categoria no existe (id: 4)"
PROD020190,NOM_PROD20190,DES_PROD20190,5,2,348,3,3018,0,2541,18.81,N,330,417,A,"categoria no existe (id: 5)"
PROD020198,NOM_PROD20198,DES_PROD20198,5,1,205,3,2816,0,2377,18.48,N,194,246,I,"categoria no existe (id: 5)"
PROD020200,NOM_PROD20200,DES_PROD20200,5,3,275,3,3372,0,2857,18.06,N,261,330,I,"categoria no existe (id: 5)"
PROD020209,NOM_PROD20209,DES_PROD20209,4,2,46,2,5371,0,4664,15.18,S,43,55,A,"categoria no existe (id: 4)"
PROD020210,NOM_PROD20210,DES_PROD20210,5,3,193,5,4275,0,3612,18.37,N,183,231,I,"categoria no existe (id: 5)"
PROD020212,NOM_PROD20212,DES_PROD20212,5,3,108,4,5955,0,4987,19.42,S,102,129,I,"categoria no existe (id: 5)"
PROD020219,NOM_PROD20219,DES_PROD20219,5,1,113,3,4751,0,4024,18.07,S,107,135,A,"categoria no existe (id: 5)"
PROD020221,NOM_PROD20221,DES_PROD20221,4,2,27,1,5092,0,4248,19.89,N,25,32,I,"categoria no existe (id: 4)"
PROD020224,NOM_PROD20224,DES_PROD20224,5,1,48,4,3621,0,3053,18.62,N,45,57,I,"categoria no existe (id: 5)"
PROD020227,NOM_PROD20227,DES_PROD20227,5,1,122,4,5343,0,4512,18.42,S,115,146,A,"categoria no existe (id: 5)"
PROD020229,NOM_PROD20229,DES_PROD20229,4,1,12,2,3780,0,3254,16.17,S,11,14,I,"categoria no existe (id: 4)"
PROD020231,NOM_PROD20231,DES_PROD20231,4,1,435,5,3373,0,2959,14.02,N,413,522,A,"categoria no existe (id: 4)"
PROD020233,NOM_PROD20233,DES_PROD20233,5,1,285,3,4408,0,3783,16.54,N,270,342,A,"categoria no existe (id: 5)"
PROD020234,NOM_PROD20234,DES_PROD20234,4,1,37,4,5209,0,4716,10.46,N,35,44,I,"categoria no existe (id: 4)"
PROD020235,NOM_PROD20235,DES_PROD20235,5,3,356,3,4611,0,4161,10.82,S,338,427,A,"categoria no existe (id: 5)"
PROD020236,NOM_PROD20236,DES_PROD20236,4,3,233,2,2794,0,2483,12.55,S,221,279,A,"categoria no existe (id: 4)"
PROD020246,NOM_PROD20246,DES_PROD20246,4,1,60,5,2907,0,2591,12.23,S,57,72,A,"categoria no existe (id: 4)"
PROD020249,NOM_PROD20249,DES_PROD20249,4,3,43,1,4453,0,3719,19.75,S,40,51,A,"categoria no existe (id: 4)"
PROD020251,NOM_PROD20251,DES_PROD20251,5,1,392,2,3171,0,2806,13.04,S,372,470,I,"categoria no existe (id: 5)"
PROD020252,NOM_PROD20252,DES_PROD20252,4,2,147,1,4895,0,4281,14.35,N,139,176,I,"categoria no existe (id: 4)"
PROD020255,NOM_PROD20255,DES_PROD20255,5,1,495,5,5484,0,4977,10.19,S,470,594,I,"categoria no existe (id: 5)"
PROD020256,NOM_PROD20256,DES_PROD20256,5,1,402,2,4286,0,3891,10.17,N,381,482,A,"categoria no existe (id: 5)"
PROD020257,NOM_PROD20257,DES_PROD20257,4,3,180,1,2521,0,2104,19.86,N,171,216,A,"categoria no existe (id: 4)"
PROD020259,NOM_PROD20259,DES_PROD20259,4,1,74,1,3016,0,2704,11.56,N,70,88,A,"categoria no existe (id: 4)"
PROD020261,NOM_PROD20261,DES_PROD20261,5,2,28,1,4993,0,4383,13.92,S,26,33,A,"categoria no existe (id: 5)"
PROD020262,NOM_PROD20262,DES_PROD20262,5,2,420,4,5620,0,4783,17.5,S,399,504,I,"categoria no existe (id: 5)"
PROD020265,NOM_PROD20265,DES_PROD20265,4,2,424,2,4666,0,3953,18.04,N,402,508,A,"categoria no existe (id: 4)"
PROD020266,NOM_PROD20266,DES_PROD20266,4,1,363,2,5339,0,4583,16.5,N,344,435,I,"categoria no existe (id: 4)"
PROD020267,NOM_PROD20267,DES_PROD20267,4,1,65,2,4709,0,4162,13.15,N,61,78,I,"categoria no existe (id: 4)"
PROD020268,NOM_PROD20268,DES_PROD20268,4,1,161,4,2326,0,2105,10.5,S,152,193,A,"categoria no existe (id: 4)"
PROD020269,NOM_PROD20269,DES_PROD20269,5,2,310,4,3830,0,3300,16.07,S,294,372,I,"categoria no existe (id: 5)"
PROD020270,NOM_PROD20270,DES_PROD20270,5,3,417,4,3856,0,3246,18.81,S,396,500,I,"categoria no existe (id: 5)"
PROD020272,NOM_PROD20272,DES_PROD20272,5,3,174,1,5048,0,4277,18.03,N,165,208,I,"categoria no existe (id: 5)"
PROD020273,NOM_PROD20273,DES_PROD20273,5,2,464,4,3818,0,3234,18.08,N,440,556,I,"categoria no existe (id: 5)"
PROD020274,NOM_PROD20274,DES_PROD20274,5,2,439,1,2653,0,2293,15.7,S,417,526,A,"categoria no existe (id: 5)"
PROD020275,NOM_PROD20275,DES_PROD20275,4,1,113,5,4824,0,4188,15.21,N,107,135,A,"categoria no existe (id: 4)"
PROD020278,NOM_PROD20278,DES_PROD20278,5,3,467,1,2931,0,2564,14.34,N,443,560,I,"categoria no existe (id: 5)"
PROD020279,NOM_PROD20279,DES_PROD20279,4,3,236,1,4272,0,3851,10.94,N,224,283,A,"categoria no existe (id: 4)"
PROD020280,NOM_PROD20280,DES_PROD20280,4,2,111,4,2623,0,2380,10.23,S,105,133,I,"categoria no existe (id: 4)"
PROD020285,NOM_PROD20285,DES_PROD20285,5,1,248,1,4536,0,3985,13.84,S,235,297,I,"categoria no existe (id: 5)"
PROD020286,NOM_PROD20286,DES_PROD20286,5,2,431,1,5327,0,4548,17.14,N,409,517,I,"categoria no existe (id: 5)"
PROD020288,NOM_PROD20288,DES_PROD20288,4,1,70,1,3520,0,2966,18.68,N,66,84,A,"categoria no existe (id: 4)"
PROD020299,NOM_PROD20299,DES_PROD20299,5,3,199,3,3900,0,3519,10.85,S,189,238,I,"categoria no existe (id: 5)"
PROD020302,NOM_PROD20302,DES_PROD20302,4,3,36,1,2164,0,1968,10.0,S,34,43,A,"categoria no existe (id: 4)"
PROD020303,NOM_PROD20303,DES_PROD20303,5,2,294,4,2768,0,2337,18.47,S,279,352,A,"categoria no existe (id: 5)"
PROD020305,NOM_PROD20305,DES_PROD20305,5,1,191,5,4380,0,3828,14.43,N,181,229,I,"categoria no existe (id: 5)"
PROD020306,NOM_PROD20306,DES_PROD20306,5,2,266,1,3201,0,2812,13.85,S,252,319,I,"categoria no existe (id: 5)"
PROD020310,NOM_PROD20310,DES_PROD20310,5,3,261,3,5514,0,4843,13.86,S,247,313,I,"categoria no existe (id: 5)"
PROD020313,NOM_PROD20313,DES_PROD20313,5,1,57,4,3947,0,3426,15.22,S,54,68,A,"categoria no existe (id: 5)"
PROD020316,NOM_PROD20316,DES_PROD20316,5,3,398,4,3209,0,2681,19.71,S,378,477,A,"categoria no existe (id: 5)"
PROD020318,NOM_PROD20318,DES_PROD20318,4,2,316,1,3717,0,3292,12.93,N,300,379,A,"categoria no existe (id: 4)"
PROD020319,NOM_PROD20319,DES_PROD20319,4,1,445,4,3680,0,3294,11.74,S,422,534,A,"categoria no existe (id: 4)"
PROD020326,NOM_PROD20326,DES_PROD20326,4,2,97,3,3423,0,3039,12.65,N,92,116,A,"categoria no existe (id: 4)"
PROD020327,NOM_PROD20327,DES_PROD20327,4,2,43,4,4394,0,3667,19.84,S,40,51,A,"categoria no existe (id: 4)"
PROD020328,NOM_PROD20328,DES_PROD20328,4,1,301,3,5054,0,4292,17.77,S,285,361,A,"categoria no existe (id: 4)"
PROD020330,NOM_PROD20330,DES_PROD20330,4,3,14,3,4946,0,4223,17.14,N,13,16,A,"categoria no existe (id: 4)"
PROD020334,NOM_PROD20334,DES_PROD20334,4,2,464,1,3765,0,3162,19.09,N,440,556,I,"categoria no existe (id: 4)"
PROD020339,NOM_PROD20339,DES_PROD20339,5,3,78,3,4921,0,4157,18.39,N,74,93,A,"categoria no existe (id: 5)"
PROD020340,NOM_PROD20340,DES_PROD20340,5,3,216,3,4215,0,3650,15.5,S,205,259,A,"categoria no existe (id: 5)"
PROD020343,NOM_PROD20343,DES_PROD20343,4,2,278,2,4087,0,3525,15.96,N,264,333,I,"categoria no existe (id: 4)"
PROD020348,NOM_PROD20348,DES_PROD20348,5,1,452,3,2312,0,1974,17.16,S,429,542,A,"categoria no existe (id: 5)"
PROD020349,NOM_PROD20349,DES_PROD20349,5,1,45,2,5383,0,4806,12.02,N,42,54,I,"categoria no existe (id: 5)"
PROD020350,NOM_PROD20350,DES_PROD20350,4,1,426,3,3834,0,3383,13.36,N,404,511,A,"categoria no existe (id: 4)"
PROD020352,NOM_PROD20352,DES_PROD20352,5,1,166,3,2374,0,2107,12.68,S,157,199,I,"categoria no existe (id: 5)"
PROD020353,NOM_PROD20353,DES_PROD20353,4,3,232,3,5682,0,4743,19.81,S,220,278,A,"categoria no existe (id: 4)"
PROD020356,NOM_PROD20356,DES_PROD20356,4,1,420,1,2838,0,2562,10.81,S,399,504,A,"categoria no existe (id: 4)"
PROD020357,NOM_PROD20357,DES_PROD20357,5,1,118,2,4136,0,3554,16.4,S,112,141,I,"categoria no existe (id: 5)"
PROD020358,NOM_PROD20358,DES_PROD20358,5,3,115,2,4233,0,3730,13.5,S,109,138,I,"categoria no existe (id: 5)"
PROD020360,NOM_PROD20360,DES_PROD20360,4,1,329,4,4024,0,3392,18.66,N,312,394,A,"categoria no existe (id: 4)"
PROD020361,NOM_PROD20361,DES_PROD20361,4,1,300,5,4631,0,4072,13.75,N,285,360,I,"categoria no existe (id: 4)"
PROD020363,NOM_PROD20363,DES_PROD20363,5,1,421,2,4679,0,4251,10.09,N,399,505,A,"categoria no existe (id: 5)"
PROD020364,NOM_PROD20364,DES_PROD20364,4,2,431,2,3359,0,2874,16.89,N,409,517,A,"categoria no existe (id: 4)"
PROD020365,NOM_PROD20365,DES_PROD20365,5,1,197,1,4015,0,3442,16.65,S,187,236,A,"categoria no existe (id: 5)"
PROD020372,NOM_PROD20372,DES_PROD20372,4,3,192,1,4307,0,3745,15.01,S,182,230,A,"categoria no existe (id: 4)"
PROD020375,NOM_PROD20375,DES_PROD20375,5,3,358,1,2434,0,2193,11.02,N,340,429,A,"categoria no existe (id: 5)"
PROD020376,NOM_PROD20376,DES_PROD20376,4,1,147,2,4135,0,3736,10.68,N,139,176,I,"categoria no existe (id: 4)"
PROD020377,NOM_PROD20377,DES_PROD20377,4,3,323,1,2466,0,2155,14.46,S,306,387,I,"categoria no existe (id: 4)"
PROD020384,NOM_PROD20384,DES_PROD20384,4,3,22,5,2732,0,2331,17.22,N,20,26,I,"categoria no existe (id: 4)"
PROD020389,NOM_PROD20389,DES_PROD20389,4,3,349,5,5684,0,4935,15.19,S,331,418,I,"categoria no existe (id: 4)"
PROD020390,NOM_PROD20390,DES_PROD20390,5,2,319,3,2804,0,2490,12.64,S,303,382,I,"categoria no existe (id: 5)"
PROD020395,NOM_PROD20395,DES_PROD20395,4,3,365,3,4616,0,3893,18.59,S,346,438,I,"categoria no existe (id: 4)"
PROD020404,NOM_PROD20404,DES_PROD20404,4,2,23,5,3440,0,3009,14.35,S,21,27,I,"categoria no existe (id: 4)"
PROD020405,NOM_PROD20405,DES_PROD20405,4,3,426,3,2720,0,2470,10.16,S,404,511,I,"categoria no existe (id: 4)"
PROD020406,NOM_PROD20406,DES_PROD20406,5,2,228,5,5549,0,4767,16.41,N,216,273,I,"categoria no existe (id: 5)"
PROD020411,NOM_PROD20411,DES_PROD20411,4,1,140,5,5382,0,4518,19.14,S,133,168,A,"categoria no existe (id: 4)"
PROD020412,NOM_PROD20412,DES_PROD20412,5,2,430,1,4399,0,3771,16.67,N,408,516,A,"categoria no existe (id: 5)"
PROD020413,NOM_PROD20413,DES_PROD20413,4,3,164,1,4920,0,4287,14.77,S,155,196,A,"categoria no existe (id: 4)"
PROD020414,NOM_PROD20414,DES_PROD20414,5,3,460,1,4344,0,3794,14.52,N,437,552,I,"categoria no existe (id: 5)"
PROD020417,NOM_PROD20417,DES_PROD20417,4,1,498,1,2803,0,2523,11.12,S,473,597,A,"categoria no existe (id: 4)"
PROD020420,NOM_PROD20420,DES_PROD20420,5,2,190,4,2790,0,2420,15.3,S,180,228,A,"categoria no existe (id: 5)"
PROD020422,NOM_PROD20422,DES_PROD20422,4,3,135,4,4614,0,4091,12.8,S,128,162,I,"categoria no existe (id: 4)"
PROD020426,NOM_PROD20426,DES_PROD20426,4,3,46,5,4143,0,3465,19.58,S,43,55,I,"categoria no existe (id: 4)"
PROD020433,NOM_PROD20433,DES_PROD20433,4,2,31,5,3501,0,2981,17.47,N,29,37,A,"categoria no existe (id: 4)"
PROD020434,NOM_PROD20434,DES_PROD20434,5,3,152,2,4415,0,3832,15.23,N,144,182,I,"categoria no existe (id: 5)"
PROD020443,NOM_PROD20443,DES_PROD20443,5,1,26,3,2981,0,2524,18.14,N,24,31,A,"categoria no existe (id: 5)"
PROD020445,NOM_PROD20445,DES_PROD20445,5,2,42,2,2779,0,2412,15.25,S,39,50,A,"categoria no existe (id: 5)"
PROD020446,NOM_PROD20446,DES_PROD20446,5,3,177,1,3386,0,2910,16.39,S,168,212,I,"categoria no existe (id: 5)"
PROD020447,NOM_PROD20447,DES_PROD20447,5,3,45,1,3538,0,3176,11.4,N,42,54,I,"categoria no existe (id: 5)"
PROD020450,NOM_PROD20450,DES_PROD20450,4,2,426,3,2746,0,2292,19.85,N,404,511,A,"categoria no existe (id: 4)"
PROD020451,NOM_PROD20451,DES_PROD20451,5,1,316,5,5622,0,4768,17.93,N,300,379,A,"categoria no existe (id: 5)"
PROD020453,NOM_PROD20453,DES_PROD20453,4,1,212,2,4485,0,3772,18.91,S,201,254,A,"categoria no existe (id: 4)"
PROD020454,NOM_PROD20454,DES_PROD20454,5,1,378,1,4095,0,3511,16.64,S,359,453,A,"categoria no existe (id: 5)"
PROD020457,NOM_PROD20457,DES_PROD20457,4,3,434,3,5370,0,4740,13.31,S,412,520,A,"categoria no existe (id: 4)"
PROD020459,NOM_PROD20459,DES_PROD20459,5,3,364,5,3085,0,2585,19.36,N,345,436,I,"categoria no existe (id: 5)"
PROD020460,NOM_PROD20460,DES_PROD20460,4,3,67,1,3760,0,3189,17.91,N,63,80,A,"categoria no existe (id: 4)"
PROD020461,NOM_PROD20461,DES_PROD20461,5,1,383,4,4285,0,3714,15.39,S,363,459,A,"categoria no existe (id: 5)"
PROD020468,NOM_PROD20468,DES_PROD20468,4,2,225,2,5236,0,4527,15.67,S,213,270,I,"categoria no existe (id: 4)"
PROD020471,NOM_PROD20471,DES_PROD20471,5,3,428,1,5753,0,4975,15.64,N,406,513,A,"categoria no existe (id: 5)"
PROD020472,NOM_PROD20472,DES_PROD20472,5,3,47,4,4269,0,3688,15.77,S,44,56,I,"categoria no existe (id: 5)"
PROD020475,NOM_PROD20475,DES_PROD20475,4,2,223,4,4223,0,3684,14.64,N,211,267,A,"categoria no existe (id: 4)"
PROD020476,NOM_PROD20476,DES_PROD20476,5,1,165,3,2333,0,2114,10.38,S,156,198,A,"categoria no existe (id: 5)"
PROD020479,NOM_PROD20479,DES_PROD20479,4,3,494,3,4543,0,3850,18.01,N,469,592,I,"categoria no existe (id: 4)"
PROD020487,NOM_PROD20487,DES_PROD20487,4,1,60,3,3297,0,2953,11.68,S,57,72,A,"categoria no existe (id: 4)"
PROD020492,NOM_PROD20492,DES_PROD20492,4,2,494,3,5378,0,4529,18.75,S,469,592,A,"categoria no existe (id: 4)"
PROD020494,NOM_PROD20494,DES_PROD20494,5,3,251,4,3856,0,3298,16.94,N,238,301,A,"categoria no existe (id: 5)"
PROD020497,NOM_PROD20497,DES_PROD20497,4,1,291,3,3751,0,3193,17.48,S,276,349,I,"categoria no existe (id: 4)"
PROD020502,NOM_PROD20502,DES_PROD20502,4,3,486,3,4014,0,3446,16.51,N,461,583,A,"categoria no existe (id: 4)"
PROD020506,NOM_PROD20506,DES_PROD20506,5,3,232,3,2934,0,2614,12.28,N,220,278,A,"categoria no existe (id: 5)"
PROD020507,NOM_PROD20507,DES_PROD20507,4,2,308,1,5142,0,4587,12.11,S,292,369,A,"categoria no existe (id: 4)"
PROD020511,NOM_PROD20511,DES_PROD20511,4,3,121,5,4981,0,4195,18.75,S,114,145,A,"categoria no existe (id: 4)"
PROD020512,NOM_PROD20512,DES_PROD20512,5,3,436,1,2776,0,2430,14.27,S,414,523,I,"categoria no existe (id: 5)"
PROD020516,NOM_PROD20516,DES_PROD20516,4,1,386,3,3319,0,2840,16.88,S,366,463,I,"categoria no existe (id: 4)"
PROD020517,NOM_PROD20517,DES_PROD20517,5,3,194,4,2295,0,1968,16.63,N,184,232,I,"categoria no existe (id: 5)"
PROD020518,NOM_PROD20518,DES_PROD20518,5,2,474,3,3836,0,3336,15.0,N,450,568,I,"categoria no existe (id: 5)"
PROD020519,NOM_PROD20519,DES_PROD20519,4,3,161,2,5768,0,4920,17.25,N,152,193,A,"categoria no existe (id: 4)"
PROD020520,NOM_PROD20520,DES_PROD20520,4,3,320,2,3452,0,2877,20.0,S,304,384,I,"categoria no existe (id: 4)"
PROD020521,NOM_PROD20521,DES_PROD20521,4,2,275,2,2155,0,1900,13.43,N,261,330,A,"categoria no existe (id: 4)"
PROD020523,NOM_PROD20523,DES_PROD20523,4,2,438,3,5608,0,4692,19.54,N,416,525,A,"categoria no existe (id: 4)"
PROD020528,NOM_PROD20528,DES_PROD20528,4,1,358,5,5733,0,4823,18.88,N,340,429,I,"categoria no existe (id: 4)"
PROD020530,NOM_PROD20530,DES_PROD20530,5,2,203,2,3507,0,2992,17.24,N,192,243,I,"categoria no existe (id: 5)"
