codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado,detalle_error
PROD000437,NOM_PROD437,DES_PROD437,4,1,420,3,4079,0,3454,18.11,N,399,504,A,"categoria no existe (id: 4)"
PROD000440,NOM_PROD440,DES_PROD440,4,1,129,4,5029,0,4512,11.47,S,122,154,I,"categoria no existe (id: 4)"
PROD000442,NOM_PROD442,DES_PROD442,5,2,253,3,2384,0,2110,13.0,S,240,303,A,"categoria no existe (id: 5)"
PROD000443,NOM_PROD443,DES_PROD443,4,3,219,1,3264,0,2824,15.61,N,208,262,A,"categoria no existe (id: 4)"
PROD000444,NOM_PROD444,DES_PROD444,4,1,30,1,5742,0,4824,19.03,S,28,36,I,"categoria no existe (id: 4)"
PROD000447,NOM_PROD447,DES_PROD447,4,1,445,5,4449,0,3744,18.84,S,422,534,I,"categoria no existe (id: 4)"
PROD000449,NOM_PROD449,DES_PROD449,4,1,467,5,4615,0,4072,13.34,S,443,560,A,"categoria no existe (id: 4)"
PROD000459,NOM_PROD459,DES_PROD459,4,3,441,5,3591,0,3000,19.72,N,418,529,I,"categoria no existe (id: 4)"
PROD000462,NOM_PROD462,DES_PROD462,4,1,467,5,5209,0,4714,10.51,N,443,560,A,"categoria no existe (id: 4)"
PROD000463,NOM_PROD463,DES_PROD463,5,3,441,5,3101,0,2595,19.52,N,418,529,I,"categoria no existe (id: 5)"
PROD000464,NOM_PROD464,DES_PROD464,5,1,191,2,4324,0,3680,17.5,N,181,229,I,"categoria no existe (id: 5)"
PROD000467,NOM_PROD467,DES_PROD467,4,2,177,4,4535,0,4052,11.93,S,168,212,I,"categoria no existe (id: 4)"
PROD000470,NOM_PROD470,DES_PROD470,4,3,169,3,4639,0,3905,18.8,S,160,202,A,"categoria no existe (id: 4)"
PROD000471,NOM_PROD471,DES_PROD471,5,2,224,5,4857,0,4210,15.38,S,212,268,I,"categoria no existe (id: 5)"
PROD000472,NOM_PROD472,DES_PROD472,5,2,20,4,4447,0,3883,14.54,S,19,24,I,"categoria no existe (id: 5)"
PROD000474,NOM_PROD474,DES_PROD474,4,2,325,4,4187,0,3546,18.1,S,308,390,A,"categoria no existe (id: 4)"
PROD000476,NOM_PROD476,DES_PROD476,5,1,234,5,5135,0,4523,13.55,N,222,280,A,"categoria no existe (id: 5)"
PROD000477,NOM_PROD477,DES_PROD477,4,1,418,2,3953,0,3298,19.89,S,397,501,A,"categoria no existe (id: 4)"
PROD000478,NOM_PROD478,DES_PROD478,5,3,314,3,3590,0,3153,13.88,N,298,376,A,"categoria no existe (id: 5)"
PROD000479,NOM_PROD479,DES_PROD479,5,1,460,3,5209,0,4447,17.15,N,437,552,A,"categoria no existe (id: 5)"
PROD000481,NOM_PROD481,DES_PROD481,4,1,363,2,4068,0,3443,18.17,N,344,435,I,"categoria no existe (id: 4)"
PROD000482,NOM_PROD482,DES_PROD482,5,2,380,4,4853,0,4124,17.68,S,361,456,A,"categoria no existe (id: 5)"
PROD000484,NOM_PROD484,DES_PROD484,4,3,460,4,5470,0,4746,15.27,N,437,552,A,"categoria no existe (id: 4)"
PROD000486,NOM_PROD486,DES_PROD486,4,2,53,4,5581,0,4937,13.05,N,50,63,A,"categoria no existe (id: 4)"
PROD000487,NOM_PROD487,DES_PROD487,4,2,466,2,4336,0,3910,10.92,N,442,559,I,"categoria no existe (id: 4)"
PROD000492,NOM_PROD492,DES_PROD492,4,1,316,4,4307,0,3604,19.52,N,300,379,A,"categoria no existe (id: 4)"
PROD000493,NOM_PROD493,DES_PROD493,5,1,233,1,5063,0,4238,19.48,N,221,279,I,"categoria no existe (id: 5)"
PROD000494,NOM_PROD494,DES_PROD494,4,1,92,2,5522,0,4768,15.82,N,87,110,I,"categoria no existe (id: 4)"
PROD000495,NOM_PROD495,DES_PROD495,5,2,393,2,5227,0,4659,12.2,S,373,471,I,"categoria no existe (id: 5)"
PROD000496,NOM_PROD496,DES_PROD496,5,3,145,4,2247,0,1966,14.33,S,137,174,A,"categoria no existe (id: 5)"
PROD000500,NOM_PROD500,DES_PROD500,5,3,272,1,4519,0,4039,11.9,S,258,326,A,"categoria no existe (id: 5)"
PROD000502,NOM_PROD502,DES_PROD502,4,2,73,5,2812,0,2368,18.76,N,69,87,I,"categoria no existe (id: 4)"
PROD000504,NOM_PROD504,DES_PROD504,4,1,198,3,2618,0,2249,16.41,S,188,237,I,"categoria no existe (id: 4)"
PROD000505,NOM_PROD505,DES_PROD505,4,3,66,3,4281,0,3799,12.71,S,62,79,I,"categoria no existe (id: 4)"
PROD000507,NOM_PROD507,DES_PROD507,5,1,95,5,3084,0,2616,17.92,N,90,114,I,"categoria no existe (id: 5)"
