codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado,detalle_error
PROD030104,NOM_PROD30104,DES_PROD30104,4,3,477,1,3738,0,3374,10.8,S,453,572,A,"categoria no existe (id: 4)"
PROD030107,NOM_PROD30107,DES_PROD30107,4,2,70,3,5695,0,4900,16.24,S,66,84,I,"categoria no existe (id: 4)"
PROD030109,NOM_PROD30109,DES_PROD30109,4,2,371,1,3096,0,2596,19.29,S,352,445,I,"categoria no existe (id: 4)"
PROD030110,NOM_PROD30110,DES_PROD30110,4,3,467,3,4264,0,3573,19.34,S,443,560,A,"categoria no existe (id: 4)"
PROD030112,NOM_PROD30112,DES_PROD30112,4,1,172,3,5483,0,4724,16.07,S,163,206,A,"categoria no existe (id: 4)"
PROD030115,NOM_PROD30115,DES_PROD30115,4,3,389,1,4154,0,3618,14.84,N,369,466,I,"categoria no existe (id: 4)"
PROD030116,NOM_PROD30116,DES_PROD30116,5,2,48,1,4588,0,3927,16.85,N,45,57,A,"categoria no existe (id: 5)"
PROD030117,NOM_PROD30117,DES_PROD30117,4,3,240,1,4868,0,4225,15.23,S,228,288,I,"categoria no existe (id: 4)"
PROD030118,NOM_PROD30118,DES_PROD30118,5,2,235,3,2299,0,2031,13.21,N,223,282,A,"categoria no existe (id: 5)"
PROD030119,NOM_PROD30119,DES_PROD30119,4,3,475,1,4430,0,3799,16.62,N,451,570,I,"categoria no existe (id: 4)"
PROD030121,NOM_PROD30121,DES_PROD30121,5,3,211,5,5049,0,4422,14.2,N,200,253,A,"categoria no existe (id: 5)"
PROD030124,NOM_PROD30124,DES_PROD30124,5,1,24,2,4146,0,3554,16.68,N,22,28,I,"categoria no existe (id: 5)"
PROD030125,NOM_PROD30125,DES_PROD30125,4,2,288,4,2866,0,2522,13.65,N,273,345,A,"categoria no existe (id: 4)"
PROD030126,NOM_PROD30126,DES_PROD30126,4,2,253,2,4964,0,4271,16.24,S,240,303,A,"categoria no existe (id: 4)"
PROD030127,NOM_PROD30127,DES_PROD30127,4,3,372,3,3345,0,2925,14.38,N,353,446,A,"categoria no existe (id: 4)"
PROD030130,NOM_PROD30130,DES_PROD30130,4,3,222,3,3485,0,3105,12.25,S,210,266,A,"categoria no existe (id: 4)"
PROD030131,NOM_PROD30131,DES_PROD30131,4,1,118,2,2434,0,2138,13.86,S,112,141,A,"categoria no existe (id: 4)"
PROD030133,NOM_PROD30133,DES_PROD30133,4,1,254,4,4763,0,3972,19.93,N,241,304,A,"categoria no existe (id: 4)"
PROD030134,NOM_PROD30134,DES_PROD30134,5,1,420,3,3837,0,3349,14.6,S,399,504,I,"categoria no existe (id: 5)"
PROD030135,NOM_PROD30135,DES_PROD30135,4,3,62,1,3095,0,2697,14.76,N,58,74,I,"categoria no existe (id: 4)"
PROD030136,NOM_PROD30136,DES_PROD30136,5,3,335,3,5623,0,4818,16.72,S,318,402,I,"categoria no existe (id: 5)"
PROD030137,NOM_PROD30137,DES_PROD30137,5,2,196,3,4068,0,3529,15.29,N,186,235,I,"categoria no existe (id: 5)"
PROD030144,NOM_PROD30144,DES_PROD30144,4,3,79,1,5008,0,4547,10.15,N,75,94,I,"categoria no existe (id: 4)"
PROD030145,NOM_PROD30145,DES_PROD30145,4,1,427,2,2771,0,2398,15.59,S,405,512,I,"categoria no existe (id: 4)"
PROD030154,NOM_PROD30154,DES_PROD30154,5,1,435,4,2750,0,2437,12.87,N,413,522,I,"categoria no existe (id: 5)"
PROD030156,NOM_PROD30156,DES_PROD30156,4,3,385,3,5283,0,4512,17.1,N,365,462,I,"categoria no existe (id: 4)"
PROD030157,NOM_PROD30157,DES_PROD30157,5,2,489,1,5557,0,4710,18.0,S,464,586,A,"categoria no existe (id: 5)"
PROD030159,NOM_PROD30159,DES_PROD30159,4,3,250,3,2541,0,2252,12.84,N,237,300,I,"categoria no existe (id: 4)"
PROD030160,NOM_PROD30160,DES_PROD30160,5,1,134,1,4185,0,3518,18.98,N,127,160,I,"categoria no existe (id: 5)"
PROD030161,NOM_PROD30161,DES_PROD30161,4,2,280,2,3895,0,3479,11.98,N,266,336,A,"categoria no existe (id: 4)"
PROD030167,NOM_PROD30167,DES_PROD30167,4,3,274,5,3403,0,2845,19.62,S,260,328,I,"categoria no existe (id: 4)"
PROD030171,NOM_PROD30171,DES_PROD30171,4,2,107,2,5458,0,4894,11.54,N,101,128,A,"categoria no existe (id: 4)"
PROD030173,NOM_PROD30173,DES_PROD30173,4,1,353,2,2404,0,2178,10.42,N,335,423,A,"categoria no existe (id: 4)"
PROD030175,NOM_PROD30175,DES_PROD30175,4,1,117,3,3371,0,3053,10.43,S,111,140,A,"categoria no existe (id: 4)"
PROD030177,NOM_PROD30177,DES_PROD30177,5,1,353,2,5118,0,4497,13.81,N,335,423,A,"categoria no existe (id: 5)"
PROD030178,NOM_PROD30178,DES_PROD30178,5,2,220,2,4836,0,4201,15.12,N,209,264,I,"categoria no existe (id: 5)"
PROD030180,NOM_PROD30180,DES_PROD30180,5,3,354,4,3141,0,2764,13.67,N,336,424,A,"categoria no existe (id: 5)"
PROD030182,NOM_PROD30182,DES_PROD30182,5,1,152,1,4206,0,3683,14.22,S,144,182,A,"categoria no existe (id: 5)"
PROD030183,NOM_PROD30183,DES_PROD30183,4,2,252,4,2297,0,1969,16.68,N,239,302,I,"categoria no existe (id: 4)"
PROD030184,NOM_PROD30184,DES_PROD30184,5,3,269,5,4517,0,3948,14.42,N,255,322,I,"categoria no existe (id: 5)"
PROD030185,NOM_PROD30185,DES_PROD30185,4,3,243,4,3517,0,3105,13.27,N,230,291,I,"categoria no existe (id: 4)"
PROD030187,NOM_PROD30187,DES_PROD30187,4,2,219,3,4282,0,3863,10.87,N,208,262,A,"categoria no existe (id: 4)"
PROD030188,NOM_PROD30188,DES_PROD30188,5,1,209,5,5650,0,4826,17.08,S,198,250,I,"categoria no existe (id: 5)"
PROD030195,NOM_PROD30195,DES_PROD30195,5,2,411,3,4150,0,3769,10.11,N,390,493,A,"categoria no existe (id: 5)"
PROD030196,NOM_PROD30196,DES_PROD30196,5,2,314,4,5015,0,4445,12.84,N,298,376,I,"categoria no existe (id: 5)"
PROD030197,NOM_PROD30197,DES_PROD30197,4,2,288,1,4127,0,3519,17.28,N,273,345,I,"categoria no existe (id: 4)"
PROD030199,NOM_PROD30199,DES_PROD30199,5,1,277,4,4361,0,3904,11.73,S,263,332,I,"categoria no existe (id: 5)"
PROD030201,NOM_PROD30201,DES_PROD30201,5,1,156,5,5243,0,4755,10.27,S,148,187,I,"categoria no existe (id: 5)"
PROD030202,NOM_PROD30202,DES_PROD30202,5,2,74,1,3863,0,3446,12.12,S,70,88,A,"categoria no existe (id: 5)"
PROD030203,NOM_PROD30203,DES_PROD30203,4,2,19,3,5022,0,4297,16.88,S,18,22,I,"categoria no existe (id: 4)"
PROD030205,NOM_PROD30205,DES_PROD30205,5,2,226,3,5333,0,4533,17.66,S,214,271,A,"categoria no existe (id: 5)"
PROD030210,NOM_PROD30210,DES_PROD30210,4,1,376,2,5022,0,4307,16.61,N,357,451,A,"categoria no existe (id: 4)"
PROD030216,NOM_PROD30216,DES_PROD30216,4,3,366,2,5666,0,4745,19.42,S,347,439,A,"categoria no existe (id: 4)"
PROD030219,NOM_PROD30219,DES_PROD30219,5,1,441,5,5012,0,4509,11.17,S,418,529,A,"categoria no existe (id: 5)"
PROD030220,NOM_PROD30220,DES_PROD30220,4,3,368,3,2832,0,2502,13.21,S,349,441,I,"categoria no existe (id: 4)"
PROD030222,NOM_PROD30222,DES_PROD30222,4,1,88,4,3068,0,2686,14.25,N,83,105,A,"categoria no existe (id: 4)"
PROD030223,NOM_PROD30223,DES_PROD30223,5,3,306,1,2491,0,2166,15.01,S,290,367,A,"categoria no existe (id: 5)"
PROD030225,NOM_PROD30225,DES_PROD30225,5,3,184,3,4931,0,4291,14.92,S,174,220,A,"categoria no existe (id: 5)"
PROD030226,NOM_PROD30226,DES_PROD30226,5,1,359,4,4967,0,4323,14.91,N,341,430,A,"categoria no existe (id: 5)"
PROD030228,NOM_PROD30228,DES_PROD30228,4,1,298,3,3220,0,2854,12.84,S,283,357,I,"categoria no existe (id: 4)"
PROD030233,NOM_PROD30233,DES_PROD30233,4,2,277,4,3587,0,3122,14.91,S,263,332,I,"categoria no existe (id: 4)"
PROD030235,NOM_PROD30235,DES_PROD30235,4,1,332,2,3275,0,2902,12.87,S,315,398,I,"categoria no existe (id: 4)"
PROD030236,NOM_PROD30236,DES_PROD30236,4,1,148,3,4455,0,3976,12.05,N,140,177,A,"categoria no existe (id: 4)"
PROD030237,NOM_PROD30237,DES_PROD30237,5,1,402,4,4842,0,4292,12.83,N,381,482,A,"categoria no existe (id: 5)"
PROD030240,NOM_PROD30240,DES_PROD30240,5,3,83,2,4035,0,3632,11.1,S,78,99,I,"categoria no existe (id: 5)"
PROD030244,NOM_PROD30244,DES_PROD30244,4,3,366,5,2554,0,2167,17.86,S,347,439,I,"categoria no existe (id: 4)"
PROD030246,NOM_PROD30246,DES_PROD30246,5,2,498,4,4232,0,3713,14.0,S,473,597,A,"categoria no existe (id: 5)"
PROD030250,NOM_PROD30250,DES_PROD30250,4,2,248,3,5633,0,4865,15.8,N,235,297,I,"categoria no existe (id: 4)"
PROD030251,NOM_PROD30251,DES_PROD30251,4,3,279,5,3930,0,3278,19.91,S,265,334,A,"categoria no existe (id: 4)"
PROD030253,NOM_PROD30253,DES_PROD30253,5,3,384,3,5366,0,4676,14.76,S,364,460,I,"categoria no existe (id: 5)"
PROD030256,NOM_PROD30256,DES_PROD30256,5,2,179,3,3913,0,3277,19.42,N,170,214,A,"categoria no existe (id: 5)"
PROD030257,NOM_PROD30257,DES_PROD30257,4,2,33,1,4827,0,4066,18.74,N,31,39,I,"categoria no existe (id: 4)"
PROD030258,NOM_PROD30258,DES_PROD30258,5,3,336,2,2525,0,2155,17.18,N,319,403,A,"categoria no existe (id: 5)"
PROD030264,NOM_PROD30264,DES_PROD30264,5,1,293,1,4704,0,3959,18.84,N,278,351,I,"categoria no existe (id: 5)"
PROD030268,NOM_PROD30268,DES_PROD30268,5,2,435,5,4062,0,3395,19.67,N,413,522,A,"categoria no existe (id: 5)"
PROD030269,NOM_PROD30269,DES_PROD30269,4,3,30,2,5029,0,4272,17.73,N,28,36,A,"categoria no existe (id: 4)"
PROD030275,NOM_PROD30275,DES_PROD30275,5,1,372,1,4018,0,3560,12.89,N,353,446,A,"categoria no existe (id: 5)"
PROD030278,NOM_PROD30278,DES_PROD30278,4,3,365,2,4539,0,4102,10.67,S,346,438,A,"categoria no existe (id: 4)"
PROD030284,NOM_PROD30284,DES_PROD30284,5,2,363,3,4446,0,3816,16.53,S,344,435,A,"categoria no existe (id: 5)"
PROD030285,NOM_PROD30285,DES_PROD30285,4,1,474,2,2625,0,2305,13.89,N,450,568,A,"categoria no existe (id: 4)"
PROD030290,NOM_PROD30290,DES_PROD30290,5,2,283,2,3331,0,2851,16.87,S,268,339,A,"categoria no existe (id: 5)"
PROD030292,NOM_PROD30292,DES_PROD30292,4,2,61,1,3092,0,2720,13.69,S,57,73,I,"categoria no existe (id: 4)"
PROD030293,NOM_PROD30293,DES_PROD30293,5,3,490,2,3603,0,3177,13.44,N,465,588,A,"categoria no existe (id: 5)"
PROD030294,NOM_PROD30294,DES_PROD30294,5,1,379,1,4476,0,3836,16.69,N,360,454,A,"categoria no existe (id: 5)"
PROD030295,NOM_PROD30295,DES_PROD30295,5,2,194,1,3971,0,3531,12.47,S,184,232,A,"categoria no existe (id: 5)"
PROD030296,NOM_PROD30296,DES_PROD30296,5,1,183,3,4757,0,4143,14.84,S,173,219,A,"categoria no existe (id: 5)"
PROD030298,NOM_PROD30298,DES_PROD30298,5,1,473,1,4470,0,3868,15.57,S,449,567,I,"categoria no existe (id: 5)"
PROD030300,NOM_PROD30300,DES_PROD30300,5,1,198,4,2902,0,2498,16.2,N,188,237,A,"categoria no existe (id: 5)"
PROD030302,NOM_PROD30302,DES_PROD30302,5,1,119,3,2359,0,2024,16.58,S,113,142,I,"categoria no existe (id: 5)"
PROD030303,NOM_PROD30303,DES_PROD30303,4,3,66,1,4838,0,4245,13.99,N,62,79,I,"categoria no existe (id: 4)"
PROD030306,NOM_PROD30306,DES_PROD30306,4,2,453,5,4008,0,3599,11.39,N,430,543,A,"categoria no existe (id: 4)"
PROD030308,NOM_PROD30308,DES_PROD30308,5,3,109,1,3354,0,2962,13.26,N,103,130,A,"categoria no existe (id: 5)"
PROD030309,NOM_PROD30309,DES_PROD30309,4,2,214,1,3388,0,2965,14.29,S,203,256,I,"categoria no existe (id: 4)"
PROD030311,NOM_PROD30311,DES_PROD30311,4,2,214,4,3808,0,3457,10.17,S,203,256,I,"categoria no existe (id: 4)"
PROD030316,NOM_PROD30316,DES_PROD30316,5,1,123,5,2306,0,2094,10.15,S,116,147,A,"categoria no existe (id: 5)"
PROD030324,NOM_PROD30324,DES_PROD30324,4,3,434,1,2666,0,2310,15.43,S,412,520,A,"categoria no existe (id: 4)"
PROD030326,NOM_PROD30326,DES_PROD30326,5,3,319,5,4418,0,3857,14.55,N,303,382,I,"categoria no existe (id: 5)"
PROD030327,NOM_PROD30327,DES_PROD30327,5,3,311,5,3703,0,3190,16.1,S,295,373,A,"categoria no existe (id: 5)"
PROD030329,NOM_PROD30329,DES_PROD30329,5,1,196,4,2424,0,2203,10.06,S,186,235,A,"categoria no existe (id: 5)"
PROD030330,NOM_PROD30330,DES_PROD30330,4,2,273,2,5646,0,4726,19.47,N,259,327,A,"categoria no existe (id: 4)"
PROD030335,NOM_PROD30335,DES_PROD30335,5,3,387,4,2882,0,2427,18.76,S,367,464,A,"categoria no existe (id: 5)"
PROD030336,NOM_PROD30336,DES_PROD30336,4,1,77,4,4686,0,4087,14.67,N,73,92,A,"categoria no existe (id: 4)"
PROD030338,NOM_PROD30338,DES_PROD30338,4,3,342,4,2275,0,2027,12.25,N,324,410,I,"categoria no existe (id: 4)"
PROD030339,NOM_PROD30339,DES_PROD30339,5,1,418,1,3919,0,3281,19.45,S,397,501,A,"categoria no existe (id: 5)"
PROD030340,NOM_PROD30340,DES_PROD30340,4,2,500,1,2325,0,2033,14.4,N,475,600,A,"categoria no existe (id: 4)"
PROD030341,NOM_PROD30341,DES_PROD30341,4,3,50,4,3038,0,2536,19.8,S,47,60,A,"categoria no existe (id: 4)"
PROD030342,NOM_PROD30342,DES_PROD30342,4,1,283,4,3025,0,2596,16.53,N,268,339,A,"categoria no existe (id: 4)"
PROD030344,NOM_PROD30344,DES_PROD30344,4,2,295,4,5132,0,4620,11.1,N,280,354,A,"categoria no existe (id: 4)"
PROD030346,NOM_PROD30346,DES_PROD30346,5,2,146,4,3983,0,3613,10.26,N,138,175,I,"categoria no existe (id: 5)"
PROD030349,NOM_PROD30349,DES_PROD30349,4,1,256,2,4974,0,4466,11.39,S,243,307,A,"categoria no existe (id: 4)"
PROD030351,NOM_PROD30351,DES_PROD30351,5,1,417,5,3255,0,2728,19.33,S,396,500,I,"categoria no existe (id: 5)"
PROD030353,NOM_PROD30353,DES_PROD30353,5,1,71,4,5125,0,4332,18.32,N,67,85,A,"categoria no existe (id: 5)"
PROD030355,NOM_PROD30355,DES_PROD30355,4,2,367,1,5468,0,4851,12.72,N,348,440,I,"categoria no existe (id: 4)"
PROD030356,NOM_PROD30356,DES_PROD30356,4,1,38,5,4253,0,3749,13.45,N,36,45,I,"categoria no existe (id: 4)"
PROD030359,NOM_PROD30359,DES_PROD30359,5,3,419,1,5004,0,4214,18.76,S,398,502,I,"categoria no existe (id: 5)"
PROD030361,NOM_PROD30361,DES_PROD30361,4,2,488,3,5415,0,4867,11.27,N,463,585,A,"categoria no existe (id: 4)"
PROD030362,NOM_PROD30362,DES_PROD30362,5,3,298,4,4291,0,3612,18.81,N,283,357,I,"categoria no existe (id: 5)"
PROD030368,NOM_PROD30368,DES_PROD30368,5,3,432,3,3788,0,3210,18.01,N,410,518,I,"categoria no existe (id: 5)"
PROD030369,NOM_PROD30369,DES_PROD30369,4,2,468,4,5124,0,4582,11.83,N,444,561,I,"categoria no existe (id: 4)"
PROD030370,NOM_PROD30370,DES_PROD30370,5,2,185,2,3881,0,3268,18.77,S,175,222,I,"categoria no existe (id: 5)"
PROD030372,NOM_PROD30372,DES_PROD30372,5,1,279,1,2426,0,2137,13.53,N,265,334,A,"categoria no existe (id: 5)"
PROD030373,NOM_PROD30373,DES_PROD30373,5,3,477,5,3808,0,3350,13.7,N,453,572,A,"categoria no existe (id: 5)"
PROD030374,NOM_PROD30374,DES_PROD30374,4,1,28,3,4985,0,4267,16.84,S,26,33,I,"categoria no existe (id: 4)"
PROD030378,NOM_PROD30378,DES_PROD30378,4,2,33,4,5426,0,4739,14.51,S,31,39,I,"categoria no existe (id: 4)"
PROD030379,NOM_PROD30379,DES_PROD30379,4,3,191,3,4257,0,3719,14.49,N,181,229,A,"categoria no existe (id: 4)"
PROD030380,NOM_PROD30380,DES_PROD30380,4,1,280,4,5925,0,4951,19.69,N,266,336,I,"categoria no existe (id: 4)"
PROD030381,NOM_PROD30381,DES_PROD30381,5,2,465,2,4648,0,3944,17.85,S,441,558,A,"categoria no existe (id: 5)"
PROD030382,NOM_PROD30382,DES_PROD30382,4,3,32,4,2793,0,2496,11.9,N,30,38,I,"categoria no existe (id: 4)"
PROD030384,NOM_PROD30384,DES_PROD30384,5,1,136,2,2981,0,2535,17.61,S,129,163,I,"categoria no existe (id: 5)"
PROD030386,NOM_PROD30386,DES_PROD30386,4,1,220,2,2919,0,2604,12.13,N,209,264,A,"categoria no existe (id: 4)"
PROD030387,NOM_PROD30387,DES_PROD30387,5,3,279,5,4572,0,3908,17.0,S,265,334,A,"categoria no existe (id: 5)"
PROD030396,NOM_PROD30396,DES_PROD30396,4,2,187,1,2782,0,2416,15.17,S,177,224,I,"categoria no existe (id: 4)"
PROD030397,NOM_PROD30397,DES_PROD30397,4,1,228,2,2459,0,2180,12.81,S,216,273,I,"categoria no existe (id: 4)"
PROD030401,NOM_PROD30401,DES_PROD30401,4,2,70,1,2823,0,2545,10.95,S,66,84,A,"categoria no existe (id: 4)"
PROD030405,NOM_PROD30405,DES_PROD30405,5,3,124,4,3162,0,2650,19.33,N,117,148,A,"categoria no existe (id: 5)"
PROD030407,NOM_PROD30407,DES_PROD30407,5,3,314,3,4091,0,3435,19.12,N,298,376,I,"categoria no existe (id: 5)"
PROD030411,NOM_PROD30411,DES_PROD30411,5,2,68,3,5306,0,4824,10.01,S,64,81,A,"categoria no existe (id: 5)"
PROD030413,NOM_PROD30413,DES_PROD30413,4,1,392,5,2705,0,2379,13.73,N,372,470,A,"categoria no existe (id: 4)"
PROD030416,NOM_PROD30416,DES_PROD30416,5,3,280,5,3521,0,3074,14.56,S,266,336,A,"categoria no existe (id: 5)"
PROD030418,NOM_PROD30418,DES_PROD30418,4,1,327,1,5122,0,4297,19.22,S,310,392,A,"categoria no existe (id: 4)"
PROD030422,NOM_PROD30422,DES_PROD30422,4,1,210,1,4790,0,4058,18.04,N,199,252,I,"categoria no existe (id: 4)"
PROD030426,NOM_PROD30426,DES_PROD30426,4,1,181,3,3833,0,3332,15.05,S,171,217,A,"categoria no existe (id: 4)"
PROD030431,NOM_PROD30431,DES_PROD30431,5,1,109,2,2863,0,2583,10.87,S,103,130,A,"categoria no existe (id: 5)"
PROD030432,NOM_PROD30432,DES_PROD30432,5,2,196,1,5425,0,4593,18.13,N,186,235,A,"categoria no existe (id: 5)"
PROD030440,NOM_PROD30440,DES_PROD30440,4,1,234,5,4401,0,3877,13.53,S,222,280,I,"categoria no existe (id: 4)"
PROD030441,NOM_PROD30441,DES_PROD30441,4,2,172,2,2893,0,2544,13.75,N,163,206,A,"categoria no existe (id: 4)"
PROD030442,NOM_PROD30442,DES_PROD30442,4,1,56,3,3074,0,2715,13.25,S,53,67,A,"categoria no existe (id: 4)"
PROD030446,NOM_PROD30446,DES_PROD30446,5,1,453,1,3594,0,3040,18.25,N,430,543,I,"categoria no existe (id: 5)"
