codigo_elemnto,nmbre_elemnto,dscrpcion_elemnto,ctgria_elemnto,und_elemnto,exstncia_elemnto,bdga_elemnto,precio_venta_ac,precio_venta_an,costo_venta,mrgen_utldad,tiene_iva,stock_minimo,stock_maximo,estado,detalle_error
PROD050164,NOM_PROD50164,DES_PROD50164,5,1,193,1,3636,0,3226,12.71,N,183,231,I,"categoria no existe (id: 5)"
PROD050165,NOM_PROD50165,DES_PROD50165,4,1,376,4,3482,0,3165,10.04,N,357,451,A,"categoria no existe (id: 4)"
PROD050166,NOM_PROD50166,DES_PROD50166,5,2,113,3,3404,0,2915,16.79,S,107,135,A,"categoria no existe (id: 5)"
PROD050169,NOM_PROD50169,DES_PROD50169,4,1,144,2,2852,0,2506,13.84,S,136,172,I,"categoria no existe (id: 4)"
PROD050173,NOM_PROD50173,DES_PROD50173,5,1,306,4,5019,0,4406,13.92,S,290,367,A,"categoria no existe (id: 5)"
PROD050174,NOM_PROD50174,DES_PROD50174,4,1,257,4,3971,0,3433,15.69,N,244,308,I,"categoria no existe (id: 4)"
PROD050176,NOM_PROD50176,DES_PROD50176,4,1,63,5,2621,0,2360,11.09,N,59,75,I,"categoria no existe (id: 4)"
PROD050179,NOM_PROD50179,DES_PROD50179,4,2,20,4,4073,0,3606,12.97,N,19,24,I,"categoria no existe (id: 4)"
PROD050182,NOM_PROD50182,DES_PROD50182,5,3,243,1,3122,0,2838,10.04,N,230,291,A,"categoria no existe (id: 5)"
PROD050183,NOM_PROD50183,DES_PROD50183,4,2,293,5,5637,0,4945,14.0,S,278,351,I,"categoria no existe (id: 4)"
PROD050184,NOM_PROD50184,DES_PROD50184,5,3,58,3,4874,0,4162,17.11,S,55,69,A,"categoria no existe (id: 5)"
PROD050186,NOM_PROD50186,DES_PROD50186,4,1,483,2,5125,0,4449,15.2,N,458,579,I,"categoria no existe (id: 4)"
PROD050187,NOM_PROD50187,DES_PROD50187,4,1,151,1,5070,0,4477,13.26,N,143,181,A,"categoria no existe (id: 4)"
PROD050189,NOM_PROD50189,DES_PROD50189,5,2,424,4,5608,0,4870,15.16,S,402,508,I,"categoria no existe (id: 5)"
PROD050190,NOM_PROD50190,DES_PROD50190,5,1,492,1,3113,0,2742,13.56,S,467,590,A,"categoria no existe (id: 5)"
PROD050192,NOM_PROD50192,DES_PROD50192,4,3,484,1,2221,0,2000,11.09,S,459,580,A,"categoria no existe (id: 4)"
PROD050198,NOM_PROD50198,DES_PROD50198,5,3,373,1,2961,0,2569,15.27,S,354,447,I,"categoria no existe (id: 5)"
PROD050200,NOM_PROD50200,DES_PROD50200,4,3,286,5,4212,0,3560,18.34,N,271,343,I,"categoria no existe (id: 4)"
PROD050203,NOM_PROD50203,DES_PROD50203,4,2,82,4,4560,0,3835,18.93,N,77,98,A,"categoria no existe (id: 4)"
PROD050205,NOM_PROD50205,DES_PROD50205,4,3,286,4,3014,0,2695,11.86,S,271,343,I,"categoria no existe (id: 4)"
PROD050208,NOM_PROD50208,DES_PROD50208,4,1,495,2,3944,0,3408,15.73,N,470,594,I,"categoria no existe (id: 4)"
PROD050209,NOM_PROD50209,DES_PROD50209,5,3,374,4,4854,0,4127,17.63,N,355,448,A,"categoria no existe (id: 5)"
PROD050211,NOM_PROD50211,DES_PROD50211,5,1,308,2,5563,0,4953,12.32,S,292,369,A,"categoria no existe (id: 5)"
PROD050215,NOM_PROD50215,DES_PROD50215,4,1,74,3,2600,0,2326,11.81,S,70,88,A,"categoria no existe (id: 4)"
PROD050216,NOM_PROD50216,DES_PROD50216,5,1,28,2,3153,0,2691,17.2,S,26,33,I,"categoria no existe (id: 5)"
PROD050223,NOM_PROD50223,DES_PROD50223,5,2,384,1,4550,0,4036,12.74,N,364,460,A,"categoria no existe (id: 5)"
PROD050229,NOM_PROD50229,DES_PROD50229,5,3,129,5,2919,0,2556,14.21,N,122,154,A,"categoria no existe (id: 5)"
PROD050233,NOM_PROD50233,DES_PROD50233,5,3,26,1,2138,0,1942,10.13,N,24,31,A,"categoria no existe (id: 5)"
PROD050236,NOM_PROD50236,DES_PROD50236,4,3,95,1,2614,0,2211,18.27,N,90,114,A,"categoria no existe (id: 4)"
PROD050237,NOM_PROD50237,DES_PROD50237,5,3,407,2,2756,0,2503,10.13,N,386,488,I,"categoria no existe (id: 5)"
PROD050238,NOM_PROD50238,DES_PROD50238,4,2,339,2,4974,0,4285,16.08,S,322,406,I,"categoria no existe (id: 4)"
PROD050242,NOM_PROD50242,DES_PROD50242,5,1,478,2,4537,0,4000,13.43,S,454,573,I,"categoria no existe (id: 5)"
PROD050243,NOM_PROD50243,DES_PROD50243,4,2,179,2,4283,0,3810,12.43,S,170,214,I,"categoria no existe (id: 4)"
PROD050245,NOM_PROD50245,DES_PROD50245,4,2,337,3,3214,0,2808,14.47,S,320,404,A,"categoria no existe (id: 4)"
PROD050246,NOM_PROD50246,DES_PROD50246,4,2,466,3,3129,0,2676,16.96,S,442,559,I,"categoria no existe (id: 4)"
PROD050251,NOM_PROD50251,DES_PROD50251,4,1,301,1,3567,0,3056,16.75,N,285,361,I,"categoria no existe (id: 4)"
PROD050254,NOM_PROD50254,DES_PROD50254,5,3,13,4,3754,0,3278,14.53,S,12,15,I,"categoria no existe (id: 5)"
PROD050258,NOM_PROD50258,DES_PROD50258,5,2,263,5,5097,0,4455,14.42,N,249,315,A,"categoria no existe (id: 5)"
PROD050259,NOM_PROD50259,DES_PROD50259,5,3,440,3,3256,0,2745,18.65,S,418,528,I,"categoria no existe (id: 5)"
PROD050260,NOM_PROD50260,DES_PROD50260,4,2,44,3,3255,0,2830,15.04,S,41,52,A,"categoria no existe (id: 4)"
PROD050263,NOM_PROD50263,DES_PROD50263,5,2,435,5,3616,0,3262,10.88,N,413,522,A,"categoria no existe (id: 5)"
PROD050265,NOM_PROD50265,DES_PROD50265,4,2,294,1,5454,0,4898,11.37,N,279,352,A,"categoria no existe (id: 4)"
PROD050266,NOM_PROD50266,DES_PROD50266,4,1,120,3,3096,0,2657,16.54,N,114,144,I,"categoria no existe (id: 4)"
PROD050268,NOM_PROD50268,DES_PROD50268,4,3,385,3,5515,0,4921,12.08,S,365,462,A,"categoria no existe (id: 4)"
PROD050272,NOM_PROD50272,DES_PROD50272,5,1,441,2,3725,0,3348,11.27,S,418,529,I,"categoria no existe (id: 5)"
PROD050276,NOM_PROD50276,DES_PROD50276,5,2,467,1,4532,0,4038,12.25,S,443,560,A,"categoria no existe (id: 5)"
PROD050279,NOM_PROD50279,DES_PROD50279,5,3,219,1,3905,0,3368,15.95,S,208,262,I,"categoria no existe (id: 5)"
PROD050283,NOM_PROD50283,DES_PROD50283,5,1,140,1,4346,0,3769,15.31,S,133,168,I,"categoria no existe (id: 5)"
PROD050286,NOM_PROD50286,DES_PROD50286,4,1,29,5,3076,0,2567,19.84,N,27,34,I,"categoria no existe (id: 4)"
PROD050289,NOM_PROD50289,DES_PROD50289,5,3,179,4,5355,0,4589,16.7,S,170,214,I,"categoria no existe (id: 5)"
PROD050290,NOM_PROD50290,DES_PROD50290,5,1,166,1,2907,0,2527,15.06,S,157,199,I,"categoria no existe (id: 5)"
PROD050294,NOM_PROD50294,DES_PROD50294,5,3,486,1,3581,0,3102,15.46,S,461,583,I,"categoria no existe (id: 5)"
PROD050304,NOM_PROD50304,DES_PROD50304,5,3,350,1,5570,0,4724,17.91,N,332,420,I,"categoria no existe (id: 5)"
PROD050306,NOM_PROD50306,DES_PROD50306,4,1,449,1,3596,0,3259,10.36,S,426,538,I,"categoria no existe (id: 4)"
PROD050310,NOM_PROD50310,DES_PROD50310,4,1,282,3,5796,0,4882,18.73,N,267,338,I,"categoria no existe (id: 4)"
PROD050315,NOM_PROD50315,DES_PROD50315,4,2,29,5,5021,0,4423,13.53,N,27,34,A,"categoria no existe (id: 4)"
PROD050320,NOM_PROD50320,DES_PROD50320,5,1,125,4,3090,0,2654,16.44,S,118,150,I,"categoria no existe (id: 5)"
PROD050322,NOM_PROD50322,DES_PROD50322,5,2,235,2,5223,0,4460,17.13,S,223,282,A,"categoria no existe (id: 5)"
PROD050325,NOM_PROD50325,DES_PROD50325,4,3,397,5,5779,0,4839,19.44,N,377,476,A,"categoria no existe (id: 4)"
PROD050327,NOM_PROD50327,DES_PROD50327,4,3,66,3,4364,0,3694,18.14,N,62,79,I,"categoria no existe (id: 4)"
PROD050329,NOM_PROD50329,DES_PROD50329,5,3,62,5,3394,0,2913,16.53,N,58,74,I,"categoria no existe (id: 5)"
PROD050330,NOM_PROD50330,DES_PROD50330,4,3,212,2,3262,0,2842,14.79,N,201,254,I,"categoria no existe (id: 4)"
PROD050334,NOM_PROD50334,DES_PROD50334,4,1,382,5,3180,0,2672,19.04,S,362,458,I,"categoria no existe (id: 4)"
PROD050335,NOM_PROD50335,DES_PROD50335,5,1,92,1,2619,0,2252,16.34,N,87,110,I,"categoria no existe (id: 5)"
PROD050340,NOM_PROD50340,DES_PROD50340,4,1,339,2,3416,0,3037,12.49,N,322,406,A,"categoria no existe (id: 4)"
PROD050345,NOM_PROD50345,DES_PROD50345,4,2,320,2,3683,0,3094,19.06,N,304,384,I,"categoria no existe (id: 4)"
PROD050347,NOM_PROD50347,DES_PROD50347,4,3,234,2,5238,0,4537,15.47,S,222,280,I,"categoria no existe (id: 4)"
PROD050349,NOM_PROD50349,DES_PROD50349,5,1,471,5,5278,0,4552,15.97,S,447,565,I,"categoria no existe (id: 5)"
PROD050354,NOM_PROD50354,DES_PROD50354,4,1,55,5,3241,0,2785,16.38,N,52,66,I,"categoria no existe (id: 4)"
PROD050355,NOM_PROD50355,DES_PROD50355,4,3,97,1,4721,0,4270,10.57,S,92,116,I,"categoria no existe (id: 4)"
PROD050357,NOM_PROD50357,DES_PROD50357,5,1,491,3,5392,0,4734,13.92,N,466,589,A,"categoria no existe (id: 5)"
PROD050358,NOM_PROD50358,DES_PROD50358,5,3,101,5,2716,0,2338,16.18,S,95,121,I,"categoria no existe (id: 5)"
PROD050360,NOM_PROD50360,DES_PROD50360,4,2,459,3,4442,0,3917,13.42,S,436,550,A,"categoria no existe (id: 4)"
PROD050361,NOM_PROD50361,DES_PROD50361,4,2,324,5,5243,0,4551,15.21,N,307,388,A,"categoria no existe (id: 4)"
PROD050362,NOM_PROD50362,DES_PROD50362,5,2,416,1,4608,0,3933,17.18,N,395,499,A,"categoria no existe (id: 5)"
PROD050363,NOM_PROD50363,DES_PROD50363,4,3,21,1,4785,0,4098,16.77,N,19,25,I,"categoria no existe (id: 4)"
PROD050367,NOM_PROD50367,DES_PROD50367,5,3,63,4,2681,0,2325,15.34,S,59,75,A,"categoria no existe (id: 5)"
PROD050368,NOM_PROD50368,DES_PROD50368,4,2,367,4,5667,0,4851,16.83,S,348,440,I,"categoria no existe (id: 4)"
PROD050369,NOM_PROD50369,DES_PROD50369,5,3,447,3,2381,0,2118,12.44,S,424,536,A,"categoria no existe (id: 5)"
PROD050370,NOM_PROD50370,DES_PROD50370,5,1,496,5,3511,0,3116,12.7,S,471,595,I,"categoria no existe (id: 5)"
PROD050373,NOM_PROD50373,DES_PROD50373,4,3,18,3,5521,0,4706,17.33,S,17,21,I,"categoria no existe (id: 4)"
PROD050374,NOM_PROD50374,DES_PROD50374,4,1,302,3,4547,0,3845,18.28,N,286,362,I,"categoria no existe (id: 4)"
PROD050376,NOM_PROD50376,DES_PROD50376,4,1,370,1,5534,0,4703,17.67,N,351,444,I,"categoria no existe (id: 4)"
PROD050377,NOM_PROD50377,DES_PROD50377,4,2,419,5,2849,0,2508,13.62,N,398,502,I,"categoria no existe (id: 4)"
PROD050379,NOM_PROD50379,DES_PROD50379,5,2,445,2,4350,0,3708,17.33,N,422,534,A,"categoria no existe (id: 5)"
PROD050382,NOM_PROD50382,DES_PROD50382,5,2,447,2,4663,0,3898,19.65,N,424,536,A,"categoria no existe (id: 5)"
PROD050386,NOM_PROD50386,DES_PROD50386,5,2,185,3,2233,0,1972,13.28,N,175,222,I,"categoria no existe (id: 5)"
PROD050388,NOM_PROD50388,DES_PROD50388,4,2,67,1,4780,0,4190,14.09,S,63,80,I,"categoria no existe (id: 4)"
PROD050392,NOM_PROD50392,DES_PROD50392,4,3,432,3,5761,0,4951,16.37,N,410,518,I,"categoria no existe (id: 4)"
PROD050393,NOM_PROD50393,DES_PROD50393,4,1,157,1,5427,0,4721,14.96,N,149,188,I,"categoria no existe (id: 4)"
PROD050396,NOM_PROD50396,DES_PROD50396,5,1,383,1,4656,0,4001,16.39,S,363,459,A,"categoria no existe (id: 5)"
PROD050401,NOM_PROD50401,DES_PROD50401,5,3,214,1,4205,0,3606,16.63,S,203,256,A,"categoria no existe (id: 5)"
PROD050402,NOM_PROD50402,DES_PROD50402,4,1,258,1,4980,0,4277,16.44,N,245,309,I,"categoria no existe (id: 4)"
PROD050405,NOM_PROD50405,DES_PROD50405,5,1,363,5,5468,0,4879,12.08,S,344,435,A,"categoria no existe (id: 5)"
PROD050411,NOM_PROD50411,DES_PROD50411,5,2,140,2,5010,0,4252,17.85,S,133,168,A,"categoria no existe (id: 5)"
PROD050417,NOM_PROD50417,DES_PROD50417,4,3,347,5,4956,0,4417,12.21,S,329,416,A,"categoria no existe (id: 4)"
PROD050418,NOM_PROD50418,DES_PROD50418,5,1,238,2,2819,0,2539,11.04,N,226,285,I,"categoria no existe (id: 5)"
PROD050420,NOM_PROD50420,DES_PROD50420,4,2,137,5,2464,0,2166,13.79,N,130,164,A,"categoria no existe (id: 4)"
PROD050423,NOM_PROD50423,DES_PROD50423,4,3,153,5,3319,0,2773,19.72,S,145,183,I,"categoria no existe (id: 4)"
PROD050426,NOM_PROD50426,DES_PROD50426,5,2,2,5,3334,0,2794,19.33,N,1,2,A,"categoria no existe (id: 5)"
PROD050429,NOM_PROD50429,DES_PROD50429,5,2,427,5,4343,0,3667,18.44,S,405,512,A,"categoria no existe (id: 5)"
PROD050431,NOM_PROD50431,DES_PROD50431,5,3,213,5,5670,0,5000,13.42,S,202,255,A,"categoria no existe (id: 5)"
PROD050435,NOM_PROD50435,DES_PROD50435,5,1,209,5,5100,0,4552,12.06,N,198,250,A,"categoria no existe (id: 5)"
PROD050438,NOM_PROD50438,DES_PROD50438,5,3,156,2,3739,0,3214,16.36,S,148,187,I,"categoria no existe (id: 5)"
PROD050439,NOM_PROD50439,DES_PROD50439,5,3,459,5,5543,0,4648,19.27,S,436,550,A,"categoria no existe (id: 5)"
PROD050442,NOM_PROD50442,DES_PROD50442,5,2,71,3,4169,0,3640,14.56,S,67,85,A,"categoria no existe (id: 5)"
PROD050445,NOM_PROD50445,DES_PROD50445,4,3,459,3,3410,0,3093,10.28,N,436,550,I,"categoria no existe (id: 4)"
PROD050448,NOM_PROD50448,DES_PROD50448,4,2,187,4,4916,0,4166,18.02,S,177,224,A,"categoria no existe (id: 4)"
PROD050449,NOM_PROD50449,DES_PROD50449,4,1,496,5,3102,0,2705,14.7,N,471,595,I,"categoria no existe (id: 4)"
PROD050451,NOM_PROD50451,DES_PROD50451,4,3,139,1,2353,0,1969,19.55,S,132,166,I,"categoria no existe (id: 4)"
PROD050455,NOM_PROD50455,DES_PROD50455,4,2,121,2,3983,0,3422,16.4,N,114,145,I,"categoria no existe (id: 4)"
PROD050460,NOM_PROD50460,DES_PROD50460,5,3,91,5,3766,0,3292,14.4,N,86,109,A,"categoria no existe (id: 5)"
PROD050462,NOM_PROD50462,DES_PROD50462,5,2,146,2,3786,0,3368,12.43,N,138,175,A,"categoria no existe (id: 5)"
PROD050465,NOM_PROD50465,DES_PROD50465,5,2,11,3,2513,0,2227,12.88,N,10,13,A,"categoria no existe (id: 5)"
PROD050469,NOM_PROD50469,DES_PROD50469,5,1,200,1,2627,0,2287,14.88,N,190,240,I,"categoria no existe (id: 5)"
PROD050472,NOM_PROD50472,DES_PROD50472,5,2,283,1,4881,0,4314,13.16,S,268,339,A,"categoria no existe (id: 5)"
PROD050473,NOM_PROD50473,DES_PROD50473,4,3,317,4,5680,0,4995,13.72,S,301,380,I,"categoria no existe (id: 4)"
PROD050477,NOM_PROD50477,DES_PROD50477,4,3,484,5,3623,0,3063,18.29,S,459,580,A,"categoria no existe (id: 4)"
PROD050478,NOM_PROD50478,DES_PROD50478,5,2,107,4,3547,0,3090,14.79,N,101,128,A,"categoria no existe (id: 5)"
PROD050480,NOM_PROD50480,DES_PROD50480,4,1,86,5,2538,0,2295,10.59,S,81,103,I,"categoria no existe (id: 4)"
PROD050483,NOM_PROD50483,DES_PROD50483,5,1,363,1,3466,0,3000,15.56,N,344,435,I,"categoria no existe (id: 5)"
PROD050484,NOM_PROD50484,DES_PROD50484,4,3,26,4,3041,0,2761,10.15,S,24,31,A,"categoria no existe (id: 4)"
PROD050487,NOM_PROD50487,DES_PROD50487,4,3,49,2,3212,0,2792,15.05,N,46,58,I,"categoria no existe (id: 4)"
PROD050489,NOM_PROD50489,DES_PROD50489,5,1,158,1,5119,0,4439,15.34,N,150,189,A,"categoria no existe (id: 5)"
PROD050490,NOM_PROD50490,DES_PROD50490,5,1,388,4,4962,0,4483,10.7,S,368,465,A,"categoria no existe (id: 5)"
PROD050491,NOM_PROD50491,DES_PROD50491,4,3,419,1,3461,0,3100,11.66,S,398,502,I,"categoria no existe (id: 4)"
PROD050492,NOM_PROD50492,DES_PROD50492,5,1,288,5,5246,0,4654,12.73,N,273,345,A,"categoria no existe (id: 5)"
PROD050497,NOM_PROD50497,DES_PROD50497,5,3,458,4,3568,0,3065,16.43,N,435,549,I,"categoria no existe (id: 5)"
PROD050500,NOM_PROD50500,DES_PROD50500,5,1,340,5,5129,0,4375,17.25,S,323,408,I,"categoria no existe (id: 5)"
PROD050504,NOM_PROD50504,DES_PROD50504,5,2,372,2,5531,0,4674,18.35,S,353,446,A,"categoria no existe (id: 5)"
PROD050516,NOM_PROD50516,DES_PROD50516,4,1,328,3,4775,0,4197,13.78,S,311,393,A,"categoria no existe (id: 4)"
PROD050517,NOM_PROD50517,DES_PROD50517,4,3,268,3,3002,0,2591,15.88,S,254,321,I,"categoria no existe (id: 4)"
PROD050518,NOM_PROD50518,DES_PROD50518,4,3,133,1,5312,0,4702,12.99,S,126,159,I,"categoria no existe (id: 4)"
PROD050527,NOM_PROD50527,DES_PROD50527,5,3,370,5,4703,0,3984,18.05,N,351,444,I,"categoria no existe (id: 5)"
PROD050530,NOM_PROD50530,DES_PROD50530,5,3,372,2,3977,0,3554,11.92,S,353,446,I,"categoria no existe (id: 5)"
PROD050532,NOM_PROD50532,DES_PROD50532,5,3,276,4,2782,0,2476,12.39,S,262,331,I,"categoria no existe (id: 5)"
PROD050533,NOM_PROD50533,DES_PROD50533,4,1,432,2,5273,0,4605,14.52,S,410,518,I,"categoria no existe (id: 4)"
PROD050535,NOM_PROD50535,DES_PROD50535,4,2,5,2,5448,0,4631,17.66,S,4,6,A,"categoria no existe (id: 4)"
PROD050536,NOM_PROD50536,DES_PROD50536,5,1,258,5,2391,0,2171,10.16,S,245,309,I,"categoria no existe (id: 5)"
